Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1.4e-05,18.823714,[ 8 60] ; [25 28],[18.54545455 49.45454545] ; [14.45454545 38.54545455],1
p3,1,4.5e-05,16.668422,[16 55] ; [31 22],[26.91129032 44.08870968] ; [20.08870968 32.91129032],1
a5,1,0.00801,7.031206,[44 28] ; [44  9],[50.688 21.312] ; [37.312 15.688],0
p1,1,0.010956,6.472395,[ 2 70] ; [ 8 44],[ 5.80645161 66.19354839] ; [ 4.19354839 47.80645161],0
u3,1,0.012,6.310916,[ 7 14] ; [12  4],[10.78378378 10.21621622] ; [8.21621622 7.78378378],0
p8,1,0.022147,5.234161,[23 48] ; [28 25],[29.2016129 41.7983871] ; [21.7983871 31.2016129],0
p7,1,0.040308,4.204868,[31 40] ; [33 20],[36.64516129 34.35483871] ; [27.35483871 25.64516129],0
p12,1,0.056538,3.63613,[ 2 69] ; [ 6 47],[ 4.58064516 66.41935484] ; [ 3.41935484 49.58064516],0
p2,1,0.072479,3.225964,[48 24] ; [43 10],[52.416 19.584] ; [38.584 14.416],0
r4,1,0.085791,2.951623,[57 15] ; [48  5],[60.48 11.52] ; [44.52  8.48],0
d1,1,0.105337,2.622814,[40 32] ; [37 16],[44.352 27.648] ; [32.648 20.352],0
s2,1,0.107065,2.597015,[25 47] ; [26 27],[29.376 42.624] ; [21.624 31.376],0
d3,1,0.114921,2.485208,[51 21] ; [44  9],[54.72 17.28] ; [40.28 12.72],0
s6,1,0.158251,1.990863,[36 34] ; [34 19],[39.83739837 30.16260163] ; [30.16260163 22.83739837],0
r1,1,0.194317,1.684579,[54 18] ; [44  8],[56.90322581 15.09677419] ; [41.09677419 10.90322581],0
a2,1,0.204123,1.61263,[10 62] ; [12 41],[12.672 59.328] ; [ 9.328 43.672],0
p5,1,0.217671,1.519659,[ 2 70] ; [ 4 49],[ 3.456 68.544] ; [ 2.544 50.456],0
u1,1,0.222194,1.490146,[ 8 64] ; [10 43],[10.368 61.632] ; [ 7.632 45.368],0
s3,1,0.222985,1.485056,[31 40] ; [29 24],[34.35483871 36.64516129] ; [25.64516129 27.35483871],0
u2,1,0.236294,1.402569,[ 9 12] ; [10  6],[10.78378378 10.21621622] ; [8.21621622 7.78378378],0
n3,1,0.248983,1.329003,[14  7] ; [11  2],[15.44117647  5.55882353] ; [9.55882353 3.44117647],0
s8,1,0.291611,1.112171,[22 50] ; [21 32],[24.768 47.232] ; [18.232 34.768],0
d5,1,0.299986,1.074258,[59 13] ; [47  6],[61.056 10.944] ; [44.944  8.056],0
d2,1,0.303428,1.059069,[30 42] ; [27 26],[32.832 39.168] ; [24.168 28.832],0
s4,1,0.317362,0.999786,[16 56] ; [ 8 45],[13.824 58.176] ; [10.176 42.824],0
b1,1,0.348899,0.877457,[24 48] ; [22 31],[26.496 45.504] ; [19.504 33.496],0
p10,1,0.366226,0.81643,[42 28] ; [36 17],[44.3902439 25.6097561] ; [33.6097561 19.3902439],0
s7,1,0.391853,0.733183,[23 47] ; [21 31],[25.24590164 44.75409836] ; [18.75409836 33.24590164],0
a8,1,0.400131,0.707934,[ 5 59] ; [ 2 48],[ 3.92982456 60.07017544] ; [ 3.07017544 46.92982456],0
s1,1,0.41635,0.660596,[ 2 70] ; [ 3 50],[ 2.88 69.12] ; [ 2.12 50.88],0
a6,1,0.446979,0.578302,[47 25] ; [38 15],[48.96 23.04] ; [36.04 16.96],0
v4,1,0.48817,0.480556,[63  8] ; [49  4],[64.12903226  6.87096774] ; [47.87096774  5.12903226],0
n4,1,0.540176,0.375214,[30 42] ; [25 28],[31.68 40.32] ; [23.32 29.68],0
n1,1,0.598901,0.276657,[ 5 17] ; [4 9],[ 5.65714286 16.34285714] ; [3.34285714 9.65714286],0
s5,1,0.628156,0.23457,[18 48] ; [16 35],[19.17948718 46.82051282] ; [14.82051282 36.17948718],0
a7,1,0.63162,0.229871,[53 19] ; [41 12],[54.144 17.856] ; [39.856 13.144],0
n6,1,0.633207,0.227737,[50 22] ; [34 18],[48.77419355 23.22580645] ; [35.22580645 16.77419355],0
d4,1,0.675825,0.174864,[63  9] ; [45  8],[62.208  9.792] ; [45.792  7.208],0
a1,1,0.699438,0.149057,[ 3 69] ; [ 3 50],[ 3.456 68.544] ; [ 2.544 50.456],0
a4,1,0.728781,0.120233,[28 44] ; [19 34],[27.072 44.928] ; [19.928 33.072],0
b3,1,0.736841,0.112923,[11 25] ; [11 21],[11.64705882 24.35294118] ; [10.35294118 21.64705882],0
b2,1,0.736841,0.112923,[11 25] ; [11 21],[11.64705882 24.35294118] ; [10.35294118 21.64705882],0
v3,1,0.745331,0.105496,[26 42] ; [21 30],[26.85714286 41.14285714] ; [20.14285714 30.85714286],0
p9,1,0.837594,0.042014,[49 21] ; [38 15],[49.51219512 20.48780488] ; [37.48780488 15.51219512],0
v1,1,0.83831,0.041639,[33 37] ; [25 26],[33.55371901 36.44628099] ; [24.44628099 26.55371901],0
n2,1,0.859748,0.031221,[14  8] ; [8 4],[14.23529412  7.76470588] ; [7.76470588 4.23529412],0
b5,1,0.895783,0.017158,[44 28] ; [33 20],[44.352 27.648] ; [32.648 20.352],0
b4,1,0.895783,0.017158,[44 28] ; [33 20],[44.352 27.648] ; [32.648 20.352],0
a3,1,0.901552,0.015302,[51 21] ; [37 16],[50.688 21.312] ; [37.312 15.688],0
r2,1,0.974322,0.001036,[65  4] ; [50  3],[65.04098361  3.95901639] ; [49.95901639  3.04098361],0
p11,1,0.987618,0.000241,[49 23] ; [36 17],[48.96 23.04] ; [36.04 16.96],0
