Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,38.949375,[17 31] ; [104  20],[33.76744186 14.23255814] ; [87.23255814 36.76744186],1
n6,1,8.3e-05,15.482951,[30 18] ; [109  14],[39.01754386  8.98245614] ; [99.98245614 23.01754386],1
p10,1,0.000253,13.389079,[29 18] ; [106  16],[37.5443787  9.4556213] ; [97.4556213 24.5443787],1
s7,1,0.001945,9.601125,[21 27] ; [82 36],[29.78313253 18.21686747] ; [73.21686747 44.78313253],0
r1,1,0.012311,6.265551,[28 20] ; [96 28],[34.60465116 13.39534884] ; [89.39534884 34.60465116],0
a3,1,0.01461,5.962895,[22 26] ; [82 42],[29.02325581 18.97674419] ; [74.97674419 49.02325581],0
p9,1,0.017036,5.69267,[33 14] ; [105  17],[38.37869822  8.62130178] ; [99.62130178 22.37869822],0
v3,1,0.024379,5.067481,[11 35] ; [53 71],[17.31764706 28.68235294] ; [46.68235294 77.31764706],0
s8,1,0.029308,4.749405,[18 30] ; [70 55],[24.41618497 23.58381503] ; [63.58381503 61.41618497],0
p2,1,0.034142,4.487591,[32 15] ; [102  21],[37.04705882  9.95294118] ; [96.95294118 26.04705882],0
b1,1,0.037298,4.336769,[15 33] ; [61 64],[21.0867052 26.9132948] ; [54.9132948 70.0867052],0
b2,1,0.042479,4.116004,[ 4 20] ; [29 45],[ 8.08163265 15.91836735] ; [24.91836735 49.08163265],0
b3,1,0.042479,4.116004,[ 4 20] ; [29 45],[ 8.08163265 15.91836735] ; [24.91836735 49.08163265],0
s6,1,0.043689,4.068548,[34 14] ; [103  19],[38.68235294  9.31764706] ; [98.31764706 23.68235294],0
p6,1,0.051306,3.798255,[12 36] ; [50 72],[17.50588235 30.49411765] ; [44.49411765 77.50588235],0
v1,1,0.057857,3.597765,[19 29] ; [68 54],[24.56470588 23.43529412] ; [62.43529412 59.56470588],0
v2,1,0.089412,2.884926,[17 29] ; [62 58],[21.89156627 24.10843373] ; [57.10843373 62.89156627],0
d2,1,0.0908,2.860141,[ 3 45] ; [ 20 105],[ 6.38150289 41.61849711] ; [ 16.61849711 108.38150289],0
p11,1,0.096926,2.755415,[30 18] ; [94 31],[34.40462428 13.59537572] ; [89.59537572 35.40462428],0
p4,1,0.099848,2.707971,[20 28] ; [69 55],[24.8372093 23.1627907] ; [64.1627907 59.8372093],0
p8,1,0.107897,2.584752,[19 29] ; [65 57],[23.71764706 24.28235294] ; [60.28235294 61.71764706],0
p5,1,0.122745,2.381941,[ 2 45] ; [ 15 108],[ 4.7 42.3] ; [ 12.3 110.7],0
r2,1,0.127125,2.327263,[42  6] ; [117   7],[44.37209302  3.62790698] ; [114.62790698   9.37209302],0
p7,1,0.135173,2.232065,[27 19] ; [85 35],[31.03614458 14.96385542] ; [80.96385542 39.03614458],0
n1,1,0.146676,2.106481,[2 7] ; [13 13],[3.85714286 5.14285714] ; [11.14285714 14.85714286],0
a1,1,0.150009,2.072156,[ 4 44] ; [  4 121],[ 2.21965318 45.78034682] ; [  5.78034682 119.21965318],0
d3,1,0.158881,1.98484,[23 24] ; [46 78],[18.96491228 28.03508772] ; [50.03508772 73.96491228],0
p3,1,0.177885,1.815206,[17 31] ; [58 66],[20.93023256 27.06976744] ; [54.06976744 69.93023256],0
a8,1,0.191961,1.7025,[ 5 39] ; [24 95],[ 7.82822086 36.17177914] ; [21.17177914 97.82822086],0
n3,1,0.29627,1.090909,[5 4] ; [20  7],[6.25 2.75] ; [18.75  8.25],0
s3,1,0.339606,0.911919,[39  9] ; [107  16],[40.98245614  7.01754386] ; [105.01754386  17.98245614],0
a4,1,0.384148,0.757386,[ 9 39] ; [31 93],[11.1627907 36.8372093] ; [28.8372093 95.1627907],0
r4,1,0.41825,0.655227,[40  8] ; [110  15],[41.61849711  6.38150289] ; [108.38150289  16.61849711],0
a2,1,0.464113,0.535957,[ 2 46] ; [  9 116],[ 3.05202312 44.94797688] ; [  7.94797688 117.05202312],0
d4,1,0.472185,0.516858,[33 15] ; [78 46],[30.97674419 17.02325581] ; [80.02325581 43.97674419],0
a5,1,0.478,0.503422,[25 23] ; [72 52],[27.06976744 20.93023256] ; [69.93023256 54.06976744],0
a7,1,0.574225,0.315665,[28 19] ; [79 44],[29.58235294 17.41764706] ; [77.41764706 45.58235294],0
p1,1,0.577872,0.309687,[ 3 44] ; [ 11 111],[ 3.89349112 43.10650888] ; [ 10.10650888 111.89349112],0
s5,1,0.592003,0.287228,[19 28] ; [54 66],[20.54491018 26.45508982] ; [52.45508982 67.54491018],0
u3,1,0.61624,0.251188,[13 11] ; [26 17],[13.97014925 10.02985075] ; [25.02985075 17.97014925],0
s4,1,0.632221,0.229061,[13 35] ; [29 94],[11.78947368 36.21052632] ; [30.21052632 92.78947368],0
v4,1,0.637943,0.221442,[43  4] ; [116   8],[43.70175439  3.29824561] ; [115.29824561   8.70175439],0
u2,1,0.675674,0.175036,[13 11] ; [21 22],[12.17910448 11.82089552] ; [21.82089552 21.17910448],0
b5,1,0.691448,0.157523,[30 18] ; [74 51],[28.85549133 19.14450867] ; [75.14450867 49.85549133],0
p12,1,0.888686,0.019591,[ 3 45] ; [  7 116],[ 2.80701754 45.19298246] ; [  7.19298246 115.80701754],0
b4,1,0.930317,0.007647,[28 20] ; [72 53],[27.74566474 20.25433526] ; [72.25433526 52.74566474],0
s1,1,0.931525,0.007383,[ 3 45] ; [  8 113],[ 3.12426036 44.87573964] ; [  7.87573964 113.12426036],0
d5,1,0.936136,0.00642,[26 21] ; [70 55],[26.23255814 20.76744186] ; [69.76744186 55.23255814],0
a6,1,0.936706,0.006306,[26 22] ; [68 56],[26.23255814 21.76744186] ; [67.76744186 56.23255814],0
u1,1,0.960271,0.002481,[ 2 46] ; [  5 120],[ 1.94219653 46.05780347] ; [  5.05780347 119.94219653],0
r3,1,0.961339,0.00235,[45  3] ; [116   8],[44.93023256  3.06976744] ; [116.06976744   7.93023256],0
