Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,28.317299,[2 8] ; [103  15],[8.203125 1.796875] ; [96.796875 21.203125],1
r3,1,1e-06,23.675609,[5 5] ; [112   6],[9.140625 0.859375] ; [107.859375  10.140625],1
r2,1,2e-06,22.376755,[4 6] ; [108  10],[8.75 1.25] ; [103.25  14.75],1
s1,1,0.001402,10.203609,[2 8] ; [  2 116],[0.3125 9.6875] ; [  3.6875 114.3125],0
n6,1,0.008411,6.943745,[3 7] ; [82 34],[6.74603175 3.25396825] ; [78.25396825 37.74603175],0
v2,1,0.009693,6.69044,[1 9] ; [59 53],[4.91803279 5.08196721] ; [55.08196721 56.91803279],0
b1,1,0.013749,6.070145,[8 2] ; [47 71],[4.296875 5.703125] ; [50.703125 67.296875],0
d5,1,0.01437,5.99211,[3 7] ; [80 37],[6.53543307 3.46456693] ; [76.46456693 40.53543307],0
p10,1,0.01582,5.822769,[4 6] ; [89 29],[7.265625 2.734375] ; [85.734375 32.265625],0
p11,1,0.019546,5.452027,[4 6] ; [88 30],[7.1875 2.8125] ; [84.8125 33.1875],0
r1,1,0.034589,4.465365,[4 6] ; [85 33],[6.953125 3.046875] ; [82.046875 35.953125],0
d1,1,0.040003,4.217773,[1 9] ; [51 67],[4.0625 5.9375] ; [47.9375 70.0625],0
a7,1,0.043202,4.087481,[4 6] ; [83 34],[6.8503937 3.1496063] ; [80.1496063 36.8503937],0
p2,1,0.048357,3.897542,[6 4] ; [99 18],[8.26771654 1.73228346] ; [96.73228346 20.26771654],0
p9,1,0.057233,3.615819,[5 5] ; [91 27],[7.5 2.5] ; [88.5 29.5],0
s8,1,0.087928,2.911895,[1 9] ; [43 74],[3.46456693 6.53543307] ; [40.53543307 76.46456693],0
d3,1,0.094834,2.790345,[4 6] ; [77 39],[6.42857143 3.57142857] ; [74.57142857 41.42857143],0
s6,1,0.153513,2.036991,[4 6] ; [73 43],[6.11111111 3.88888889] ; [70.88888889 45.11111111],0
s5,1,0.166708,1.912298,[1 9] ; [35 79],[2.90322581 7.09677419] ; [33.09677419 80.90322581],0
a6,1,0.213761,1.54577,[4 6] ; [71 47],[5.859375 4.140625] ; [69.140625 48.859375],0
d4,1,0.253904,1.301695,[6 4] ; [90 28],[7.5 2.5] ; [88.5 29.5],0
v3,1,0.263387,1.250867,[1 8] ; [32 81],[2.43442623 6.56557377] ; [30.56557377 82.43442623],0
b4,1,0.30532,1.050812,[4 6] ; [67 51],[5.546875 4.453125] ; [65.453125 52.546875],0
s2,1,0.311007,1.026394,[3 7] ; [55 63],[4.53125 5.46875] ; [53.46875 64.53125],0
n1,1,0.336089,0.925294,[2 3] ; [ 7 27],[1.15384615 3.84615385] ; [ 7.84615385 26.15384615],0
n2,1,0.503368,0.447828,[3 2] ; [26  9],[3.625 1.375] ; [25.375  9.625],0
p4,1,0.507828,0.438539,[7 3] ; [70 48],[6.015625 3.984375] ; [70.984375 47.015625],0
b2,1,0.540667,0.374306,[1 5] ; [17 43],[1.63636364 4.36363636] ; [16.36363636 43.63636364],0
b3,1,0.540667,0.374306,[1 5] ; [17 43],[1.63636364 4.36363636] ; [16.36363636 43.63636364],0
b5,1,0.574714,0.314859,[7 3] ; [72 46],[6.171875 3.828125] ; [72.828125 45.171875],0
a8,1,0.578368,0.30888,[1 8] ; [  7 104],[0.6 8.4] ; [  7.4 103.6],0
a4,1,0.614141,0.254188,[4 6] ; [38 80],[3.28125 6.71875] ; [38.71875 79.28125],0
p1,1,0.621707,0.243476,[1 9] ; [  7 109],[0.63492063 9.36507937] ; [  7.36507937 108.63492063],0
n5,1,0.632511,0.22867,[3 7] ; [44 73],[3.7007874 6.2992126] ; [43.2992126 73.7007874],0
a3,1,0.632511,0.22867,[7 3] ; [73 44],[6.2992126 3.7007874] ; [73.7007874 43.2992126],0
a5,1,0.64619,0.210738,[7 3] ; [74 44],[6.328125 3.671875] ; [74.671875 43.328125],0
d2,1,0.64619,0.210738,[3 7] ; [44 74],[3.671875 6.328125] ; [43.328125 74.671875],0
s4,1,0.750756,0.100897,[3 7] ; [30 88],[2.578125 7.421875] ; [30.421875 87.578125],0
s7,1,0.778577,0.079059,[3 6] ; [43 70],[3.39344262 5.60655738] ; [42.60655738 70.39344262],0
p8,1,0.78549,0.074078,[5 4] ; [71 47],[5.38582677 3.61417323] ; [70.61417323 47.38582677],0
u2,1,0.795862,0.066929,[2 1] ; [26 18],[1.78723404 1.21276596] ; [26.21276596 17.78723404],0
v1,1,0.854957,0.033415,[4 6] ; [49 65],[4.27419355 5.72580645] ; [48.72580645 65.27419355],0
p6,1,0.870239,0.026685,[4 6] ; [43 72],[3.76 6.24] ; [43.24 71.76],0
n3,1,0.875024,0.024737,[4 1] ; [29  6],[4.125 0.875] ; [28.875  6.125],0
p3,1,0.958953,0.002649,[5 5] ; [58 60],[4.921875 5.078125] ; [58.078125 59.921875],0
s3,1,0.979303,0.000673,[5 5] ; [59 58],[5.03937008 4.96062992] ; [58.96062992 58.03937008],0
