Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.005052,7.860788,[21  7] ; [12 19],[15.66101695 12.33898305] ; [17.33898305 13.66101695],0
r3,1,0.011313,6.415521,[21  6] ; [14 17],[16.29310345 10.70689655] ; [18.70689655 12.29310345],0
a6,1,0.014378,5.991153,[17 11] ; [ 9 22],[12.33898305 15.66101695] ; [13.66101695 17.33898305],0
a8,1,0.01919,5.484144,[ 7 21] ; [ 1 28],[ 3.92982456 24.07017544] ; [ 4.07017544 24.92982456],0
d5,1,0.019815,5.428159,[21  7] ; [14 17],[16.61016949 11.38983051] ; [18.38983051 12.61016949],0
a3,1,0.05314,3.7395,[19  8] ; [14 17],[15.36206897 11.63793103] ; [17.63793103 13.36206897],0
b4,1,0.072002,3.236779,[20  8] ; [15 16],[16.61016949 11.38983051] ; [18.38983051 12.61016949],0
p8,1,0.09937,2.715633,[ 8 18] ; [ 4 27],[ 5.47368421 20.52631579] ; [ 6.52631579 24.47368421],0
n5,1,0.167634,1.903977,[15 13] ; [22  9],[17.55932203 10.44067797] ; [19.44067797 11.55932203],0
p1,1,0.198724,1.651728,[ 1 27] ; [ 4 27],[ 2.37288136 25.62711864] ; [ 2.62711864 28.37288136],0
p6,1,0.251276,1.316195,[ 6 22] ; [ 3 26],[ 4.42105263 23.57894737] ; [ 4.57894737 24.42105263],0
d3,1,0.252544,1.309176,[15 13] ; [12 19],[12.81355932 15.18644068] ; [14.18644068 16.81355932],0
a2,1,0.253233,1.305378,[ 3 25] ; [ 1 30],[ 1.89830508 26.10169492] ; [ 2.10169492 28.89830508],0
s5,1,0.257406,1.282656,[ 7 21] ; [ 4 26],[ 5.31034483 22.68965517] ; [ 5.68965517 24.31034483],0
r4,1,0.259969,1.26892,[ 9 19] ; [ 6 25],[ 7.11864407 20.88135593] ; [ 7.88135593 23.11864407],0
n2,1,0.343446,0.897527,[7 6] ; [5 9],[5.77777778 7.22222222] ; [6.22222222 7.77777778],0
b3,1,0.352567,0.864198,[ 5 13] ; [10 14],[ 6.42857143 11.57142857] ; [ 8.57142857 15.42857143],0
b2,1,0.352567,0.864198,[ 5 13] ; [10 14],[ 6.42857143 11.57142857] ; [ 8.57142857 15.42857143],0
s4,1,0.35665,0.849654,[ 3 25] ; [ 6 25],[ 4.27118644 23.72881356] ; [ 4.72881356 26.27118644],0
p9,1,0.356727,0.849384,[15 12] ; [13 17],[13.26315789 13.73684211] ; [14.73684211 15.26315789],0
n6,1,0.356727,0.849384,[12 15] ; [17 13],[13.73684211 13.26315789] ; [15.26315789 14.73684211],0
u2,1,0.366444,0.815686,[3 6] ; [ 3 14],[2.07692308 6.92307692] ; [ 3.92307692 13.07692308],0
b1,1,0.371443,0.798832,[13 15] ; [18 13],[14.71186441 13.28813559] ; [16.28813559 14.71186441],0
r1,1,0.383064,0.760847,[14 14] ; [12 19],[12.33898305 15.66101695] ; [13.66101695 17.33898305],0
n4,1,0.406073,0.690268,[17 11] ; [22  9],[18.50847458  9.49152542] ; [20.49152542 10.50847458],0
n3,1,0.431401,0.619048,[7 6] ; [5 8],[6. 7.] ; [6. 7.],0
