Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.004236,8.179859,[ 7 58] ; [17 36],[13.22033898 51.77966102] ; [10.77966102 42.22033898],0
v2,1,0.011136,6.443562,[25 38] ; [33 19],[31.77391304 31.22608696] ; [26.22608696 25.77391304],0
s8,1,0.025964,4.958448,[18 52] ; [25 31],[23.88888889 46.11111111] ; [19.11111111 36.88888889],0
b3,1,0.029489,4.738846,[ 7 33] ; [13 19],[11.11111111 28.88888889] ; [ 8.88888889 23.11111111],0
b2,1,0.029489,4.738846,[ 7 33] ; [13 19],[11.11111111 28.88888889] ; [ 8.88888889 23.11111111],0
p6,1,0.043735,4.066758,[12 57] ; [17 34],[16.675 52.325] ; [12.325 38.675],0
s7,1,0.053273,3.735335,[17 46] ; [23 29],[21.91304348 41.08695652] ; [18.08695652 33.91304348],0
s2,1,0.061245,3.503346,[24 46] ; [28 27],[29.12 40.88] ; [22.88 32.12],0
a6,1,0.07878,3.089888,[52 17] ; [34 22],[47.472 21.528] ; [38.528 17.472],0
r1,1,0.132202,2.266453,[58 11] ; [52  4],[60.72  8.28] ; [49.28  6.72],0
s6,1,0.139929,2.178742,[34 36] ; [34 21],[38.08 31.92] ; [29.92 25.08],0
a3,1,0.163165,1.944643,[43 27] ; [41 15],[46.66666667 23.33333333] ; [37.33333333 18.66666667],0
p9,1,0.166462,1.914518,[44 25] ; [40 13],[47.50819672 21.49180328] ; [36.49180328 16.50819672],0
s1,1,0.174792,1.841356,[ 5 64] ; [ 1 52],[ 3.39344262 65.60655738] ; [ 2.60655738 50.39344262],0
p11,1,0.199615,1.64519,[41 29] ; [39 17],[44.44444444 25.55555556] ; [35.55555556 20.44444444],0
p2,1,0.203496,1.617103,[49 21] ; [44 11],[52.08 17.92] ; [40.92 14.08],0
n5,1,0.227192,1.458353,[24 45] ; [25 30],[27.26612903 41.73387097] ; [21.73387097 33.26612903],0
p3,1,0.254044,1.300925,[26 44] ; [26 29],[29.12 40.88] ; [22.88 32.12],0
a7,1,0.287809,1.129842,[50 20] ; [35 21],[47.22222222 22.77777778] ; [37.77777778 18.22222222],0
p1,1,0.313588,1.015505,[ 4 65] ; [ 6 50],[ 5.52 63.48] ; [ 4.48 51.52],0
n4,1,0.359427,0.839894,[33 37] ; [31 25],[35.55555556 34.44444444] ; [28.44444444 27.55555556],0
v3,1,0.367642,0.81162,[17 45] ; [18 33],[19.20353982 42.79646018] ; [15.79646018 35.20353982],0
b5,1,0.388999,0.742067,[41 29] ; [37 19],[43.33333333 26.66666667] ; [34.66666667 21.33333333],0
a5,1,0.395129,0.723099,[45 25] ; [40 16],[47.22222222 22.77777778] ; [37.77777778 18.22222222],0
d5,1,0.395997,0.720448,[51 18] ; [45 11],[52.992 16.008] ; [43.008 12.992],0
a1,1,0.433048,0.614634,[ 1 69] ; [ 2 54],[ 1.66666667 68.33333333] ; [ 1.33333333 54.66666667],0
p5,1,0.458981,0.548379,[ 2 67] ; [ 3 51],[ 2.80487805 66.19512195] ; [ 2.19512195 51.80487805],0
p10,1,0.488554,0.47971,[40 29] ; [34 19],[41.85245902 27.14754098] ; [32.14754098 20.85245902],0
u2,1,0.574103,0.315865,[19  8] ; [11  3],[19.75609756  7.24390244] ; [10.24390244  3.75609756],0
r2,1,0.574628,0.315,[66  4] ; [54  2],[66.66666667  3.33333333] ; [53.33333333  2.66666667],0
a8,1,0.584307,0.299323,[ 6 60] ; [ 6 43],[ 6.88695652 59.11304348] ; [ 5.11304348 43.88695652],0
s3,1,0.635641,0.224489,[38 32] ; [27 27],[36.69354839 33.30645161] ; [28.30645161 25.69354839],0
p4,1,0.672118,0.179135,[34 35] ; [25 30],[32.83064516 36.16935484] ; [26.16935484 28.83064516],0
d4,1,0.70166,0.146751,[54 14] ; [46 10],[54.83870968 13.16129032] ; [45.16129032 10.83870968],0
a2,1,0.718113,0.130308,[12 58] ; [11 45],[12.77777778 57.22222222] ; [10.22222222 45.77777778],0
n2,1,0.718432,0.13,[18  6] ; [12  3],[18.46153846  5.53846154] ; [11.53846154  3.46153846],0
d2,1,0.725787,0.123015,[28 41] ; [21 35],[27.048 41.952] ; [21.952 34.048],0
n1,1,0.728532,0.120464,[ 9 13] ; [7 8],[ 9.51351351 12.48648649] ; [6.48648649 8.51351351],0
p7,1,0.729147,0.119896,[35 32] ; [26 27],[34.05833333 32.94166667] ; [26.94166667 26.05833333],0
b4,1,0.746165,0.104782,[42 28] ; [32 24],[41.11111111 28.88888889] ; [32.88888889 23.11111111],0
b1,1,0.749811,0.10169,[33 37] ; [28 28],[33.88888889 36.11111111] ; [27.11111111 28.88888889],0
v4,1,0.775396,0.08141,[66  3] ; [52  3],[65.66129032  3.33870968] ; [52.33870968  2.66129032],0
u3,1,0.81866,0.052564,[20  6] ; [12  3],[20.29268293  5.70731707] ; [11.70731707  3.29268293],0
d1,1,0.873366,0.025403,[34 36] ; [28 28],[34.44444444 35.55555556] ; [27.55555556 28.44444444],0
n3,1,0.889735,0.019221,[18  4] ; [12  3],[17.83783784  4.16216216] ; [12.16216216  2.83783784],0
u1,1,0.89912,0.016071,[ 8 62] ; [ 6 50],[ 7.77777778 62.22222222] ; [ 6.22222222 49.77777778],0
a4,1,0.934865,0.006679,[27 43] ; [22 34],[27.22222222 42.77777778] ; [21.77777778 34.22222222],0
d3,1,0.944142,0.004909,[46 23] ; [37 19],[45.816 23.184] ; [37.184 18.816],0
s4,1,0.956526,0.002972,[11 59] ; [ 9 47],[11.11111111 58.88888889] ; [ 8.88888889 47.11111111],0
p8,1,0.985604,0.000326,[28 41] ; [22 32],[28.04878049 40.95121951] ; [21.95121951 32.04878049],0
