Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,39.638232,[ 17 278] ; [20 41],[ 30.66011236 264.33988764] ; [ 6.33988764 54.66011236],1
p12,1,0.0,25.975793,[ 21 274] ; [18 43],[ 32.31741573 262.68258427] ; [ 6.68258427 54.31741573],1
p8,1,8e-06,19.925802,[153 138] ; [51 10],[168.64772727 122.35227273] ; [35.35227273 25.64772727],1
p3,1,5.5e-05,16.26559,[153 143] ; [48 12],[167.12359551 128.87640449] ; [33.87640449 26.12359551],1
p4,1,0.000126,14.697251,[186 110] ; [53  7],[198.71910112  97.28089888] ; [40.28089888 19.71910112],1
p6,1,0.000144,14.445754,[122 172] ; [41 19],[135.37288136 158.62711864] ; [27.62711864 32.37288136],1
s5,1,0.003072,8.763912,[123 166] ; [37 21],[133.25648415 155.74351585] ; [26.74351585 31.25648415],0
b5,1,0.004071,8.251688,[181 116] ; [25 36],[170.89944134 126.10055866] ; [35.10055866 25.89944134],0
v3,1,0.009078,6.807512,[127 161] ; [37 22],[136.11527378 151.88472622] ; [27.88472622 31.11527378],0
s8,1,0.009711,6.68707,[196  99] ; [50 10],[204.42253521  90.57746479] ; [41.57746479 18.42253521],0
r3,1,0.011339,6.41135,[289   6] ; [56  5],[285.88483146   9.11516854] ; [59.11516854  1.88483146],0
s1,1,0.012513,6.236662,[ 11 282] ; [ 7 54],[ 14.89830508 278.10169492] ; [ 3.10169492 57.89830508],0
a1,1,0.027899,4.834282,[ 13 284] ; [ 7 54],[ 16.59217877 280.40782123] ; [ 3.40782123 57.59217877],0
a2,1,0.031739,4.612561,[100 197] ; [12 49],[ 92.91620112 204.08379888] ; [19.08379888 41.91620112],0
n5,1,0.031938,4.601812,[236  58] ; [56  5],[241.82535211  52.17464789] ; [50.17464789 10.82535211],0
p7,1,0.035704,4.41118,[199  89] ; [48 10],[205.59537572  82.40462428] ; [41.40462428 16.59537572],0
u4,1,0.036374,4.379501,[  8 289] ; [ 5 56],[ 10.7849162 286.2150838] ; [ 2.2150838 58.7849162],0
v1,1,0.059159,3.560801,[166 126] ; [42 18],[172.54545455 119.45454545] ; [35.45454545 24.54545455],0
n4,1,0.135562,2.227625,[250  46] ; [56  5],[253.71428571  42.28571429] ; [52.28571429  8.71428571],0
n1,1,0.135984,2.222821,[24 33] ; [9 5],[26.49295775 30.50704225] ; [6.50704225 7.49295775],0
n6,1,0.144169,2.132891,[260  33] ; [57  3],[263.11898017  29.88101983] ; [53.88101983  6.11898017],0
p11,1,0.158662,1.986935,[229  68] ; [52  9],[233.12011173  63.87988827] ; [47.87988827 13.12011173],0
n3,1,0.166075,1.918025,[39 17] ; [7 7],[36.8 19.2] ; [9.2 4.8],0
a6,1,0.167284,1.907111,[204  91] ; [36 24],[199.43661972  95.56338028] ; [40.56338028 19.43661972],0
u1,1,0.224041,1.478296,[ 86 211] ; [13 48],[ 82.13128492 214.86871508] ; [16.86871508 44.13128492],0
p9,1,0.224215,1.477191,[259  35] ; [57  4],[261.70140845  32.29859155] ; [54.29859155  6.70140845],0
v2,1,0.247808,1.335619,[186 105] ; [33 26],[182.08285714 108.91714286] ; [36.91714286 22.08285714],0
s4,1,0.265129,1.241775,[ 62 233] ; [ 9 52],[ 58.83426966 236.16573034] ; [12.16573034 48.83426966],0
s6,1,0.290163,1.118864,[250  45] ; [54  6],[252.61971831  42.38028169] ; [51.38028169  8.61971831],0
r4,1,0.310963,1.026579,[286  11] ; [57  4],[284.55586592  12.44413408] ; [58.44413408  2.55586592],0
p10,1,0.359575,0.839376,[253  42] ; [55  6],[255.2247191  39.7752809] ; [52.7752809  8.2247191],0
r2,1,0.364709,0.821613,[287   8] ; [58  3],[285.88483146   9.11516854] ; [59.11516854  1.88483146],0
s3,1,0.394768,0.724204,[220  74] ; [48 12],[222.57627119  71.42372881] ; [45.42372881 14.57627119],0
a3,1,0.42489,0.636751,[244  51] ; [53  8],[246.10955056  48.89044944] ; [50.89044944 10.10955056],0
d1,1,0.436684,0.604982,[194 103] ; [43 18],[196.61731844 100.38268156] ; [40.38268156 20.61731844],0
b2,1,0.48368,0.490555,[ 82 116] ; [23 26],[ 84.17004049 113.82995951] ; [20.82995951 28.17004049],0
b3,1,0.48368,0.490555,[ 82 116] ; [23 26],[ 84.17004049 113.82995951] ; [20.82995951 28.17004049],0
a4,1,0.492429,0.471215,[155 141] ; [29 32],[152.56022409 143.43977591] ; [31.43977591 29.56022409],0
u3,1,0.514516,0.424872,[39 14] ; [5 3],[38.2295082 14.7704918] ; [5.7704918 2.2295082],0
a5,1,0.524836,0.40438,[244  53] ; [48 13],[242.24581006  54.75418994] ; [49.75418994 11.24581006],0
p2,1,0.531744,0.391058,[253  43] ; [54  7],[254.54341737  41.45658263] ; [52.45658263  8.54341737],0
b1,1,0.558506,0.342298,[124 173] ; [23 38],[121.95251397 175.04748603] ; [25.04748603 35.95251397],0
d2,1,0.677974,0.172415,[169 127] ; [36 24],[170.4494382 125.5505618] ; [34.5505618 25.4494382],0
v4,1,0.681621,0.168307,[288   7] ; [59  2],[287.54213483   7.45786517] ; [59.45786517  1.54213483],0
d4,1,0.768053,0.08698,[255  40] ; [51  9],[254.28169014  40.71830986] ; [51.71830986  8.28169014],0
d5,1,0.782833,0.075972,[250  45] ; [50 10],[249.29577465  45.70422535] ; [50.70422535  9.29577465],0
n2,1,0.80559,0.060575,[43 14] ; [11  3],[43.35211268 13.64788732] ; [10.64788732  3.35211268],0
u2,1,0.816949,0.053579,[34 17] ; [5 3],[33.71186441 17.28813559] ; [5.28813559 2.71186441],0
a8,1,0.882597,0.021809,[ 49 213] ; [10 46],[ 48.61006289 213.38993711] ; [10.38993711 45.61006289],0
b4,1,0.905448,0.014109,[168 129] ; [34 27],[167.58100559 129.41899441] ; [34.41899441 26.58100559],0
s2,1,0.94103,0.005472,[217  79] ; [45 16],[217.232493  78.767507] ; [44.767507 16.232493],0
d3,1,0.955887,0.00306,[223  73] ; [45 15],[222.83146067  73.16853933] ; [45.16853933 14.83146067],0
a7,1,0.990224,0.00015,[214  83] ; [44 17],[214.03910615  82.96089385] ; [43.96089385 17.03910615],0
