Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.012458,6.244539,[10 67] ; [14 30],[15.27272727 61.72727273] ; [ 8.72727273 35.27272727],0
v2,1,0.017626,5.632946,[20 55] ; [22 24],[26.03305785 48.96694215] ; [15.96694215 30.03305785],0
v4,1,0.021141,5.315116,[56 23] ; [40  5],[61.16129032 17.83870968] ; [34.83870968 10.16129032],0
a3,1,0.035106,4.440033,[44 35] ; [35 12],[49.53174603 29.46825397] ; [29.46825397 17.53174603],0
u3,1,0.042522,4.114286,[18 18] ; [10  2],[21. 15.] ; [7. 5.],0
s7,1,0.043756,4.065943,[17 56] ; [18 26],[21.83760684 51.16239316] ; [13.16239316 30.83760684],0
s6,1,0.053651,3.723525,[31 49] ; [26 20],[36.19047619 43.80952381] ; [20.80952381 25.19047619],0
n2,1,0.061056,3.508472,[18 15] ; [16  4],[21.16981132 11.83018868] ; [12.83018868  7.16981132],0
p2,1,0.065785,3.385187,[46 33] ; [35 12],[50.78571429 28.21428571] ; [30.21428571 16.78571429],0
a7,1,0.066184,3.37522,[54 26] ; [24 23],[49.13385827 30.86614173] ; [28.86614173 18.13385827],0
p9,1,0.087077,2.927606,[42 37] ; [31 14],[46.50806452 32.49193548] ; [26.49193548 18.50806452],0
a6,1,0.108347,2.578173,[54 26] ; [25 22],[49.76377953 30.23622047] ; [29.23622047 17.76377953],0
s2,1,0.112492,2.518853,[23 57] ; [20 27],[27.08661417 52.91338583] ; [15.91338583 31.08661417],0
r4,1,0.118592,2.435812,[45 35] ; [33 14],[49.13385827 30.86614173] ; [28.86614173 18.13385827],0
p3,1,0.132136,2.26723,[21 59] ; [18 28],[24.76190476 55.23809524] ; [14.23809524 31.76190476],0
r3,1,0.151529,2.056793,[59 21] ; [39  7],[62.22222222 17.77777778] ; [35.77777778 10.22222222],0
r1,1,0.178527,1.809842,[46 33] ; [33 14],[49.53174603 29.46825397] ; [29.46825397 17.53174603],0
b2,1,0.209016,1.578227,[11 36] ; [11 19],[13.42857143 33.57142857] ; [ 8.57142857 21.42857143],0
b3,1,0.209016,1.578227,[11 36] ; [11 19],[13.42857143 33.57142857] ; [ 8.57142857 21.42857143],0
s8,1,0.209935,1.571877,[16 64] ; [14 33],[18.8976378 61.1023622] ; [11.1023622 35.8976378],0
u2,1,0.232932,1.422868,[20 16] ; [9 3],[21.75 14.25] ; [7.25 4.75],0
p5,1,0.284179,1.146997,[ 2 77] ; [ 3 44],[ 3.13492063 75.86507937] ; [ 1.86507937 45.13492063],0
p7,1,0.286781,1.13467,[36 41] ; [25 19],[38.81818182 38.18181818] ; [22.18181818 21.81818182],0
n3,1,0.321429,0.983125,[18 14] ; [14  6],[19.69230769 12.30769231] ; [12.30769231  7.69230769],0
u1,1,0.340546,0.908374,[ 7 73] ; [ 2 45],[ 5.66929134 74.33070866] ; [ 3.33070866 43.66929134],0
p10,1,0.367197,0.813128,[39 40] ; [26 19],[41.41129032 37.58870968] ; [23.58870968 21.41129032],0
p6,1,0.386972,0.748436,[17 62] ; [12 30],[18.9338843 60.0661157] ; [10.0661157 31.9338843],0
p8,1,0.39006,0.738754,[23 55] ; [17 29],[25.16129032 52.83870968] ; [14.83870968 31.16129032],0
d2,1,0.401623,0.703463,[35 45] ; [17 30],[32.75590551 47.24409449] ; [19.24409449 27.75590551],0
s3,1,0.407717,0.685449,[36 43] ; [25 22],[38.24603175 40.75396825] ; [22.75396825 24.24603175],0
b4,1,0.449885,0.570942,[43 37] ; [22 25],[40.94488189 39.05511811] ; [24.05511811 22.94488189],0
d3,1,0.458292,0.550064,[49 30] ; [26 21],[47.02380952 31.97619048] ; [27.97619048 19.02380952],0
a5,1,0.562389,0.335585,[40 40] ; [26 21],[41.57480315 38.42519685] ; [24.42519685 22.57480315],0
r2,1,0.57794,0.309576,[62 17] ; [38  8],[63.2 15.8] ; [36.8  9.2],0
d5,1,0.644683,0.21267,[53 27] ; [33 14],[54.17322835 25.82677165] ; [31.82677165 15.17322835],0
d4,1,0.664194,0.188469,[56 23] ; [35 12],[57.05555556 21.94444444] ; [33.94444444 13.05555556],0
s4,1,0.678873,0.171397,[16 64] ; [ 8 39],[15.11811024 64.88188976] ; [ 8.88188976 38.11811024],0
b1,1,0.685901,0.163558,[43 37] ; [27 20],[44.09448819 35.90551181] ; [25.90551181 21.09448819],0
p11,1,0.685901,0.163558,[43 37] ; [27 20],[44.09448819 35.90551181] ; [25.90551181 21.09448819],0
a1,1,0.812764,0.056103,[ 6 74] ; [ 3 44],[ 5.66929134 74.33070866] ; [ 3.33070866 43.66929134],0
d1,1,0.818945,0.052396,[34 46] ; [19 28],[33.38582677 46.61417323] ; [19.61417323 27.38582677],0
s1,1,0.849167,0.036169,[ 3 77] ; [ 2 43],[ 3.2 76.8] ; [ 1.8 43.2],0
b5,1,0.851972,0.034821,[49 31] ; [28 19],[48.50393701 31.49606299] ; [28.49606299 18.50393701],0
a2,1,0.945125,0.004737,[14 66] ; [ 8 39],[13.85826772 66.14173228] ; [ 8.14173228 38.85826772],0
n4,1,0.951413,0.003713,[37 43] ; [22 25],[37.16535433 42.83464567] ; [21.83464567 25.16535433],0
n5,1,0.961777,0.002297,[34 45] ; [20 26],[34.128 44.872] ; [19.872 26.128],0
n1,1,0.964357,0.001997,[13 19] ; [ 8 12],[12.92307692 19.07692308] ; [ 8.07692308 11.92307692],0
a8,1,0.9693,0.001481,[ 7 70] ; [ 4 39],[ 7.05833333 69.94166667] ; [ 3.94166667 39.05833333],0
p4,1,0.971181,0.001305,[30 49] ; [18 29],[30.0952381 48.9047619] ; [17.9047619 29.0952381],0
p1,1,0.990433,0.000144,[ 5 74] ; [ 3 44],[ 5.01587302 73.98412698] ; [ 2.98412698 44.01587302],0
a4,1,0.992793,8.2e-05,[29 51] ; [17 30],[28.97637795 51.02362205] ; [17.02362205 29.97637795],0
