Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,232.080035,[393  54] ; [ 33 113],[321.1163575 125.8836425] ; [104.8836425  41.1163575],1
p11,1,0.0,80.60979,[377  72] ; [69 78],[335.9966443 113.0033557] ; [110.0033557  36.9966443],1
p2,1,0.0,61.414966,[381  65] ; [80 67],[346.72175379  99.27824621] ; [114.27824621  32.72175379],1
r3,1,0.0,39.449405,[428  20] ; [115  31],[409.53535354  38.46464646] ; [133.46464646  12.53535354],1
r4,1,0.0,31.310687,[393  56] ; [99 48],[370.65100671  78.34899329] ; [121.34899329  25.65100671],1
n6,1,0.0,28.42996,[368  79] ; [89 57],[344.48397976 102.51602024] ; [112.51602024  33.48397976],1
v4,1,0.0,27.86258,[423  25] ; [115  29],[407.13513514  40.86486486] ; [130.86486486  13.13513514],1
n5,1,1e-06,24.362635,[334 111] ; [78 68],[310.21996616 134.78003384] ; [101.78003384  44.21996616],1
p4,1,2.2e-05,17.998117,[246 200] ; [51 95],[223.75337838 222.24662162] ; [73.24662162 72.75337838],1
b1,1,2.3e-05,17.928859,[156 293] ; [80 67],[177.79194631 271.20805369] ; [58.20805369 88.79194631],1
s8,1,2.4e-05,17.850958,[163 285] ; [ 26 121],[142.30588235 305.69411765] ; [ 46.69411765 100.30588235],1
p8,1,2.5e-05,17.744856,[220 221] ; [ 44 103],[198. 243.] ; [66. 81.],1
s6,1,3.9e-05,16.907847,[254 192] ; [55 92],[232.40134907 213.59865093] ; [76.59865093 70.40134907],1
v1,1,0.000163,14.215998,[221 216] ; [48 99],[201.28938356 235.71061644] ; [67.71061644 79.28938356],1
v2,1,0.000237,13.508716,[240 187] ; [55 88],[220.99122807 206.00877193] ; [74.00877193 68.99122807],1
p7,1,0.000281,13.190074,[265 174] ; [62 82],[246.23156089 192.76843911] ; [80.76843911 63.23156089],1
p3,1,0.000328,12.901645,[199 249] ; [ 40 105],[180.55986509 267.44013491] ; [58.44013491 86.55986509],1
a5,1,0.000534,11.991833,[317 132] ; [81 66],[299.83557047 149.16442953] ; [98.16442953 48.83557047],1
r2,1,0.000805,11.22947,[411  32] ; [120  24],[400.73764906  42.26235094] ; [130.26235094  13.73764906],1
a3,1,0.001343,10.282681,[307 140] ; [79 67],[290.96458685 156.03541315] ; [95.03541315 50.96458685],0
d5,1,0.00162,9.936391,[355  92] ; [98 49],[340.89393939 106.10606061] ; [112.10606061  34.89393939],0
p6,1,0.002045,9.508395,[135 307] ; [ 25 119],[120.68259386 321.31740614] ; [ 39.31740614 104.68259386],0
s7,1,0.002058,9.496944,[167 264] ; [ 33 103],[152.02821869 278.97178131] ; [47.97178131 88.02821869],0
a7,1,0.003257,8.65734,[335 112] ; [91 55],[321.1163575 125.8836425] ; [104.8836425  41.1163575],0
a6,1,0.005817,7.60624,[317 131] ; [86 61],[303.43529412 144.56470588] ; [99.56470588 47.43529412],0
a4,1,0.006138,7.509359,[193 254] ; [ 44 101],[178.95101351 268.04898649] ; [58.04898649 86.95101351],0
n3,1,0.007201,7.222046,[77 24] ; [28 23],[69.76973684 31.23026316] ; [35.23026316 15.76973684],0
d1,1,0.00909,6.805098,[245 204] ; [62 85],[231.28020134 217.71979866] ; [75.71979866 71.28020134],0
n4,1,0.010343,6.574854,[338 111] ; [94 52],[325.99663866 123.00336134] ; [106.00336134  39.99663866],0
s1,1,0.010945,6.474154,[  9 436] ; [  9 136],[ 13.57627119 431.42372881] ; [  4.42372881 140.57627119],0
d4,1,0.013153,6.148415,[352  96] ; [100  46],[340.9023569 107.0976431] ; [111.0976431  34.9023569],0
d3,1,0.014849,5.934339,[304 142] ; [84 63],[291.81787521 154.18212479] ; [96.18212479 50.81787521],0
n2,1,0.020134,5.400259,[74 27] ; [29 24],[67.55194805 33.44805195] ; [35.44805195 17.55194805],0
a8,1,0.022119,5.23641,[ 58 350] ; [  9 125],[ 50.43542435 357.56457565] ; [ 16.56457565 117.43542435],0
s2,1,0.036749,4.362008,[176 272] ; [ 43 102],[165.45025295 282.54974705] ; [53.54974705 91.45025295],0
b5,1,0.039471,4.240466,[290 159] ; [81 66],[279.49496644 169.50503356] ; [91.50503356 55.49496644],0
s3,1,0.049657,3.853003,[213 231] ; [56 89],[202.77758913 241.22241087] ; [66.22241087 78.77758913],0
v3,1,0.052215,3.768871,[160 271] ; [ 40 102],[150.43630017 280.56369983] ; [49.56369983 92.43630017],0
a2,1,0.071808,3.24121,[ 98 351] ; [ 22 125],[ 90.40268456 358.59731544] ; [ 29.59731544 117.40268456],0
p12,1,0.084873,2.969029,[ 20 427] ; [  2 144],[ 16.58347386 430.41652614] ; [  5.41652614 140.58347386],0
r1,1,0.131813,2.271023,[341 107] ; [102  44],[334.11447811 113.88552189] ; [108.88552189  37.11447811],0
u1,1,0.167456,1.905572,[ 66 383] ; [ 15 132],[ 61.02181208 387.97818792] ; [ 19.97818792 127.02181208],0
u4,1,0.226485,1.462802,[ 10 439] ; [  1 146],[  8.28691275 440.71308725] ; [  2.71308725 144.28691275],0
a1,1,0.284848,1.143813,[ 18 431] ; [  9 138],[ 20.34060403 428.65939597] ; [  6.65939597 140.34060403],0
u2,1,0.386683,0.749346,[80 60] ; [34 33],[77.10144928 62.89855072] ; [36.89855072 30.10144928],0
s4,1,0.422506,0.643334,[ 53 394] ; [ 21 125],[ 55.78077572 391.21922428] ; [ 18.21922428 127.78077572],0
p1,1,0.435543,0.607998,[ 23 424] ; [ 10 136],[ 24.87521079 422.12478921] ; [  8.12478921 137.87521079],0
n1,1,0.632472,0.228724,[34 66] ; [16 37],[32.67973856 67.32026144] ; [17.32026144 35.67973856],0
u3,1,0.652118,0.20324,[71 68] ; [37 31],[72.52173913 66.47826087] ; [35.47826087 32.52173913],0
b4,1,0.7135,0.134806,[258 191] ; [87 60],[259.90771812 189.09228188] ; [85.09228188 61.90771812],0
d2,1,0.859089,0.031518,[194 254] ; [62 84],[193.07744108 254.92255892] ; [62.92255892 83.07744108],0
b2,1,0.94541,0.004688,[ 84 174] ; [29 59],[ 84.26011561 173.73988439] ; [28.73988439 59.26011561],0
b3,1,0.94541,0.004688,[ 84 174] ; [29 59],[ 84.26011561 173.73988439] ; [28.73988439 59.26011561],0
