Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,65.837832,[38 67] ; [204  50],[70.77994429 34.22005571] ; [171.22005571  82.77994429],1
p9,1,0.0,64.292883,[42 61] ; [210  42],[73.11549296 29.88450704] ; [178.88450704  73.11549296],1
r3,1,0.0,52.425254,[69 38] ; [238  15],[91.24722222 15.75277778] ; [215.75277778  37.24722222],1
p2,1,0.0,44.006123,[49 58] ; [205  49],[75.28531856 31.71468144] ; [178.71468144  75.28531856],1
r4,1,0.0,40.592639,[60 48] ; [220  35],[83.30578512 24.69421488] ; [196.69421488  58.30578512],1
n6,1,0.0,29.002239,[59 48] ; [209  45],[79.43490305 27.56509695] ; [188.56509695  65.43490305],1
v2,1,1.5e-05,18.710993,[31 74] ; [132 109],[49.46531792 55.53468208] ; [113.53468208 127.46531792],1
v4,1,3.2e-05,17.289936,[80 26] ; [232  21],[92.12256267 13.87743733] ; [219.87743733  33.12256267],1
p8,1,4.3e-05,16.736206,[24 83] ; [114 137],[41.24581006 65.75418994] ; [ 96.75418994 154.24581006],1
r1,1,0.000466,12.246986,[63 43] ; [197  57],[76.55555556 29.44444444] ; [183.44444444  70.55555556],1
b1,1,0.000714,11.45122,[56 52] ; [ 84 171],[41.65289256 66.34710744] ; [ 98.34710744 156.65289256],1
p4,1,0.001077,10.689835,[27 79] ; [111 142],[40.74651811 65.25348189] ; [ 97.25348189 155.74651811],0
p7,1,0.001298,10.344877,[34 71] ; [128 123],[47.78089888 57.21910112] ; [114.21910112 136.78089888],0
a1,1,0.001403,10.201506,[10 98] ; [  5 250],[  4.46280992 103.53719008] ; [ 10.53719008 244.46280992],0
p3,1,0.001709,9.838212,[24 83] ; [101 154],[36.94751381 70.05248619] ; [ 88.05248619 166.94751381],0
u2,1,0.002337,9.264067,[13 29] ; [54 37],[21.15789474 20.84210526] ; [45.84210526 45.15789474],0
a6,1,0.002689,9.007485,[60 48] ; [183  72],[72.29752066 35.70247934] ; [170.70247934  84.29752066],0
n3,1,0.002977,8.821442,[22 23] ; [44 13],[29.11764706 15.88235294] ; [36.88235294 20.11764706],0
n4,1,0.017072,5.689006,[62 45] ; [180  74],[71.72853186 35.27146814] ; [170.27146814  83.72853186],0
s8,1,0.017393,5.656321,[12 96] ; [ 55 198],[20.04432133 87.95567867] ; [ 46.95567867 206.04432133],0
a5,1,0.018366,5.560893,[62 46] ; [179  76],[71.70247934 36.29752066] ; [169.29752066  85.70247934],0
n2,1,0.02216,5.233203,[26 22] ; [43 14],[31.54285714 16.45714286] ; [37.45714286 19.54285714],0
