Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u3,1,0.042522,4.114286,[ 2 13] ; [2 1],[ 3.33333333 11.66666667] ; [0.66666667 2.33333333],0
p7,1,0.128695,2.30818,[ 4 21] ; [3 4],[ 5.46875 19.53125] ; [1.53125 5.46875],0
s1,1,0.145775,2.115918,[ 2 23] ; [2 5],[ 3.125 21.875] ; [0.875 6.125],0
p10,1,0.17346,1.852787,[ 7 17] ; [4 3],[ 8.51612903 15.48387097] ; [2.48387097 4.51612903],0
p4,1,0.285836,1.139132,[ 3 22] ; [2 5],[ 3.90625 21.09375] ; [1.09375 5.90625],0
n1,1,0.310494,1.028571,[3 6] ; [2 1],[3.75 5.25] ; [1.25 1.75],0
d1,1,0.356859,0.848916,[ 8 17] ; [1 6],[ 7.03125 17.96875] ; [1.96875 5.03125],0
v2,1,0.359756,0.838745,[ 6 18] ; [3 4],[ 6.96774194 17.03225806] ; [2.03225806 4.96774194],0
a3,1,0.41902,0.653061,[10 15] ; [4 3],[10.9375 14.0625] ; [3.0625 3.9375],0
a4,1,0.451323,0.567326,[ 4 21] ; [2 5],[ 4.6875 20.3125] ; [1.3125 5.6875],0
d5,1,0.462562,0.539688,[11 14] ; [2 5],[10.15625 14.84375] ; [2.84375 4.15625],0
p11,1,0.462562,0.539688,[11 14] ; [2 5],[10.15625 14.84375] ; [2.84375 4.15625],0
p8,1,0.483008,0.492063,[ 4 20] ; [2 5],[ 4.64516129 19.35483871] ; [1.35483871 5.64516129],0
b2,1,0.52511,0.403846,[6 8] ; [2 5],[5.33333333 8.66666667] ; [2.66666667 4.33333333],0
b3,1,0.52511,0.403846,[6 8] ; [2 5],[5.33333333 8.66666667] ; [2.66666667 4.33333333],0
s3,1,0.531403,0.391708,[10 14] ; [2 5],[ 9.29032258 14.70967742] ; [2.70967742 4.29032258],0
a7,1,0.580912,0.304762,[10 15] ; [2 5],[ 9.375 15.625] ; [2.625 4.375],0
n4,1,0.580912,0.304762,[15 10] ; [5 2],[15.625  9.375] ; [4.375 2.625],0
n5,1,0.580912,0.304762,[15 10] ; [5 2],[15.625  9.375] ; [4.375 2.625],0
a6,1,0.580912,0.304762,[10 15] ; [2 5],[ 9.375 15.625] ; [2.625 4.375],0
s2,1,0.582647,0.301976,[ 6 19] ; [1 6],[ 5.46875 19.53125] ; [1.53125 5.46875],0
r1,1,0.592948,0.285764,[ 8 17] ; [3 4],[ 8.59375 16.40625] ; [2.40625 4.59375],0
a8,1,0.614051,0.254319,[ 2 23] ; [1 6],[ 2.34375 22.65625] ; [0.65625 6.34375],0
s5,1,0.639291,0.219671,[ 2 22] ; [1 6],[ 2.32258065 21.67741935] ; [0.67741935 6.32258065],0
p9,1,0.643094,0.214719,[ 8 16] ; [3 4],[ 8.51612903 15.48387097] ; [2.48387097 4.51612903],0
b5,1,0.668929,0.182857,[13 12] ; [3 4],[12.5 12.5] ; [3.5 3.5],0
n6,1,0.668929,0.182857,[13 12] ; [3 4],[12.5 12.5] ; [3.5 3.5],0
v3,1,0.732074,0.117216,[ 5 20] ; [1 6],[ 4.6875 20.3125] ; [1.3125 5.6875],0
p2,1,0.74047,0.109714,[ 9 16] ; [3 4],[ 9.375 15.625] ; [2.625 4.375],0
b1,1,0.80955,0.058084,[12 13] ; [3 4],[11.71875 13.28125] ; [3.28125 3.71875],0
r4,1,0.862667,0.029922,[ 8 17] ; [2 5],[ 7.8125 17.1875] ; [2.1875 4.8125],0
p1,1,0.871602,0.026122,[ 3 22] ; [1 6],[ 3.125 21.875] ; [0.875 6.125],0
p3,1,0.871602,0.026122,[ 3 22] ; [1 6],[ 3.125 21.875] ; [0.875 6.125],0
s7,1,0.880212,0.022711,[ 4 20] ; [1 6],[ 3.87096774 20.12903226] ; [1.12903226 5.87096774],0
d4,1,0.891787,0.018508,[15 10] ; [4 3],[14.84375 10.15625] ; [4.15625 2.84375],0
b4,1,0.891787,0.018508,[15 10] ; [4 3],[14.84375 10.15625] ; [4.15625 2.84375],0
r2,1,0.891787,0.018508,[15 10] ; [4 3],[14.84375 10.15625] ; [4.15625 2.84375],0
d2,1,0.891787,0.018508,[10 15] ; [3 4],[10.15625 14.84375] ; [2.84375 4.15625],0
d3,1,0.891787,0.018508,[10 15] ; [3 4],[10.15625 14.84375] ; [2.84375 4.15625],0
p6,1,0.901312,0.015377,[ 3 21] ; [1 6],[ 3.09677419 20.90322581] ; [0.90322581 6.09677419],0
s4,1,0.912084,0.01219,[ 4 21] ; [1 6],[ 3.90625 21.09375] ; [1.09375 5.90625],0
s8,1,0.912084,0.01219,[ 4 21] ; [1 6],[ 3.90625 21.09375] ; [1.09375 5.90625],0
r3,1,0.957035,0.002902,[14 11] ; [4 3],[14.0625 10.9375] ; [3.9375 3.0625],0
s6,1,0.976289,0.000883,[ 7 18] ; [2 5],[ 7.03125 17.96875] ; [1.96875 5.03125],0
