Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-06,24.579492,[11 32] ; [32  8],[22.27710843 20.72289157] ; [20.72289157 19.27710843],1
s8,1,1.4e-05,18.935795,[ 9 35] ; [27 13],[18.85714286 25.14285714] ; [17.14285714 22.85714286],1
s6,1,0.000328,12.905455,[24 20] ; [36  4],[31.42857143 12.57142857] ; [28.57142857 11.42857143],1
s5,1,0.001132,10.597715,[10 34] ; [22 16],[17.17073171 26.82926829] ; [14.82926829 23.17073171],0
p6,1,0.030083,4.704552,[10 31] ; [19 21],[14.67901235 26.32098765] ; [14.32098765 25.67901235],0
p1,1,0.072472,3.226127,[ 3 40] ; [ 8 31],[ 5.76829268 37.23170732] ; [ 5.23170732 33.76829268],0
n2,1,0.096731,2.758636,[10  1] ; [6 4],[8.38095238 2.61904762] ; [7.61904762 2.38095238],0
r3,1,0.115169,2.481818,[39  5] ; [39  1],[40.85714286  3.14285714] ; [37.14285714  2.85714286],0
r1,1,0.119855,2.419215,[33 11] ; [23 16],[29.68674699 14.31325301] ; [26.31325301 12.68674699],0
n3,1,0.122398,2.386364,[9 2] ; [5 5],[7.33333333 3.66666667] ; [6.66666667 3.33333333],0
d1,1,0.123536,2.371907,[19 25] ; [24 16],[22.52380952 21.47619048] ; [20.47619048 19.52380952],0
d2,1,0.142649,2.149151,[13 31] ; [18 22],[16.23809524 27.76190476] ; [14.76190476 25.23809524],0
b4,1,0.145194,2.122028,[24 20] ; [28 12],[27.23809524 16.76190476] ; [24.76190476 15.23809524],0
b5,1,0.165307,1.925,[22 22] ; [26 14],[25.14285714 18.85714286] ; [22.85714286 17.14285714],0
p7,1,0.180803,1.791009,[36  8] ; [27 12],[33.39759036 10.60240964] ; [29.60240964  9.39759036],0
u1,1,0.225949,1.466182,[ 3 41] ; [ 6 34],[ 4.71428571 39.28571429] ; [ 4.28571429 35.71428571],0
d4,1,0.254582,1.297981,[33 11] ; [34  6],[35.0952381  8.9047619] ; [31.9047619  8.0952381],0
n1,1,0.269004,1.221818,[2 9] ; [4 6],[3.14285714 7.85714286] ; [2.85714286 7.14285714],0
r4,1,0.274387,1.194681,[39  5] ; [32  8],[37.19047619  6.80952381] ; [33.80952381  6.19047619],0
p8,1,0.306568,1.045406,[29 15] ; [22 18],[26.71428571 17.28571429] ; [24.28571429 15.71428571],0
p12,1,0.332314,0.93986,[ 2 42] ; [ 4 36],[ 3.14285714 40.85714286] ; [ 2.85714286 37.14285714],0
p4,1,0.338805,0.914948,[30 14] ; [31  9],[31.95238095 12.04761905] ; [29.04761905 10.95238095],0
s7,1,0.416007,0.661568,[16 26] ; [17 19],[17.76923077 24.23076923] ; [15.23076923 20.76923077],0
p11,1,0.444208,0.585387,[32 12] ; [26 14],[30.38095238 13.61904762] ; [27.61904762 12.38095238],0
a7,1,0.448956,0.573287,[34 10] ; [28 12],[32.47619048 11.52380952] ; [29.52380952 10.47619048],0
a8,1,0.540581,0.374464,[ 2 36] ; [ 1 38],[ 1.48051948 36.51948052] ; [ 1.51948052 37.48051948],0
p5,1,0.546857,0.362978,[ 5 39] ; [ 3 37],[ 4.19047619 39.80952381] ; [ 3.80952381 36.19047619],0
a1,1,0.567597,0.32672,[ 2 42] ; [ 3 37],[ 2.61904762 41.38095238] ; [ 2.38095238 37.61904762],0
a6,1,0.577541,0.310227,[26 18] ; [26 14],[27.23809524 16.76190476] ; [24.76190476 15.23809524],0
p9,1,0.581276,0.304177,[36  8] ; [30  9],[34.98795181  9.01204819] ; [31.01204819  7.98795181],0
n5,1,0.590569,0.289456,[16 28] ; [12 27],[14.84337349 29.15662651] ; [13.15662651 25.84337349],0
r2,1,0.598222,0.277686,[41  3] ; [36  4],[40.33333333  3.66666667] ; [36.66666667  3.33333333],0
v4,1,0.598222,0.277686,[41  3] ; [36  4],[40.33333333  3.66666667] ; [36.66666667  3.33333333],0
s4,1,0.613893,0.254545,[10 34] ; [11 29],[11. 33.] ; [10. 30.],0
b2,1,0.61425,0.254032,[ 7 18] ; [ 7 13],[ 7.77777778 17.22222222] ; [ 6.22222222 13.77777778],0
b3,1,0.61425,0.254032,[ 7 18] ; [ 7 13],[ 7.77777778 17.22222222] ; [ 6.22222222 13.77777778],0
v3,1,0.623037,0.241623,[12 29] ; [ 9 28],[11.03846154 29.96153846] ; [ 9.96153846 27.03846154],0
a2,1,0.624856,0.239102,[ 6 38] ; [ 7 33],[ 6.80952381 37.19047619] ; [ 6.19047619 33.80952381],0
p2,1,0.659789,0.19378,[36  7] ; [32  8],[35.22891566  7.77108434] ; [32.77108434  7.22891566],0
n6,1,0.694837,0.153899,[30 14] ; [25 14],[29.15662651 14.84337349] ; [25.84337349 13.15662651],0
p10,1,0.725835,0.12297,[32 12] ; [27 12],[31.27710843 12.72289157] ; [27.72289157 11.27710843],0
b1,1,0.767673,0.087273,[19 25] ; [16 24],[18.33333333 25.66666667] ; [16.66666667 23.33333333],0
u3,1,0.778746,0.078935,[11  5] ; [11  4],[11.35483871  4.64516129] ; [10.64516129  4.35483871],0
d5,1,0.788178,0.072188,[33 11] ; [31  9],[33.52380952 10.47619048] ; [30.47619048  9.52380952],0
v2,1,0.820615,0.051417,[21 20] ; [18 19],[20.5 20.5] ; [18.5 18.5],0
v1,1,0.822572,0.050283,[22 21] ; [18 19],[21.5 21.5] ; [18.5 18.5],0
d3,1,0.877232,0.023864,[29 15] ; [27 13],[29.33333333 14.66666667] ; [26.66666667 13.33333333],0
a3,1,0.914159,0.01162,[28 16] ; [25 15],[27.76190476 16.23809524] ; [25.23809524 14.76190476],0
u2,1,0.919347,0.010253,[10  6] ; [9 5],[10.13333333  5.86666667] ; [8.86666667 5.13333333],0
a4,1,0.94672,0.004466,[14 30] ; [13 27],[14.14285714 29.85714286] ; [12.85714286 27.14285714],0
a5,1,0.963703,0.002071,[31 13] ; [28 12],[30.9047619 13.0952381] ; [28.0952381 11.9047619],0
