Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3e-06,21.609767,[29 72] ; [43 23],[43.54491018 57.45508982] ; [28.45508982 37.54491018],1
s3,1,9.3e-05,15.26387,[34 67] ; [42 23],[46.24096386 54.75903614] ; [29.75903614 35.24096386],1
s6,1,0.000135,14.577326,[44 58] ; [47 17],[55.91566265 46.08433735] ; [35.08433735 28.91566265],1
s8,1,0.001679,9.870926,[26 76] ; [32 33],[35.4251497 66.5748503] ; [22.5748503 42.4251497],0
p9,1,0.002295,9.297138,[50 49] ; [49 17],[59.4 39.6] ; [39.6 26.4],0
p6,1,0.004436,8.096312,[15 87] ; [22 44],[22.46428571 79.53571429] ; [14.53571429 51.46428571],0
s7,1,0.006023,7.543348,[29 68] ; [32 30],[37.21383648 59.78616352] ; [23.78616352 38.21383648],0
s5,1,0.016428,5.756492,[21 76] ; [24 37],[27.62658228 69.37341772] ; [17.37341772 43.62658228],0
p11,1,0.020036,5.408786,[50 52] ; [45 22],[57.33727811 44.66272189] ; [37.66272189 29.33727811],0
r4,1,0.022465,5.209403,[77 25] ; [60  7],[82.68639053 19.31360947] ; [54.31360947 12.68639053],0
v4,1,0.027337,4.869423,[84 18] ; [63  4],[88.72189349 13.27810651] ; [58.27810651  8.72189349],0
u3,1,0.032165,4.589657,[17 19] ; [20  7],[21.14285714 14.85714286] ; [15.85714286 11.14285714],0
p5,1,0.037773,4.315211,[ 4 98] ; [ 8 56],[ 7.37349398 94.62650602] ; [ 4.62650602 59.37349398],0
r1,1,0.064285,3.423224,[69 33] ; [54 13],[74.23668639 27.76331361] ; [48.76331361 18.23668639],0
p10,1,0.071778,3.241885,[51 49] ; [43 23],[56.62650602 43.37349398] ; [37.37349398 28.62650602],0
p7,1,0.072561,3.224111,[28 73] ; [26 37],[33.25609756 67.74390244] ; [20.74390244 42.25609756],0
v3,1,0.074458,3.181901,[29 66] ; [28 35],[34.2721519 60.7278481] ; [22.7278481 40.2721519],0
b5,1,0.077872,3.108756,[53 49] ; [44 23],[58.5443787 43.4556213] ; [38.4556213 28.5443787],0
n2,1,0.107108,2.596384,[28 16] ; [19  4],[30.86567164 13.13432836] ; [16.13432836  6.86567164],0
a8,1,0.137305,2.207903,[ 5 95] ; [ 7 55],[ 7.40740741 92.59259259] ; [ 4.59259259 57.40740741],0
p4,1,0.154338,2.028843,[26 74] ; [24 42],[30.12048193 69.87951807] ; [19.87951807 46.12048193],0
b1,1,0.173379,1.85348,[52 50] ; [27 40],[47.68047337 54.31952663] ; [31.31952663 35.68047337],0
n1,1,0.214676,1.539609,[17 25] ; [13 10],[19.38461538 22.61538462] ; [10.61538462 12.38461538],0
v2,1,0.219887,1.505107,[43 53] ; [35 29],[46.8 49.2] ; [31.2 32.8],0
b2,1,0.239918,1.381078,[19 42] ; [19 26],[21.86792453 39.13207547] ; [16.13207547 28.86792453],0
b3,1,0.239918,1.381078,[19 42] ; [19 26],[21.86792453 39.13207547] ; [16.13207547 28.86792453],0
n6,1,0.242069,1.368503,[68 33] ; [50 16],[71.36526946 29.63473054] ; [46.63473054 19.36526946],0
n5,1,0.275619,1.188565,[61 40] ; [46 21],[64.32738095 36.67261905] ; [42.67261905 24.32738095],0
p8,1,0.313826,1.014504,[22 80] ; [19 48],[24.74556213 77.25443787] ; [16.25443787 50.74556213],0
r3,1,0.314507,1.011653,[84 18] ; [59  8],[86.30769231 15.69230769] ; [56.69230769 10.30769231],0
d2,1,0.340134,0.909926,[51 48] ; [29 37],[48. 51.] ; [32. 34.],0
b4,1,0.350505,0.871626,[55 47] ; [41 26],[57.9408284 44.0591716] ; [38.0591716 28.9408284],0
p3,1,0.379569,0.772096,[29 73] ; [23 43],[31.57142857 70.42857143] ; [20.42857143 45.57142857],0
a4,1,0.380129,0.770286,[42 59] ; [32 34],[44.75449102 56.24550898] ; [29.24550898 36.75449102],0
n4,1,0.430337,0.621913,[64 38] ; [46 21],[66.39053254 35.60946746] ; [43.60946746 23.39053254],0
u2,1,0.442235,0.590476,[16 19] ; [15 12],[17.5 17.5] ; [13.5 13.5],0
a5,1,0.474661,0.511106,[63 39] ; [45 22],[65.18343195 36.81656805] ; [42.81656805 24.18343195],0
s4,1,0.486279,0.484748,[19 83] ; [15 50],[20.76646707 81.23353293] ; [13.23353293 51.76646707],0
p1,1,0.560299,0.339187,[ 8 94] ; [ 7 60],[ 9.05325444 92.94674556] ; [ 5.94674556 61.05325444],0
d4,1,0.562751,0.334964,[76 25] ; [47 19],[74.38922156 26.61077844] ; [48.61077844 17.38922156],0
