Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,80.780251,[217  25] ; [46 57],[184.48115942  57.51884058] ; [78.51884058 24.48115942],1
r2,1,0.0,34.02838,[225  15] ; [68 29],[208.66468843  31.33531157] ; [84.33531157 12.66468843],1
r3,1,0.0,29.269127,[225  15] ; [74 28],[209.8245614  30.1754386] ; [89.1754386 12.8245614],1
a7,1,1e-06,23.965428,[180  62] ; [48 54],[160.39534884  81.60465116] ; [67.60465116 34.39534884],1
d4,1,1.6e-05,18.660433,[196  45] ; [61 42],[180.0494186  60.9505814] ; [76.9505814 26.0494186],1
s6,1,1.7e-05,18.547225,[148  90] ; [38 65],[129.81818182 108.18181818] ; [56.18181818 46.81818182],1
a5,1,5.7e-05,16.197889,[164  78] ; [46 57],[147.30434783  94.69565217] ; [62.69565217 40.30434783],1
v4,1,0.00014,14.499824,[218  20] ; [78 24],[207.2  30.8] ; [88.8 13.2],1
d3,1,0.000161,14.240448,[163  79] ; [46 55],[147.45772595  94.54227405] ; [61.54227405 39.45772595],1
d5,1,0.000191,13.915646,[186  56] ; [58 44],[171.65116279  70.34883721] ; [72.34883721 29.65116279],1
v1,1,0.000302,13.057778,[101 138] ; [21 77],[ 86.52225519 152.47774481] ; [35.47774481 62.52225519],1
s8,1,0.000644,11.645218,[ 81 160] ; [16 87],[ 67.95639535 173.04360465] ; [29.04360465 73.95639535],1
d1,1,0.000735,11.399707,[123 119] ; [32 71],[108.72463768 133.27536232] ; [46.27536232 56.72463768],1
s3,1,0.001779,9.764498,[129 111] ; [36 66],[115.78947368 124.21052632] ; [49.21052632 52.78947368],0
s7,1,0.002188,9.384804,[ 94 141] ; [22 76],[ 81.86186186 153.13813814] ; [34.13813814 63.86186186],0
p2,1,0.002375,9.234478,[190  52] ; [64 38],[178.68604651  63.31395349] ; [75.31395349 26.68604651],0
a6,1,0.002965,8.829082,[161  81] ; [51 52],[148.70724638  93.29275362] ; [63.29275362 39.70724638],0
a1,1,0.004564,8.04472,[  4 238] ; [ 8 95],[  8.4173913 233.5826087] ; [ 3.5826087 99.4173913],0
a3,1,0.005999,7.550649,[158  82] ; [51 51],[146.66666667  93.33333333] ; [62.33333333 39.66666667],0
n6,1,0.007574,7.131629,[187  53] ; [66 37],[177.02623907  62.97376093] ; [75.97376093 27.02623907],0
a2,1,0.011091,6.450651,[ 48 194] ; [ 9 94],[ 39.9826087 202.0173913] ; [17.0173913 85.9826087],0
n4,1,0.011583,6.373616,[166  76] ; [56 47],[155.72173913  86.27826087] ; [66.27826087 36.72173913],0
u3,1,0.028489,4.798231,[48 35] ; [20 32],[41.80740741 41.19259259] ; [26.19259259 25.80740741],0
p10,1,0.029198,4.755925,[173  66] ; [61 40],[164.48823529  74.51176471] ; [69.51176471 31.48823529],0
a4,1,0.035544,4.418864,[ 97 143] ; [29 73],[ 88.42105263 151.57894737] ; [37.57894737 64.42105263],0
p7,1,0.036201,4.387603,[119 114] ; [39 62],[110.22155689 122.77844311] ; [47.77844311 53.22155689],0
s5,1,0.046806,3.952339,[ 63 171] ; [17 84],[ 55.88059701 178.11940299] ; [24.11940299 76.88059701],0
v2,1,0.0569,3.625524,[ 88 140] ; [28 73],[ 80.38905775 147.61094225] ; [35.61094225 65.38905775],0
s2,1,0.064801,3.410027,[102 137] ; [33 70],[ 94.34210526 144.65789474] ; [40.65789474 62.34210526],0
b1,1,0.077936,3.107422,[ 86 156] ; [47 56],[ 93.29275362 148.70724638] ; [39.70724638 63.29275362],0
p11,1,0.088971,2.892886,[175  67] ; [65 38],[168.34782609  73.65217391] ; [71.65217391 31.34782609],0
p6,1,0.167,1.909669,[ 59 180] ; [18 83],[ 54.12647059 184.87352941] ; [22.87352941 78.12647059],0
p9,1,0.183587,1.768341,[178  61] ; [66 32],[173.04451039  65.95548961] ; [70.95548961 27.04451039],0
u1,1,0.208761,1.579997,[ 30 212] ; [ 8 95],[ 26.65507246 215.34492754] ; [11.34492754 91.65507246],0
s4,1,0.375973,0.783827,[ 41 196] ; [22 81],[ 43.91470588 193.08529412] ; [19.08529412 83.91470588],0
p1,1,0.386193,0.750896,[ 12 228] ; [  3 100],[ 10.49562682 229.50437318] ; [ 4.50437318 98.49562682],0
p8,1,0.395025,0.723419,[ 82 156] ; [30 71],[ 78.63126844 159.36873156] ; [33.36873156 67.63126844],0
n1,1,0.416989,0.658785,[33 46] ; [14 27],[30.94166667 48.05833333] ; [16.05833333 24.94166667],0
a8,1,0.44705,0.578121,[ 32 193] ; [11 88],[ 29.86111111 195.13888889] ; [13.13888889 85.86111111],0
u2,1,0.521306,0.411308,[42 39] ; [24 28],[40.19548872 40.80451128] ; [25.80451128 26.19548872],0
s1,1,0.563656,0.333414,[ 10 227] ; [  3 100],[  9.06176471 227.93823529] ; [ 3.93823529 99.06176471],0
d2,1,0.574447,0.315298,[ 98 144] ; [38 64],[ 95.6744186 146.3255814] ; [40.3255814 61.6744186],0
