Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000954,10.914429,[32  4] ; [8 9],[27.16981132  8.83018868] ; [12.83018868  4.16981132],1
u3,1,0.003468,8.543464,[ 2 15] ; [5 2],[ 4.95833333 12.04166667] ; [2.04166667 4.95833333],0
d2,1,0.013543,6.096802,[21 14] ; [ 4 13],[16.82692308 18.17307692] ; [8.17307692 8.82692308],0
s6,1,0.040267,4.206611,[11 24] ; [ 1 16],[ 8.07692308 26.92307692] ; [ 3.92307692 13.07692308],0
v4,1,0.099751,2.709513,[19 17] ; [13  4],[21.73584906 14.26415094] ; [10.26415094  6.73584906],0
d4,1,0.110685,2.544411,[17 19] ; [12  5],[19.69811321 16.30188679] ; [9.30188679 7.69811321],0
s5,1,0.12907,2.303659,[ 8 27] ; [ 1 16],[ 6.05769231 28.94230769] ; [ 2.94230769 14.05769231],0
p3,1,0.137787,2.202504,[11 25] ; [ 2 15],[ 8.83018868 27.16981132] ; [ 4.16981132 12.83018868],0
s2,1,0.139189,2.186902,[ 8 28] ; [ 1 16],[ 6.11320755 29.88679245] ; [ 2.88679245 14.11320755],0
a6,1,0.158071,1.992583,[18 18] ; [ 5 12],[15.62264151 20.37735849] ; [7.37735849 9.62264151],0
b2,1,0.160902,1.965726,[12 19] ; [1 7],[10.33333333 20.66666667] ; [2.66666667 5.33333333],0
b3,1,0.160902,1.965726,[12 19] ; [1 7],[10.33333333 20.66666667] ; [2.66666667 5.33333333],0
p8,1,0.183314,1.770547,[ 7 28] ; [ 6 10],[ 8.92156863 26.07843137] ; [ 4.07843137 11.92156863],0
d1,1,0.198724,1.651726,[15 21] ; [ 4 13],[12.90566038 23.09433962] ; [ 6.09433962 10.90566038],0
b5,1,0.242851,1.363971,[15 21] ; [10  7],[16.98113208 19.01886792] ; [8.01886792 8.98113208],0
r1,1,0.245778,1.347146,[13 23] ; [9 8],[14.94339623 21.05660377] ; [7.05660377 9.94339623],0
v3,1,0.264424,1.245448,[ 6 29] ; [ 1 16],[ 4.71153846 30.28846154] ; [ 2.28846154 14.71153846],0
a1,1,0.279085,1.171538,[ 6 30] ; [ 1 16],[ 4.75471698 31.24528302] ; [ 2.24528302 14.75471698],0
