Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.001214,10.468769,[ 5 20] ; [6 1],[ 8.59375 16.40625] ; [2.40625 4.59375],0
v2,1,0.032201,4.587744,[ 8 17] ; [6 2],[10.60606061 14.39393939] ; [3.39393939 4.60606061],0
d1,1,0.032201,4.587744,[ 8 17] ; [6 2],[10.60606061 14.39393939] ; [3.39393939 4.60606061],0
d3,1,0.049119,3.871297,[12 13] ; [7 1],[14.39393939 10.60606061] ; [4.60606061 3.39393939],0
p10,1,0.053829,3.718,[ 9 16] ; [6 2],[11.36363636 13.63636364] ; [3.63636364 4.36363636],0
s5,1,0.064488,3.418022,[ 3 22] ; [3 4],[ 4.6875 20.3125] ; [1.3125 5.6875],0
n6,1,0.065663,3.388235,[ 9 15] ; [6 2],[11.25 12.75] ; [3.75 4.25],0
p7,1,0.077464,3.117321,[ 7 18] ; [5 3],[ 9.09090909 15.90909091] ; [2.90909091 5.09090909],0
d2,1,0.084695,2.972426,[10 15] ; [6 2],[12.12121212 12.87878788] ; [3.87878788 4.12121212],0
p11,1,0.084695,2.972426,[10 15] ; [6 2],[12.12121212 12.87878788] ; [3.87878788 4.12121212],0
s2,1,0.103604,2.649167,[ 3 22] ; [3 5],[ 4.54545455 20.45454545] ; [1.45454545 6.54545455],0
s8,1,0.103604,2.649167,[ 3 22] ; [3 5],[ 4.54545455 20.45454545] ; [1.45454545 6.54545455],0
r4,1,0.12437,2.361404,[ 8 17] ; [5 3],[ 9.84848485 15.15151515] ; [3.15151515 4.84848485],0
v1,1,0.151317,2.058924,[ 7 18] ; [4 3],[ 8.59375 16.40625] ; [2.40625 4.59375],0
a8,1,0.163687,1.939826,[ 6 19] ; [4 4],[ 7.57575758 17.42424242] ; [2.42424242 5.57575758],0
n5,1,0.186832,1.742425,[16  9] ; [3 5],[14.39393939 10.60606061] ; [4.60606061 3.39393939],0
v3,1,0.195418,1.676291,[ 4 21] ; [3 5],[ 5.3030303 19.6969697] ; [1.6969697 6.3030303],0
p3,1,0.195418,1.676291,[ 4 21] ; [3 5],[ 5.3030303 19.6969697] ; [1.6969697 6.3030303],0
r3,1,0.256372,1.288245,[16  8] ; [7 1],[17.25  6.75] ; [5.75 2.25],0
b4,1,0.281077,1.161875,[17  8] ; [7 1],[18.18181818  6.81818182] ; [5.81818182 2.18181818],0
p9,1,0.359734,0.838821,[13 12] ; [5 2],[14.0625 10.9375] ; [3.9375 3.0625],0
b1,1,0.36214,0.83046,[11 14] ; [5 3],[12.12121212 12.87878788] ; [3.87878788 4.12121212],0
p2,1,0.36214,0.83046,[11 14] ; [5 3],[12.12121212 12.87878788] ; [3.87878788 4.12121212],0
a2,1,0.372078,0.796714,[ 3 22] ; [2 6],[ 3.78787879 21.21212121] ; [1.21212121 6.78787879],0
d5,1,0.373247,0.792825,[18  7] ; [7 1],[18.93939394  6.06060606] ; [6.06060606 1.93939394],0
p5,1,0.399075,0.711111,[ 1 23] ; [1 7],[ 1.5 22.5] ; [0.5 7.5],0
s3,1,0.480584,0.497538,[ 9 16] ; [4 4],[ 9.84848485 15.15151515] ; [3.15151515 4.84848485],0
p8,1,0.495378,0.464824,[ 7 17] ; [3 4],[ 7.74193548 16.25806452] ; [2.25806452 4.74193548],0
r2,1,0.531403,0.391708,[14 10] ; [5 2],[14.70967742  9.29032258] ; [4.29032258 2.70967742],0
d4,1,0.565659,0.33,[16  9] ; [6 2],[16.66666667  8.33333333] ; [5.33333333 2.66666667],0
a5,1,0.565659,0.33,[16  9] ; [6 2],[16.66666667  8.33333333] ; [5.33333333 2.66666667],0
p4,1,0.610823,0.258978,[ 7 18] ; [3 5],[ 7.57575758 17.42424242] ; [2.42424242 5.57575758],0
a4,1,0.707677,0.140609,[ 8 17] ; [2 6],[ 7.57575758 17.42424242] ; [2.42424242 5.57575758],0
b5,1,0.746108,0.104831,[14 11] ; [5 3],[14.39393939 10.60606061] ; [4.60606061 3.39393939],0
p6,1,0.763341,0.090659,[ 5 20] ; [2 6],[ 5.3030303 19.6969697] ; [1.6969697 6.3030303],0
r1,1,0.766735,0.088,[11 14] ; [4 4],[11.36363636 13.63636364] ; [3.63636364 4.36363636],0
b2,1,0.776258,0.080769,[4 9] ; [2 6],[3.71428571 9.28571429] ; [2.28571429 5.71428571],0
b3,1,0.776258,0.080769,[4 9] ; [2 6],[3.71428571 9.28571429] ; [2.28571429 5.71428571],0
n2,1,0.905581,0.014069,[6 5] ; [1 1],[5.92307692 5.07692308] ; [1.07692308 0.92307692],0
a6,1,0.938811,0.005893,[16  9] ; [5 3],[15.90909091  9.09090909] ; [5.09090909 2.90909091],0
n4,1,0.938811,0.005893,[16  9] ; [5 3],[15.90909091  9.09090909] ; [5.09090909 2.90909091],0
u1,1,0.969915,0.001422,[ 3 22] ; [1 7],[ 3.03030303 21.96969697] ; [0.96969697 7.03030303],0
