Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,63.753203,[564  38] ; [13 13],[553.11146497  48.88853503] ; [23.88853503  2.11146497],1
r2,1,0.0,50.133666,[577  18] ; [17  8],[570.0483871  24.9516129] ; [23.9516129  1.0483871],1
r1,1,0.0,27.484113,[498 101] ; [11 15],[487.8256 111.1744] ; [21.1744  4.8256],1
r3,1,0.001706,9.841311,[581  20] ; [22  4],[577.99521531  23.00478469] ; [25.00478469  0.99521531],0
d1,1,0.003208,8.685178,[438 164] ; [12 14],[431.36942675 170.63057325] ; [18.63057325  7.36942675],0
v1,1,0.00409,8.243445,[345 238] ; [ 8 18],[337.92939245 245.07060755] ; [15.07060755 10.92939245],0
d3,1,0.007182,7.227001,[462 139] ; [14 12],[456.261563 144.738437] ; [19.738437  6.261563],0
p10,1,0.00754,7.139588,[550  48] ; [20  6],[546.25  51.75] ; [23.75  2.25],0
u3,1,0.016498,5.748959,[83 55] ; [1 6],[79.94482759 58.05517241] ; [4.05517241 2.94482759],0
s2,1,0.017541,5.641372,[327 273] ; [ 8 18],[321.08626198 278.91373802] ; [13.91373802 12.08626198],0
p8,1,0.019972,5.414307,[330 263] ; [ 8 17],[324.32686084 268.67313916] ; [13.67313916 11.32686084],0
d4,1,0.026538,4.920647,[544  58] ; [20  6],[540.64968153  61.35031847] ; [23.35031847  2.64968153],0
v3,1,0.027381,4.866619,[243 333] ; [ 5 20],[237.68386023 338.31613977] ; [10.31613977 14.68386023],0
b1,1,0.031366,4.632804,[201 401] ; [14 12],[206.09872611 395.90127389] ; [ 8.90127389 17.09872611],0
s7,1,0.038522,4.281844,[307 271] ; [ 8 17],[301.94029851 276.05970149] ; [13.05970149 11.94029851],0
n6,1,0.0395,4.23924,[522  77] ; [19  7],[518.4944  80.5056] ; [22.5056  3.4944],0
a7,1,0.042464,4.116599,[453 148] ; [15 11],[448.59330144 152.40669856] ; [19.40669856  6.59330144],0
b4,1,0.047171,3.93929,[345 257] ; [20  6],[349.88853503 252.11146497] ; [15.11146497 10.88853503],0
p4,1,0.048256,3.901051,[390 209] ; [12 14],[385.2768 213.7232] ; [16.7232  9.2768],0
s8,1,0.05277,3.751197,[301 299] ; [ 8 18],[296.16613419 303.83386581] ; [12.83386581 13.16613419],0
p7,1,0.054326,3.702642,[399 187] ; [13 13],[394.49673203 191.50326797] ; [17.50326797  8.49673203],0
s6,1,0.058979,3.565859,[426 166] ; [13 11],[421.8961039 170.1038961] ; [17.1038961  6.8961039],0
n1,1,0.069772,3.288366,[54 83] ; [4 1],[55.95774648 81.04225352] ; [2.04225352 2.95774648],0
p2,1,0.076678,3.133941,[526  72] ; [19  6],[523.13001605  74.86998395] ; [21.86998395  3.13001605],0
a2,1,0.165813,1.920394,[167 435] ; [ 4 22],[163.92038217 438.07961783] ; [ 7.07961783 18.92038217],0
a6,1,0.167405,1.906028,[423 178] ; [15 11],[419.83732057 181.16267943] ; [18.16267943  7.83732057],0
a8,1,0.168329,1.897761,[ 77 470] ; [ 6 19],[ 79.37237762 467.62762238] ; [ 3.62762238 21.37237762],0
