Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.027532,4.857112,[4 6] ; [ 1 16],[1.85185185 8.14814815] ; [ 3.14814815 13.85185185],0
p2,1,0.049938,3.843529,[8 2] ; [ 7 10],[5.55555556 4.44444444] ; [9.44444444 7.55555556],0
d2,1,0.088349,2.904202,[4 6] ; [ 2 15],[2.22222222 7.77777778] ; [ 3.77777778 13.22222222],0
p6,1,0.088471,2.901982,[3 7] ; [ 1 16],[1.48148148 8.51851852] ; [ 2.51851852 14.48148148],0
p9,1,0.106864,2.6,[7 3] ; [ 6 10],[5. 5.] ; [8. 8.],0
s7,1,0.202134,1.626891,[4 5] ; [ 3 12],[2.625 6.375] ; [ 4.375 10.625],0
a2,1,0.259656,1.270588,[2 8] ; [ 1 16],[1.11111111 8.88888889] ; [ 1.88888889 15.11111111],0
p4,1,0.284711,1.144464,[5 5] ; [ 5 12],[3.7037037 6.2962963] ; [ 6.2962963 10.7037037],0
a3,1,0.284711,1.144464,[5 5] ; [12  5],[6.2962963 3.7037037] ; [10.7037037  6.2962963],0
n3,1,0.310437,1.028815,[1 3] ; [6 5],[1.86666667 2.13333333] ; [5.13333333 5.86666667],0
p7,1,0.319806,0.989741,[5 4] ; [ 6 11],[3.80769231 5.19230769] ; [7.19230769 9.80769231],0
p8,1,0.339039,0.914062,[5 5] ; [ 5 11],[3.84615385 6.15384615] ; [6.15384615 9.84615385],0
s6,1,0.382143,0.763797,[1 9] ; [ 4 13],[1.85185185 8.14814815] ; [ 3.14814815 13.85185185],0
r1,1,0.383666,0.758924,[3 7] ; [8 9],[4.07407407 5.92592593] ; [ 6.92592593 10.07407407],0
n1,1,0.408961,0.681818,[2 2] ; [3 8],[1.33333333 2.66666667] ; [3.66666667 7.33333333],0
n6,1,0.452651,0.564004,[5 5] ; [ 6 11],[4.07407407 5.92592593] ; [ 6.92592593 10.07407407],0
a5,1,0.452651,0.564004,[5 5] ; [ 6 11],[4.07407407 5.92592593] ; [ 6.92592593 10.07407407],0
p3,1,0.455924,0.555882,[3 7] ; [ 3 14],[2.22222222 7.77777778] ; [ 3.77777778 13.22222222],0
p10,1,0.515759,0.422366,[6 4] ; [8 9],[5.18518519 4.81481481] ; [8.81481481 8.18518519],0
b5,1,0.515759,0.422366,[6 4] ; [8 9],[5.18518519 4.81481481] ; [8.81481481 8.18518519],0
a7,1,0.515759,0.422366,[4 6] ; [9 8],[4.81481481 5.18518519] ; [8.18518519 8.81481481],0
d5,1,0.515759,0.422366,[6 4] ; [8 9],[5.18518519 4.81481481] ; [8.81481481 8.18518519],0
u2,1,0.527089,0.4,[3 2] ; [2 3],[2.5 2.5] ; [2.5 2.5],0
b1,1,0.573025,0.317647,[6 4] ; [12  5],[6.66666667 3.33333333] ; [11.33333333  5.66666667],0
v4,1,0.573025,0.317647,[6 4] ; [12  5],[6.66666667 3.33333333] ; [11.33333333  5.66666667],0
p1,1,0.693196,0.155647,[1 9] ; [ 1 16],[0.74074074 9.25925926] ; [ 1.25925926 15.74074074],0
s5,1,0.693196,0.155647,[1 9] ; [ 1 16],[0.74074074 9.25925926] ; [ 1.25925926 15.74074074],0
a4,1,0.711011,0.137269,[3 7] ; [ 4 13],[2.59259259 7.40740741] ; [ 4.40740741 12.59259259],0
n5,1,0.721501,0.127059,[4 6] ; [8 9],[4.44444444 5.55555556] ; [7.55555556 9.44444444],0
d3,1,0.721501,0.127059,[6 4] ; [9 8],[5.55555556 4.44444444] ; [9.44444444 7.55555556],0
r2,1,0.721501,0.127059,[6 4] ; [9 8],[5.55555556 4.44444444] ; [9.44444444 7.55555556],0
a6,1,0.806824,0.059792,[4 6] ; [ 6 11],[3.7037037 6.2962963] ; [ 6.2962963 10.7037037],0
v1,1,0.806824,0.059792,[4 6] ; [ 6 11],[3.7037037 6.2962963] ; [ 6.2962963 10.7037037],0
v3,1,0.83131,0.045378,[2 8] ; [ 4 13],[2.22222222 7.77777778] ; [ 3.77777778 13.22222222],0
d1,1,0.83131,0.045378,[2 8] ; [ 4 13],[2.22222222 7.77777778] ; [ 3.77777778 13.22222222],0
n2,1,0.875996,0.024351,[2 2] ; [6 5],[2.13333333 1.86666667] ; [5.86666667 5.13333333],0
s4,1,0.879193,0.023102,[2 8] ; [ 3 14],[1.85185185 8.14814815] ; [ 3.14814815 13.85185185],0
s3,1,0.879193,0.023102,[2 8] ; [ 3 14],[1.85185185 8.14814815] ; [ 3.14814815 13.85185185],0
b4,1,0.882577,0.021816,[5 5] ; [9 8],[5.18518519 4.81481481] ; [8.81481481 8.18518519],0
s8,1,0.887949,0.019853,[1 9] ; [ 2 15],[1.11111111 8.88888889] ; [ 1.88888889 15.11111111],0
s2,1,0.887949,0.019853,[1 9] ; [ 2 15],[1.11111111 8.88888889] ; [ 1.88888889 15.11111111],0
d4,1,0.974213,0.001045,[7 3] ; [12  5],[7.03703704 2.96296296] ; [11.96296296  5.03703704],0
b2,1,1.0,0.0,[2 5] ; [2 5],[2. 5.] ; [2. 5.],0
b3,1,1.0,0.0,[2 5] ; [2 5],[2. 5.] ; [2. 5.],0
u3,1,1.0,0.0,[4 1] ; [4 1],[4. 1.] ; [4. 1.],0
