Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2.1e-05,18.058593,[20 87] ; [16 11],[28.74626866 78.25373134] ; [ 7.25373134 19.74626866],1
p2,1,0.001046,10.744048,[50 58] ; [22  5],[57.6 50.4] ; [14.4 12.6],0
p4,1,0.005711,7.639283,[26 80] ; [14 13],[31.87969925 74.12030075] ; [ 8.12030075 18.87969925],0
p11,1,0.020133,5.400296,[49 59] ; [19  8],[54.4 53.6] ; [13.6 13.4],0
b1,1,0.142102,2.155049,[55 53] ; [18  9],[58.4 49.6] ; [14.6 12.4],0
