Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.024379,5.067449,[20 12] ; [11 21],[15.5 16.5] ; [15.5 16.5],0
p5,1,0.038285,4.292308,[ 8 23] ; [ 2 29],[ 5. 26.] ; [ 5. 26.],0
d4,1,0.039046,4.258857,[27  5] ; [19 12],[23.36507937  8.63492063] ; [22.63492063  8.36507937],0
p8,1,0.042046,4.133333,[20 11] ; [12 19],[16. 15.] ; [16. 15.],0
d5,1,0.047576,3.924906,[27  5] ; [20 12],[23.5  8.5] ; [23.5  8.5],0
n6,1,0.059314,3.556452,[21 10] ; [28  4],[24.11111111  6.88888889] ; [24.88888889  7.11111111],0
a7,1,0.089008,2.892224,[16 16] ; [22  9],[19.3015873 12.6984127] ; [18.6984127 12.3015873],0
v3,1,0.089599,2.881572,[14 18] ; [ 7 23],[10.83870968 21.16129032] ; [10.16129032 19.83870968],0
v2,1,0.094285,2.799647,[17 15] ; [10 21],[13.71428571 18.28571429] ; [13.28571429 17.71428571],0
p4,1,0.098276,2.733294,[20 11] ; [14 18],[16.73015873 14.26984127] ; [17.26984127 14.73015873],0
n1,1,0.109984,2.554444,[7 3] ; [3 6],[5.26315789 4.73684211] ; [4.73684211 4.26315789],0
b4,1,0.114317,2.493506,[18 14] ; [24  8],[21. 11.] ; [21. 11.],0
p2,1,0.129683,2.296296,[29  2] ; [25  6],[27.  4.] ; [27.  4.],0
s8,1,0.192718,1.696713,[14 18] ; [ 9 23],[11.5 20.5] ; [11.5 20.5],0
n4,1,0.192718,1.696713,[23  9] ; [18 14],[20.5 11.5] ; [20.5 11.5],0
p11,1,0.248213,1.333333,[22 10] ; [26  6],[24.  8.] ; [24.  8.],0
r3,1,0.270816,1.212608,[31  1] ; [27  3],[29.93548387  2.06451613] ; [28.06451613  1.93548387],0
p12,1,0.286296,1.136956,[ 3 28] ; [ 1 31],[ 1.96825397 29.03174603] ; [ 2.03174603 29.96825397],0
p7,1,0.291841,1.111111,[20 10] ; [16 14],[18. 12.] ; [18. 12.],0
d3,1,0.308652,1.036437,[21 11] ; [17 15],[19. 13.] ; [19. 13.],0
d2,1,0.318114,0.996686,[ 5 27] ; [ 8 23],[ 6.6031746 25.3968254] ; [ 6.3968254 24.6031746],0
a8,1,0.329065,0.952575,[ 6 24] ; [ 3 25],[ 4.65517241 25.34482759] ; [ 4.34482759 23.65517241],0
s4,1,0.364697,0.821655,[ 8 24] ; [11 20],[ 9.65079365 22.34920635] ; [ 9.34920635 21.65079365],0
p3,1,0.382673,0.762097,[15 16] ; [12 20],[13.28571429 17.71428571] ; [13.71428571 18.28571429],0
r1,1,0.395848,0.720901,[25  7] ; [22 10],[23.5  8.5] ; [23.5  8.5],0
p6,1,0.403967,0.696486,[13 16] ; [11 21],[11.40983607 17.59016393] ; [12.59016393 19.40983607],0
d1,1,0.41177,0.673684,[11 21] ; [ 8 24],[ 9.5 22.5] ; [ 9.5 22.5],0
s2,1,0.424482,0.637874,[23  9] ; [20 12],[21.5 10.5] ; [21.5 10.5],0
b1,1,0.442122,0.590769,[14 18] ; [11 21],[12.5 19.5] ; [12.5 19.5],0
n2,1,0.465693,0.532176,[9 1] ; [7 2],[8.42105263 1.57894737] ; [7.57894737 1.42105263],0
n5,1,0.475978,0.508065,[22  9] ; [20 12],[20.66666667 10.33333333] ; [21.33333333 10.66666667],0
r4,1,0.491119,0.474074,[28  4] ; [26  6],[27.  5.] ; [27.  5.],0
v4,1,0.535351,0.384224,[31  1] ; [29  2],[30.47619048  1.52380952] ; [29.52380952  1.47619048],0
p10,1,0.543524,0.369048,[25  6] ; [23  8],[24.  7.] ; [24.  7.],0
p1,1,0.641618,0.216632,[ 4 28] ; [ 5 25],[ 4.64516129 27.35483871] ; [ 4.35483871 25.64516129],0
r2,1,0.688788,0.160401,[28  4] ; [29  3],[28.5  3.5] ; [28.5  3.5],0
p9,1,0.704433,0.143902,[25  6] ; [23  7],[24.39344262  6.60655738] ; [23.60655738  6.39344262],0
u3,1,0.709749,0.138528,[11  5] ; [10  6],[10.5  5.5] ; [10.5  5.5],0
a4,1,0.756033,0.096531,[ 7 25] ; [ 6 26],[ 6.5 25.5] ; [ 6.5 25.5],0
n3,1,0.763573,0.090476,[6 4] ; [6 3],[6.31578947 3.68421053] ; [5.68421053 3.31578947],0
b2,1,0.764177,0.09,[ 3 13] ; [ 3 17],[ 2.66666667 13.33333333] ; [ 3.33333333 16.66666667],0
b3,1,0.764177,0.09,[ 3 13] ; [ 3 17],[ 2.66666667 13.33333333] ; [ 3.33333333 16.66666667],0
s3,1,0.794466,0.067869,[21 11] ; [20 12],[20.5 11.5] ; [20.5 11.5],0
s6,1,0.90092,0.0155,[24  6] ; [26  6],[24.19354839  5.80645161] ; [25.80645161  6.19354839],0
s7,1,0.965169,0.001907,[17 12] ; [18 13],[16.91666667 12.08333333] ; [18.08333333 12.91666667],0
u2,1,1.0,0.0,[9 7] ; [9 7],[9. 7.] ; [9. 7.],0
u1,1,1.0,0.0,[ 2 30] ; [ 2 30],[ 2. 30.] ; [ 2. 30.],0
a6,1,1.0,0.0,[16 16] ; [16 16],[16. 16.] ; [16. 16.],0
a3,1,1.0,0.0,[16 16] ; [16 16],[16. 16.] ; [16. 16.],0
a1,1,1.0,0.0,[ 1 31] ; [ 1 31],[ 1. 31.] ; [ 1. 31.],0
