Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,119.260302,[30 65] ; [272  39],[70.66502463 24.33497537] ; [231.33497537  79.66502463],1
p2,1,0.0,26.04671,[57 39] ; [262  50],[75.05882353 20.94117647] ; [243.94117647  68.05882353],1
p11,1,1e-06,24.523783,[51 45] ; [246  66],[69.88235294 26.11764706] ; [227.11764706  84.88235294],1
b1,1,2.6e-05,17.717512,[55 41] ; [104 208],[37.41176471 58.58823529] ; [121.58823529 190.41176471],1
s7,1,8.8e-05,15.374835,[23 68] ; [146 155],[39.23214286 51.76785714] ; [129.76785714 171.23214286],1
r4,1,0.000104,15.069597,[73 23] ; [284  28],[84. 12.] ; [273.  39.],1
r3,1,0.000185,13.979588,[80 15] ; [297  14],[88.21428571  6.78571429] ; [288.78571429  22.21428571],1
n6,1,0.000344,12.812494,[65 31] ; [263  49],[77.17647059 18.82352941] ; [250.82352941  61.17647059],1
s6,1,0.000347,12.798759,[42 54] ; [198 110],[57.02970297 38.97029703] ; [182.97029703 125.02970297],1
a5,1,0.00067,11.57174,[50 46] ; [221  91],[63.76470588 32.23529412] ; [207.23529412 104.76470588],1
d3,1,0.000801,11.238612,[51 45] ; [221  88],[64.47407407 31.52592593] ; [207.52592593 101.47407407],1
s2,1,0.001965,9.58216,[29 66] ; [151 160],[42.1182266 52.8817734] ; [137.8817734 173.1182266],0
s3,1,0.003366,8.597642,[37 59] ; [172 137],[49.54074074 46.45925926] ; [159.45925926 149.54074074],0
s8,1,0.003708,8.421571,[22 74] ; [122 190],[33.88235294 62.11764706] ; [110.11764706 201.88235294],0
n5,1,0.004515,8.064227,[51 45] ; [213  96],[62.57777778 33.42222222] ; [201.42222222 107.57777778],0
p7,1,0.009121,6.798921,[44 51] ; [188 118],[54.96259352 40.03740648] ; [177.03740648 128.96259352],0
n4,1,0.012677,6.213692,[57 39] ; [227  85],[66.82352941 29.17647059] ; [217.17647059  94.82352941],0
a3,1,0.013405,6.114856,[53 43] ; [215  97],[63.05882353 32.94117647] ; [204.94117647 107.05882353],0
p3,1,0.015057,5.90975,[29 66] ; [139 173],[39.21375921 55.78624079] ; [128.78624079 183.21375921],0
s5,1,0.015533,5.854943,[16 78] ; [ 89 211],[25.05076142 68.94923858] ; [ 79.94923858 220.05076142],0
p8,1,0.019303,5.473894,[34 62] ; [152 158],[43.98029557 52.01970443] ; [142.01970443 167.98029557],0
p6,1,0.024199,5.080279,[20 76] ; [102 208],[28.84729064 67.15270936] ; [ 93.15270936 216.84729064],0
a2,1,0.029034,4.765575,[12 84] ; [ 71 241],[19.52941176 76.47058824] ; [ 63.47058824 248.52941176],0
p12,1,0.030916,4.657614,[ 1 95] ; [ 21 291],[ 5.17647059 90.82352941] ; [ 16.82352941 295.17647059],0
a4,1,0.040915,4.179544,[30 66] ; [134 178],[38.58823529 57.41176471] ; [125.41176471 186.58823529],0
d1,1,0.044683,4.030573,[42 54] ; [173 139],[50.58823529 45.41176471] ; [164.41176471 147.58823529],0
p4,1,0.047921,3.912768,[40 54] ; [168 142],[48.3960396 45.6039604] ; [159.6039604 150.3960396],0
r2,1,0.057427,3.610184,[84 11] ; [291  18],[88.18069307  6.81930693] ; [286.81930693  22.18069307],0
a7,1,0.065374,3.395513,[60 35] ; [227  84],[67.15517241 27.84482759] ; [219.84482759  91.15517241],0
a6,1,0.075972,3.149039,[58 38] ; [218  93],[65.1007371 30.8992629] ; [210.8992629 100.1007371],0
p5,1,0.082441,3.016104,[ 3 93] ; [ 26 286],[ 6.82352941 89.17647059] ; [ 22.17647059 289.82352941],0
d4,1,0.10866,2.573607,[68 27] ; [247  64],[73.70689655 21.29310345] ; [241.29310345  69.70689655],0
a1,1,0.116114,2.468968,[ 7 89] ; [ 11 301],[ 4.23529412 91.76470588] ; [ 13.76470588 298.23529412],0
v2,1,0.133674,2.249306,[32 62] ; [127 170],[38.22506394 55.77493606] ; [120.77493606 176.22506394],0
u3,1,0.163314,1.94327,[27 16] ; [47 47],[23.22627737 19.77372263] ; [50.77372263 43.22627737],0
