Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.009759,6.678419,[68 42] ; [ 4 11],[63.36 46.64] ; [8.64 6.36],0
s6,1,0.02796,4.830502,[34 75] ; [9 6],[37.7983871 71.2016129] ; [5.2016129 9.7983871],0
a5,1,0.069459,3.295768,[64 46] ; [ 5 10],[60.72 49.28] ; [8.28 6.72],0
r1,1,0.089367,2.885745,[75 34] ; [7 8],[72.08064516 36.91935484] ; [9.91935484 5.08064516],0
p3,1,0.108528,2.575529,[29 80] ; [7 8],[31.64516129 77.35483871] ; [ 4.35483871 10.64516129],0
v2,1,0.124589,2.358656,[43 63] ; [ 3 12],[40.29752066 65.70247934] ; [5.70247934 9.29752066],0
p11,1,0.149395,2.078414,[51 59] ; [ 4 11],[48.4 61.6] ; [6.6 8.4],0
u3,1,0.17151,1.869699,[21 29] ; [6 3],[22.88135593 27.11864407] ; [4.11864407 4.88135593],0
p8,1,0.192116,1.701316,[32 77] ; [ 2 13],[29.88709677 79.11290323] ; [ 4.11290323 10.88709677],0
d4,1,0.202926,1.621191,[76 33] ; [8 7],[73.83870968 35.16129032] ; [10.16129032  4.83870968],0
a3,1,0.273531,1.198953,[60 49] ; [6 9],[58.01612903 50.98387097] ; [7.98387097 7.01612903],0
b4,1,0.289178,1.123446,[65 45] ; [11  4],[66.88 43.12] ; [9.12 5.88],0
n4,1,0.305578,1.049694,[66 43] ; [7 8],[64.16935484 44.83064516] ; [8.83064516 6.16935484],0
b1,1,0.321363,0.983392,[59 51] ; [6 9],[57.2 52.8] ; [7.8 7.2],0
r3,1,0.342133,0.902421,[84 24] ; [10  5],[82.53658537 25.46341463] ; [11.46341463  3.53658537],0
p6,1,0.345637,0.889411,[17 90] ; [ 1 14],[15.78688525 91.21311475] ; [ 2.21311475 12.78688525],0
p7,1,0.378721,0.774848,[49 59] ; [ 5 10],[47.41463415 60.58536585] ; [6.58536585 8.41463415],0
d3,1,0.390462,0.737502,[57 53] ; [6 9],[55.44 54.56] ; [7.56 7.44],0
p2,1,0.427941,0.628404,[54 56] ; [9 6],[55.44 54.56] ; [7.56 7.44],0
d5,1,0.460713,0.544162,[70 40] ; [11  4],[71.28 38.72] ; [9.72 5.28],0
s2,1,0.504714,0.44501,[24 85] ; [ 2 12],[23.04065041 85.95934959] ; [ 2.95934959 11.04065041],0
d1,1,0.530496,0.393442,[46 64] ; [ 5 10],[44.88 65.12] ; [6.12 8.88],0
b5,1,0.596224,0.280728,[58 52] ; [9 6],[58.96 51.04] ; [8.04 6.96],0
n5,1,0.620846,0.244681,[58 51] ; [9 6],[58.89516129 50.10483871] ; [8.10483871 6.89516129],0
u2,1,0.640055,0.21867,[20 28] ; [3 6],[19.36842105 28.63157895] ; [3.63157895 5.36842105],0
n2,1,0.655378,0.199187,[24 17] ; [4 4],[23.42857143 17.57142857] ; [4.57142857 3.42857143],0
d2,1,0.657093,0.197074,[51 57] ; [8 7],[51.80487805 56.19512195] ; [7.19512195 7.80487805],0
r4,1,0.678185,0.172176,[72 38] ; [9 6],[71.28 38.72] ; [9.72 5.28],0
p10,1,0.681216,0.16876,[19 89] ; [ 2 13],[18.43902439 89.56097561] ; [ 2.56097561 12.43902439],0
v3,1,0.700583,0.147866,[26 80] ; [ 3 12],[25.40495868 80.59504132] ; [ 3.59504132 11.40495868],0
a4,1,0.705303,0.143013,[34 74] ; [ 4 11],[33.36585366 74.63414634] ; [ 4.63414634 10.36585366],0
p4,1,0.715452,0.132892,[38 70] ; [6 9],[38.63414634 69.36585366] ; [5.36585366 9.63414634],0
r2,1,0.725398,0.123379,[89 19] ; [11  3],[88.52459016 19.47540984] ; [11.47540984  2.52459016],0
s3,1,0.732157,0.11714,[34 75] ; [5 9],[34.56097561 74.43902439] ; [4.43902439 9.56097561],0
b2,1,0.737194,0.112608,[20 45] ; [2 6],[19.5890411 45.4109589] ; [2.4109589 5.5890411],0
b3,1,0.737194,0.112608,[20 45] ; [2 6],[19.5890411 45.4109589] ; [2.4109589 5.5890411],0
p1,1,0.755875,0.09666,[ 10 100] ; [ 1 14],[  9.68 100.32] ; [ 1.32 13.68],0
u1,1,0.755875,0.09666,[ 10 100] ; [ 1 14],[  9.68 100.32] ; [ 1.32 13.68],0
n1,1,0.776388,0.080672,[12 28] ; [2 6],[11.66666667 28.33333333] ; [2.33333333 5.66666667],0
s8,1,0.789723,0.071113,[12 97] ; [ 2 13],[12.30645161 96.69354839] ; [ 1.69354839 13.30645161],0
n3,1,0.834732,0.043529,[24 17] ; [5 3],[24.26530612 16.73469388] ; [4.73469388 3.26530612],0
v1,1,0.845782,0.037831,[32 78] ; [ 4 11],[31.68 78.32] ; [ 4.32 10.68],0
a1,1,0.848105,0.036686,[  6 104] ; [ 1 14],[  6.16 103.84] ; [ 0.84 14.16],0
v4,1,0.859052,0.031535,[85 24] ; [12  3],[85.26612903 23.73387097] ; [11.73387097  3.26612903],0
s5,1,0.879095,0.023139,[16 92] ; [ 2 13],[15.80487805 92.19512195] ; [ 2.19512195 12.80487805],0
a7,1,0.956353,0.002995,[64 44] ; [9 6],[64.09756098 43.90243902] ; [8.90243902 6.09756098],0
n6,1,0.989047,0.000188,[65 43] ; [9 6],[64.97560976 43.02439024] ; [9.02439024 5.97560976],0
