Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000552,11.93255,[ 5 42] ; [9 9],[10.12307692 36.87692308] ; [ 3.87692308 14.12307692],1
s2,1,0.001205,10.482353,[ 6 42] ; [9 9],[10.90909091 37.09090909] ; [ 4.09090909 13.90909091],0
d3,1,0.005712,7.638889,[19 29] ; [14  4],[24. 24.] ; [9. 9.],0
s8,1,0.005893,7.582787,[ 1 47] ; [ 4 14],[ 3.63636364 44.36363636] ; [ 1.36363636 16.63636364],0
p7,1,0.006784,7.329279,[ 8 39] ; [9 9],[12.29230769 34.70769231] ; [ 4.70769231 13.29230769],0
p8,1,0.018733,5.526228,[ 5 43] ; [ 6 11],[ 8.12307692 39.87692308] ; [ 2.87692308 14.12307692],0
s6,1,0.032987,4.546467,[11 37] ; [9 9],[14.54545455 33.45454545] ; [ 5.45454545 12.54545455],0
d4,1,0.03624,4.385757,[26 21] ; [15  3],[29.64615385 17.35384615] ; [11.35384615  6.64615385],0
p2,1,0.040939,4.178538,[16 32] ; [11  7],[19.63636364 28.36363636] ; [ 7.36363636 10.63636364],0
r3,1,0.079885,3.067249,[17 29] ; [11  7],[20.125 25.875] ; [ 7.875 10.125],0
p6,1,0.093941,2.805511,[ 5 41] ; [ 5 13],[ 7.1875 38.8125] ; [ 2.8125 15.1875],0
a5,1,0.097254,2.75,[21 27] ; [12  6],[24. 24.] ; [9. 9.],0
n5,1,0.097785,2.741303,[29 18] ; [ 7 11],[26.03076923 20.96923077] ; [9.96923077 8.03076923],0
u2,1,0.114709,2.488118,[10 13] ; [1 7],[ 8.16129032 14.83870968] ; [2.83870968 5.16129032],0
n6,1,0.117298,2.453037,[20 27] ; [11  6],[22.765625 24.234375] ; [8.234375 8.765625],0
p11,1,0.125808,2.343478,[12 36] ; [ 8 10],[14.54545455 33.45454545] ; [ 5.45454545 12.54545455],0
v4,1,0.151467,2.05741,[22 25] ; [12  6],[24.58461538 22.41538462] ; [9.41538462 8.58461538],0
n4,1,0.155843,2.014111,[30 17] ; [ 8 10],[27.47692308 19.52307692] ; [10.52307692  7.47692308],0
a1,1,0.18304,1.772768,[ 9 39] ; [ 1 17],[ 7.27272727 40.72727273] ; [ 2.72727273 15.27272727],0
d5,1,0.183948,1.765432,[26 22] ; [13  5],[28.36363636 19.63636364] ; [10.63636364  7.36363636],0
b3,1,0.191779,1.703896,[12 18] ; [2 9],[10.24390244 19.75609756] ; [3.75609756 7.24390244],0
b2,1,0.191779,1.703896,[12 18] ; [2 9],[10.24390244 19.75609756] ; [3.75609756 7.24390244],0
s3,1,0.195367,1.67667,[13 34] ; [ 8 10],[15.18461538 31.81538462] ; [ 5.81538462 12.18461538],0
n1,1,0.19765,1.659652,[ 7 20] ; [4 4],[ 8.48571429 18.51428571] ; [2.51428571 5.48571429],0
n2,1,0.201168,1.633873,[10 17] ; [5 3],[11.57142857 15.42857143] ; [3.42857143 4.57142857],0
s7,1,0.251804,1.313269,[ 7 36] ; [ 5 12],[ 8.6 34.4] ; [ 3.4 13.6],0
v2,1,0.264772,1.243633,[15 32] ; [8 9],[16.890625 30.109375] ; [ 6.109375 10.890625],0
v3,1,0.26754,1.229314,[11 36] ; [ 2 16],[ 9.4 37.6] ; [ 3.6 14.4],0
b4,1,0.268925,1.222222,[26 22] ; [ 7 11],[24. 24.] ; [9. 9.],0
d1,1,0.280203,1.166106,[17 31] ; [9 9],[18.90909091 29.09090909] ; [ 7.09090909 10.90909091],0
p9,1,0.335504,0.927536,[10 36] ; [ 6 12],[11.5 34.5] ; [ 4.5 13.5],0
u3,1,0.345779,0.888889,[ 5 19] ; [3 5],[ 6. 18.] ; [2. 6.],0
n3,1,0.369478,0.805419,[12 15] ; [5 3],[13.11428571 13.88571429] ; [3.88571429 4.11428571],0
b1,1,0.443346,0.587607,[27 21] ; [12  6],[28.36363636 19.63636364] ; [10.63636364  7.36363636],0
r1,1,0.447789,0.576241,[12 35] ; [ 3 15],[10.84615385 36.15384615] ; [ 4.15384615 13.84615385],0
p12,1,0.463633,0.537109,[ 1 47] ; [ 1 17],[ 1.45454545 46.54545455] ; [ 0.54545455 17.45454545],0
u1,1,0.506253,0.441803,[ 3 45] ; [ 2 16],[ 3.63636364 44.36363636] ; [ 1.36363636 16.63636364],0
a7,1,0.528375,0.397516,[19 27] ; [9 9],[20.125 25.875] ; [ 7.875 10.125],0
s5,1,0.533417,0.387879,[ 6 42] ; [ 3 13],[ 6.75 41.25] ; [ 2.25 13.75],0
b5,1,0.537192,0.380769,[28 20] ; [12  6],[29.09090909 18.90909091] ; [10.90909091  7.09090909],0
v1,1,0.596701,0.28,[12 33] ; [ 6 12],[12.85714286 32.14285714] ; [ 5.14285714 12.85714286],0
d2,1,0.623865,0.240472,[21 25] ; [ 7 11],[20.125 25.875] ; [ 7.875 10.125],0
r2,1,0.659189,0.19451,[24 21] ; [8 9],[23.22580645 21.77419355] ; [8.77419355 8.22580645],0
a4,1,0.714625,0.133701,[16 31] ; [ 7 11],[16.63076923 30.36923077] ; [ 6.36923077 11.63076923],0
a3,1,0.80743,0.059411,[24 22] ; [10  8],[24.4375 21.5625] ; [9.5625 8.4375],0
a2,1,0.877633,0.023707,[ 6 42] ; [ 2 16],[ 5.81818182 42.18181818] ; [ 2.18181818 15.81818182],0
a6,1,0.880114,0.022748,[25 23] ; [9 9],[24.72727273 23.27272727] ; [9.27272727 8.72727273],0
s1,1,0.956118,0.003028,[ 5 42] ; [ 2 16],[ 5.06153846 41.93846154] ; [ 1.93846154 16.06153846],0
s4,1,1.0,0.0,[ 8 40] ; [ 3 15],[ 8. 40.] ; [ 3. 15.],0
