Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,53.540128,[30 50] ; [118  20],[54.31192661 25.68807339] ; [93.68807339 44.31192661],1
d4,1,1e-06,24.634751,[42 38] ; [114  22],[57.77777778 22.22222222] ; [98.22222222 37.77777778],1
r3,1,1.6e-05,18.579078,[53 26] ; [124  13],[64.73611111 14.26388889] ; [112.26388889  24.73611111],1
d3,1,5.9e-05,16.128572,[30 48] ; [92 46],[44.05555556 33.94444444] ; [77.94444444 60.05555556],1
d1,1,7.4e-05,15.70813,[23 57] ; [78 60],[37.06422018 42.93577982] ; [63.93577982 74.06422018],1
r2,1,0.000138,14.529933,[55 21] ; [125  11],[64.52830189 11.47169811] ; [115.47169811  20.52830189],1
v4,1,0.00018,14.025614,[54 25] ; [121  15],[64.30232558 14.69767442] ; [110.69767442  25.30232558],1
p11,1,0.000555,11.919486,[40 40] ; [101  37],[51.74311927 28.25688073] ; [89.25688073 48.74311927],1
v1,1,0.000885,11.054852,[13 63] ; [54 84],[23.79439252 52.20560748] ; [43.20560748 94.79439252],1
p2,1,0.001161,10.550846,[40 38] ; [101  37],[50.91666667 27.08333333] ; [90.08333333 47.91666667],0
v2,1,0.001302,10.339966,[21 57] ; [64 65],[32.02898551 45.97101449] ; [52.97101449 76.02898551],0
a5,1,0.002298,9.295067,[34 46] ; [88 50],[44.7706422 35.2293578] ; [77.2293578 60.7706422],0
a7,1,0.004153,8.215788,[38 41] ; [93 44],[47.91203704 31.08796296] ; [83.08796296 53.91203704],0
a3,1,0.020787,5.344591,[43 36] ; [96 41],[50.83796296 28.16203704] ; [88.16203704 48.83796296],0
b1,1,0.024487,5.05983,[39 41] ; [46 92],[31.19266055 48.80733945] ; [53.80733945 84.19266055],0
d5,1,0.031507,4.62515,[46 33] ; [100  38],[53.15207373 25.84792627] ; [92.84792627 45.15207373],0
a4,1,0.035021,4.444165,[24 55] ; [62 76],[31.30875576 47.69124424] ; [54.69124424 83.30875576],0
u3,1,0.036918,4.354212,[10 27] ; [21 21],[14.51898734 22.48101266] ; [16.48101266 25.51898734],0
v3,1,0.044464,4.038865,[14 65] ; [39 90],[20.12980769 58.87019231] ; [32.87019231 96.12980769],0
b3,1,0.044636,4.032322,[22 22] ; [25 54],[16.81300813 27.18699187] ; [30.18699187 48.81300813],0
b2,1,0.044636,4.032322,[22 22] ; [25 54],[16.81300813 27.18699187] ; [30.18699187 48.81300813],0
p7,1,0.06446,3.418749,[23 55] ; [57 78],[29.29577465 48.70422535] ; [50.70422535 84.29577465],0
a6,1,0.081376,3.037196,[42 38] ; [89 49],[48.0733945 31.9266055] ; [82.9266055 55.0733945],0
s4,1,0.083078,3.003643,[10 70] ; [  8 130],[ 6.60550459 73.39449541] ; [ 11.39449541 126.60550459],0
p10,1,0.084147,2.982933,[39 38] ; [86 51],[44.97663551 32.02336449] ; [80.02336449 56.97663551],0
a2,1,0.107088,2.596676,[ 8 72] ; [ 25 113],[12.11009174 67.88990826] ; [ 20.88990826 117.11009174],0
p8,1,0.149956,2.072694,[18 60] ; [44 92],[22.59813084 55.40186916] ; [39.40186916 96.59813084],0
u2,1,0.161647,1.958753,[14 23] ; [22 19],[17.07692308 19.92307692] ; [18.92307692 22.07692308],0
n6,1,0.182964,1.773379,[49 31] ; [96 41],[53.4562212 26.5437788] ; [91.5437788 45.4562212],0
n4,1,0.201714,1.629918,[44 36] ; [88 50],[48.44036697 31.55963303] ; [83.55963303 54.44036697],0
d2,1,0.203547,1.616741,[31 48] ; [66 71],[35.47685185 43.52314815] ; [61.52314815 75.47685185],0
a1,1,0.207528,1.58859,[ 6 74] ; [  5 133],[ 4.03669725 75.96330275] ; [  6.96330275 131.03669725],0
p4,1,0.298106,1.08265,[17 62] ; [38 98],[20.20930233 58.79069767] ; [ 34.79069767 101.20930233],0
s8,1,0.339282,0.913144,[ 8 72] ; [ 20 118],[10.27522936 69.72477064] ; [ 17.72477064 120.27522936],0
s5,1,0.34191,0.903255,[ 5 72] ; [ 14 121],[ 6.9009434 70.0990566] ; [ 12.0990566 122.9009434],0
s1,1,0.355912,0.852266,[ 2 77] ; [  7 129],[ 3.30697674 75.69302326] ; [  5.69302326 130.30697674],0
p1,1,0.366714,0.81477,[ 5 74] ; [  5 132],[ 3.65740741 75.34259259] ; [  6.34259259 130.65740741],0
b5,1,0.417266,0.658003,[48 32] ; [75 63],[45.13761468 34.86238532] ; [77.86238532 60.13761468],0
n1,1,0.467865,0.527015,[13 19] ; [15 31],[11.48717949 20.51282051] ; [16.51282051 29.48717949],0
b4,1,0.477295,0.505037,[43 37] ; [81 57],[45.50458716 34.49541284] ; [78.49541284 59.50458716],0
p5,1,0.478335,0.502658,[ 3 75] ; [  3 134],[ 2.17674419 75.82325581] ; [  3.82325581 133.17674419],0
n5,1,0.523207,0.407566,[50 30] ; [79 57],[47.77777778 32.22222222] ; [81.22222222 54.77777778],0
s3,1,0.66458,0.188008,[18 60] ; [ 35 101],[19.31775701 58.68224299] ; [ 33.68224299 102.31775701],0
u1,1,0.689855,0.159242,[ 7 73] ; [ 10 128],[ 6.23853211 73.76146789] ; [ 10.76146789 127.23853211],0
p6,1,0.690221,0.158846,[14 63] ; [ 22 115],[12.95327103 64.04672897] ; [ 23.04672897 113.95327103],0
s2,1,0.695742,0.152939,[12 68] ; [ 23 112],[13.02325581 66.97674419] ; [ 21.97674419 113.02325581],0
n2,1,0.726058,0.122762,[22 12] ; [28 18],[21.25 12.75] ; [28.75 17.25],0
s7,1,0.732243,0.117062,[13 62] ; [ 20 109],[12.13235294 62.86764706] ; [ 20.86764706 108.13235294],0
n3,1,0.76199,0.091729,[22 12] ; [27 17],[21.35897436 12.64102564] ; [27.64102564 16.35897436],0
a8,1,0.81701,0.053542,[ 7 70] ; [ 13 116],[ 7.47572816 69.52427184] ; [ 12.52427184 116.47572816],0
p12,1,0.906574,0.013773,[ 1 78] ; [  2 135],[ 1.09722222 77.90277778] ; [  1.90277778 135.09722222],0
p9,1,0.94272,0.005163,[48 27] ; [87 50],[47.75943396 27.24056604] ; [87.24056604 49.75943396],0
