Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,1e-06,24.790867,[67 53] ; [543 159],[89.05109489 30.94890511] ; [520.94890511 181.05109489],1
d1,1,1.1e-05,19.284317,[49 71] ; [437 266],[70.86269745 49.13730255] ; [415.13730255 287.86269745],1
u1,1,3.5e-05,17.144764,[  6 114] ; [147 556],[22.30862697 97.69137303] ; [130.69137303 572.30862697],1
v2,1,5.9e-05,16.147635,[46 70] ; [401 271],[65.80203046 50.19796954] ; [381.19796954 290.80203046],1
a2,1,6.9e-05,15.832181,[ 12 108] ; [189 514],[29.30741191 90.69258809] ; [171.69258809 531.30741191],1
r2,1,0.000297,13.09161,[112   8] ; [690  10],[117.36585366   2.63414634] ; [684.63414634  15.36585366],1
d3,1,0.00033,12.891316,[66 53] ; [503 197],[82.67521368 36.32478632] ; [486.32478632 213.67521368],1
a3,1,0.000513,12.066748,[70 50] ; [516 183],[85.86080586 34.13919414] ; [500.13919414 198.86080586],1
d2,1,0.00186,9.682871,[42 77] ; [355 345],[57.68376068 61.31623932] ; [339.31623932 360.68376068],0
d4,1,0.002343,9.259329,[87 33] ; [587 112],[98.75457875 21.24542125] ; [575.24542125 123.75457875],0
n4,1,0.002567,9.091906,[80 40] ; [554 146],[92.7804878 27.2195122] ; [541.2195122 158.7804878],0
a6,1,0.003612,8.469052,[69 51] ; [495 204],[82.63736264 37.36263736] ; [481.36263736 217.63736264],0
a4,1,0.003993,8.287201,[40 80] ; [332 367],[54.50549451 65.49450549] ; [317.49450549 381.50549451],0
v1,1,0.01225,6.274273,[52 66] ; [387 298],[64.51058531 53.48941469] ; [374.48941469 310.51058531],0
u3,1,0.012442,6.246707,[23 27] ; [121  64],[30.63829787 19.36170213] ; [113.36170213  71.63829787],0
s7,1,0.013416,6.113439,[44 70] ; [341 326],[56.1971831 57.8028169] ; [328.8028169 338.1971831],0
a7,1,0.018187,5.578071,[77 42] ; [526 175],[87.50853659 31.49146341] ; [515.49146341 185.50853659],0
d5,1,0.018434,5.554464,[87 32] ; [576 124],[96.33333333 22.66666667] ; [566.66666667 133.33333333],0
s8,1,0.022663,5.194185,[43 77] ; [327 368],[54.47852761 65.52147239] ; [315.52147239 379.47852761],0
s6,1,0.034909,4.449627,[70 46] ; [482 205],[79.74097136 36.25902864] ; [472.25902864 214.74097136],0
p4,1,0.046591,3.960085,[62 57] ; [428 265],[71.81034483 47.18965517] ; [418.18965517 274.81034483],0
s3,1,0.062367,3.473298,[58 61] ; [399 290],[67.30569307 51.69430693] ; [389.69430693 299.30569307],0
v3,1,0.064401,3.420255,[39 78] ; [284 385],[48.08015267 68.91984733] ; [274.91984733 394.08015267],0
n5,1,0.067826,3.334866,[82 38] ; [530 166],[90. 30.] ; [522. 174.],0
p7,1,0.074236,3.186781,[68 50] ; [449 230],[76.54454203 41.45545797] ; [440.45545797 238.54454203],0
p2,1,0.084617,2.973914,[93 27] ; [584 112],[99.55882353 20.44117647] ; [577.44117647 118.55882353],0
p8,1,0.105162,2.625458,[55 63] ; [375 311],[63.10945274 54.89054726] ; [366.89054726 319.10945274],0
b5,1,0.143181,2.143435,[80 40] ; [419 284],[72.7582017 47.2417983] ; [426.2417983 276.7582017],0
a8,1,0.161074,1.96411,[ 11 102] ; [ 93 540],[15.75335121 97.24664879] ; [ 88.24664879 544.75335121],0
s2,1,0.187874,1.734213,[56 64] ; [369 325],[62.65356265 57.34643735] ; [362.34643735 331.65356265],0
a1,1,0.214318,1.542015,[  8 112] ; [ 29 674],[  5.39489672 114.60510328] ; [ 31.60510328 671.39489672],0
b1,1,0.263153,1.252096,[39 81] ; [266 437],[44.47144593 75.52855407] ; [260.52855407 442.47144593],0
p12,1,0.297049,1.087397,[  7 113] ; [ 60 632],[  9.90147783 110.09852217] ; [ 57.09852217 634.90147783],0
s4,1,0.328473,0.954908,[24 96] ; [113 577],[20.2962963 99.7037037] ; [116.7037037 573.2962963],0
b4,1,0.3294,0.951255,[75 45] ; [406 297],[70.13365735 49.86634265] ; [410.86634265 292.13365735],0
u2,1,0.358219,0.844126,[26 24] ; [109  75],[28.84615385 21.15384615] ; [106.15384615  77.84615385],0
s5,1,0.398298,0.713458,[36 78] ; [240 433],[39.97966963 74.02033037] ; [236.02033037 436.97966963],0
n2,1,0.447167,0.577824,[29  7] ; [105  36],[27.25423729  8.74576271] ; [106.74576271  34.25423729],0
p3,1,0.4516,0.566634,[57 63] ; [357 340],[60.80783354 59.19216646] ; [353.19216646 343.80783354],0
n6,1,0.463538,0.537339,[105  15] ; [592 105],[102.374541  17.625459] ; [594.625459 102.374541],0
b3,1,0.556899,0.345101,[25 47] ; [163 262],[27.23541247 44.76458753] ; [160.76458753 264.23541247],0
b2,1,0.556899,0.345101,[25 47] ; [163 262],[27.23541247 44.76458753] ; [160.76458753 264.23541247],0
n3,1,0.616085,0.251409,[26 10] ; [106  33],[27.15428571  8.84571429] ; [104.84571429  34.15428571],0
p1,1,0.626091,0.2374,[ 12 108] ; [ 60 635],[ 10.60122699 109.39877301] ; [ 61.39877301 633.60122699],0
r3,1,0.638065,0.221282,[117   3] ; [687  13],[117.65853659   2.34146341] ; [686.34146341  13.65853659],0
p11,1,0.658455,0.195406,[94 26] ; [563 140],[95.79586877 24.20413123] ; [561.20413123 141.79586877],0
