Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,9.6e-05,15.221748,[40 45] ; [51 14],[51.56666667 33.43333333] ; [39.43333333 25.56666667],1
v3,1,0.000365,12.703751,[18 66] ; [32 33],[28.18791946 55.81208054] ; [21.81208054 43.18791946],1
p10,1,0.001408,10.195524,[45 37] ; [52 13],[54.10884354 27.89115646] ; [42.89115646 22.10884354],0
r3,1,0.001561,10.004996,[63 22] ; [61  4],[70.26666667 14.73333333] ; [53.73333333 11.26666667],0
v1,1,0.002443,9.183121,[28 57] ; [37 27],[37.08053691 47.91946309] ; [27.91946309 36.08053691],0
p9,1,0.006228,7.483044,[52 31] ; [54 11],[59.44594595 23.55405405] ; [46.55405405 18.44594595],0
p6,1,0.006697,7.352497,[19 66] ; [28 37],[26.63333333 58.36666667] ; [20.36666667 44.63333333],0
p2,1,0.008237,6.981254,[54 31] ; [54 11],[61.2 23.8] ; [46.8 18.2],0
p4,1,0.011209,6.431942,[35 51] ; [40 25],[42.71523179 43.28476821] ; [32.28476821 32.71523179],0
p7,1,0.016381,5.761511,[39 45] ; [43 22],[46.22818792 37.77181208] ; [35.77181208 29.22818792],0
p3,1,0.016993,5.697078,[28 57] ; [34 31],[35.13333333 49.86666667] ; [26.86666667 38.13333333],0
s7,1,0.019856,5.424507,[22 60] ; [27 32],[28.4964539 53.5035461] ; [20.5035461 38.4964539],0
a7,1,0.020506,5.368273,[42 44] ; [44 21],[48.98013245 37.01986755] ; [37.01986755 27.98013245],0
r4,1,0.023518,5.12985,[59 27] ; [55 10],[64.92715232 21.07284768] ; [49.07284768 15.92715232],0
a5,1,0.027021,4.889486,[40 46] ; [42 23],[46.70198675 39.29801325] ; [35.29801325 29.70198675],0
s5,1,0.035128,4.438951,[11 74] ; [17 47],[15.97315436 69.02684564] ; [12.02684564 51.97315436],0
r2,1,0.041517,4.154793,[71 15] ; [60  4],[75.10666667 10.89333333] ; [55.89333333  8.10666667],0
p11,1,0.04566,3.9941,[53 33] ; [50 15],[58.66225166 27.33774834] ; [44.33774834 20.66225166],0
p8,1,0.048861,3.880109,[30 53] ; [34 31],[35.89189189 47.10810811] ; [28.10810811 36.89189189],0
d3,1,0.055392,3.670238,[17 68] ; [22 43],[22.1 62.9] ; [16.9 48.1],0
v4,1,0.0581,3.590816,[71 14] ; [60  4],[74.73154362 10.26845638] ; [56.26845638  7.73154362],0
a6,1,0.064926,3.406857,[44 42] ; [43 22],[49.54966887 36.45033113] ; [37.45033113 27.54966887],0
s6,1,0.068212,3.32554,[35 50] ; [36 28],[40.5033557 44.4966443] ; [30.4966443 33.5033557],0
n3,1,0.077436,3.117914,[20  8] ; [15  1],[22.27272727  5.72727273] ; [12.72727273  3.27272727],0
n2,1,0.082962,3.005905,[19 11] ; [14  2],[21.52173913  8.47826087] ; [11.47826087  4.52173913],0
a4,1,0.096255,2.766527,[24 60] ; [11 54],[19.73154362 64.26845638] ; [15.26845638 49.73154362],0
u2,1,0.1198,2.419934,[15 32] ; [14 14],[18.17333333 28.82666667] ; [10.82666667 17.17333333],0
s2,1,0.133787,2.248001,[22 64] ; [24 41],[26.1986755 59.8013245] ; [19.8013245 45.1986755],0
s8,1,0.137931,2.200892,[23 62] ; [25 40],[27.2 57.8] ; [20.8 44.2],0
a8,1,0.155593,2.016543,[14 63] ; [ 6 56],[11.07913669 65.92086331] ; [ 8.92086331 53.07913669],0
n4,1,0.159868,1.975476,[55 30] ; [49 16],[58.93333333 26.06666667] ; [45.06666667 19.93333333],0
u3,1,0.172428,1.861702,[16 31] ; [14 14],[18.8 28.2] ; [11.2 16.8],0
d2,1,0.203506,1.617034,[25 61] ; [13 52],[21.64238411 64.35761589] ; [16.35761589 48.64238411],0
a3,1,0.203794,1.614977,[39 45] ; [37 28],[42.84563758 41.15436242] ; [33.15436242 31.84563758],0
n5,1,0.252283,1.310617,[60 26] ; [50 14],[63.06666667 22.93333333] ; [46.93333333 17.06666667],0
n6,1,0.371912,0.797266,[62 24] ; [51 14],[64.35761589 21.64238411] ; [48.64238411 16.35761589],0
p12,1,0.440513,0.594945,[ 3 83] ; [ 4 61],[ 3.98675497 82.01324503] ; [ 3.01324503 61.98675497],0
b4,1,0.452627,0.564064,[41 45] ; [35 30],[43.28476821 42.71523179] ; [32.71523179 32.28476821],0
d5,1,0.598445,0.277348,[36 50] ; [30 35],[37.58940397 48.41059603] ; [28.41059603 36.58940397],0
p1,1,0.601429,0.272846,[13 72] ; [ 8 57],[11.9 73.1] ; [ 9.1 55.9],0
s3,1,0.627806,0.235048,[35 48] ; [30 35],[36.4527027 46.5472973] ; [28.5472973 36.4527027],0
n1,1,0.671373,0.18,[14 16] ; [6 9],[13.33333333 16.66666667] ; [6.66666667 8.33333333],0
b2,1,0.758847,0.094246,[17 39] ; [13 26],[17.68421053 38.31578947] ; [12.31578947 26.68421053],0
