Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1e-05,19.423396,[16 84] ; [31 34],[28.48484848 71.51515152] ; [18.51515152 46.48484848],1
r3,1,0.001006,10.816054,[76 24] ; [62  3],[83.63636364 16.36363636] ; [54.36363636 10.63636364],0
r1,1,0.001145,10.576923,[50 50] ; [49 16],[60. 40.] ; [39. 26.],0
v1,1,0.001726,9.820622,[33 67] ; [37 27],[42.68292683 57.31707317] ; [27.31707317 36.68292683],0
p9,1,0.003315,8.625588,[61 38] ; [54 11],[69.42073171 29.57926829] ; [45.57926829 19.42073171],0
p10,1,0.007282,7.202094,[57 41] ; [51 14],[64.93251534 33.06748466] ; [43.06748466 21.93251534],0
a7,1,0.01033,6.577122,[49 51] ; [45 20],[56.96969697 43.03030303] ; [37.03030303 27.96969697],0
p3,1,0.012696,6.211002,[30 70] ; [32 33],[37.57575758 62.42424242] ; [24.42424242 40.57575758],0
r4,1,0.013076,6.158735,[68 33] ; [55 10],[74.8373494 26.1626506] ; [48.1626506 16.8373494],0
s4,1,0.02388,5.103316,[25 75] ; [ 7 58],[19.39393939 80.60606061] ; [12.60606061 52.39393939],0
p11,1,0.027236,4.875814,[61 40] ; [50 15],[67.53614458 33.46385542] ; [43.46385542 21.53614458],0
n3,1,0.029112,4.761002,[23 11] ; [17  1],[26.15384615  7.84615385] ; [13.84615385  4.15384615],0
p7,1,0.036225,4.386462,[48 52] ; [42 23],[54.54545455 45.45454545] ; [35.45454545 29.54545455],0
p6,1,0.046039,3.980166,[20 80] ; [22 43],[25.45454545 74.54545455] ; [16.54545455 48.45454545],0
s8,1,0.053222,3.736946,[26 75] ; [26 39],[31.63855422 69.36144578] ; [20.36144578 44.63855422],0
p4,1,0.062159,3.478813,[41 60] ; [36 29],[46.84939759 54.15060241] ; [30.15060241 34.84939759],0
p8,1,0.068947,3.307906,[35 65] ; [32 33],[40.60606061 59.39393939] ; [26.39393939 38.60606061],0
n2,1,0.078983,3.085714,[24 12] ; [16  2],[26.66666667  9.33333333] ; [13.33333333  4.66666667],0
s6,1,0.087781,2.91461,[45 55] ; [37 26],[50.30674847 49.69325153] ; [31.69325153 31.30674847],0
a5,1,0.090131,2.872033,[47 54] ; [39 26],[52.3253012 48.6746988] ; [33.6746988 31.3253012],0
d3,1,0.090176,2.871236,[23 76] ; [23 42],[27.76829268 71.23170732] ; [18.23170732 46.76829268],0
v4,1,0.092173,2.836008,[83 17] ; [59  5],[86.58536585 13.41463415] ; [55.41463415  8.58536585],0
a4,1,0.094645,2.793543,[28 71] ; [11 54],[23.54268293 75.45731707] ; [15.45731707 49.54268293],0
s7,1,0.114846,2.486232,[30 67] ; [26 34],[34.59872611 62.40127389] ; [21.40127389 38.59872611],0
r2,1,0.131584,2.273712,[85 16] ; [59  5],[88.14545455 12.85454545] ; [55.85454545  8.14545455],0
s5,1,0.142547,2.150252,[13 86] ; [14 50],[16.39877301 82.60122699] ; [10.60122699 53.39877301],0
s2,1,0.143805,2.136762,[31 69] ; [27 37],[35.36585366 64.63414634] ; [22.63414634 41.36585366],0
s1,1,0.157509,1.99798,[ 6 92] ; [ 1 64],[ 4.20858896 93.79141104] ; [ 2.79141104 62.20858896],0
a6,1,0.178532,1.809804,[53 48] ; [41 24],[57.19277108 43.80722892] ; [36.80722892 28.19277108],0
s3,1,0.20379,1.615,[41 58] ; [33 31],[44.94478528 54.05521472] ; [29.05521472 34.94478528],0
n6,1,0.207537,1.588526,[72 29] ; [52 13],[75.44578313 25.55421687] ; [48.55421687 16.44578313],0
p2,1,0.244704,1.353289,[71 30] ; [51 14],[74.22891566 26.77108434] ; [47.77108434 17.22891566],0
a3,1,0.321674,0.982127,[47 52] ; [36 29],[50.10365854 48.89634146] ; [32.89634146 32.10365854],0
u1,1,0.332255,0.940091,[ 2 99] ; [ 3 62],[ 3.04216867 97.95783133] ; [ 1.95783133 63.04216867],0
a8,1,0.350287,0.872416,[12 80] ; [ 5 56],[10.22222222 81.77777778] ; [ 6.77777778 54.22222222],0
p1,1,0.384922,0.754925,[12 89] ; [ 5 60],[10.34337349 90.65662651] ; [ 6.65662651 58.34337349],0
n4,1,0.394118,0.7262,[66 34] ; [47 18],[68.48484848 31.51515152] ; [44.51515152 20.48484848],0
n5,1,0.429823,0.623302,[70 31] ; [48 16],[72.23030303 28.76969697] ; [45.76969697 18.23030303],0
d2,1,0.448791,0.573704,[27 74] ; [14 51],[24.94578313 76.05421687] ; [16.05421687 48.94578313],0
a2,1,0.628049,0.234715,[10 91] ; [ 5 60],[ 9.12650602 91.87349398] ; [ 5.87349398 59.12650602],0
p12,1,0.652883,0.202285,[ 2 99] ; [ 2 63],[ 2.43373494 98.56626506] ; [ 1.56626506 63.43373494],0
