Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.0,34.52346,[105 212] ; [43 15],[125.10933333 191.89066667] ; [22.89066667 35.10933333],1
p12,1,1e-06,24.879873,[ 23 300] ; [18 46],[ 34.21963824 288.78036176] ; [ 6.78036176 57.21963824],1
p1,1,1.2e-05,19.141104,[ 23 303] ; [16 48],[ 32.6 293.4] ; [ 6.4 57.6],1
p8,1,0.00023,13.570382,[180 138] ; [52 12],[193.13089005 124.86910995] ; [38.86910995 25.13089005],1
p4,1,0.000235,13.531504,[213 112] ; [56  7],[225.32216495  99.67783505] ; [43.67783505 19.32216495],1
p3,1,0.000635,11.669829,[178 148] ; [49 14],[190.23650386 135.76349614] ; [36.76349614 26.23650386],1
s7,1,0.000789,11.266033,[159 150] ; [45 15],[170.82926829 138.17073171] ; [33.17073171 26.82926829],1
s8,1,0.000981,10.862325,[158 166] ; [45 18],[169.95348837 154.04651163] ; [33.04651163 29.95348837],1
v3,1,0.003419,8.569073,[157 159] ; [44 19],[167.5883905 148.4116095] ; [33.4116095 29.5883905],0
s6,1,0.0038,8.376949,[221  99] ; [54  8],[230.36649215  89.63350785] ; [44.63350785 17.36649215],0
p6,1,0.00492,7.908535,[139 181] ; [39 23],[149.10994764 170.89005236] ; [28.89005236 33.10994764],0
s1,1,0.007234,7.213941,[  8 313] ; [ 6 58],[ 11.67272727 309.32727273] ; [ 2.32727273 61.67272727],0
a1,1,0.009072,6.808585,[ 14 313] ; [ 8 56],[ 18.39897698 308.60102302] ; [ 3.60102302 60.39897698],0
n3,1,0.014768,5.943912,[41  9] ; [4 5],[38.13559322 11.86440678] ; [6.86440678 2.13559322],0
b5,1,0.016903,5.706423,[215 112] ; [32 32],[206.57033248 120.42966752] ; [40.42966752 23.57033248],0
p7,1,0.021311,5.301182,[215 103] ; [51 11],[222.6  95.4] ; [43.4 18.6],0
n5,1,0.035065,4.442011,[287  39] ; [62  2],[291.72820513  34.27179487] ; [57.27179487  6.72820513],0
s2,1,0.038795,4.26983,[170 150] ; [43 21],[177.5 142.5] ; [35.5 28.5],0
p10,1,0.044423,4.040412,[271  52] ; [59  4],[276.13989637  46.86010363] ; [53.86010363  9.13989637],0
p9,1,0.045593,3.996552,[279  44] ; [61  3],[283.77260982  39.22739018] ; [56.22739018  7.77260982],0
s3,1,0.092117,2.836977,[176 143] ; [42 21],[182.04712042 136.95287958] ; [35.95287958 27.04712042],0
u2,1,0.105012,2.627727,[41 41] ; [9 3],[43.61702128 38.38297872] ; [6.38297872 5.61702128],0
u4,1,0.106669,2.602883,[  8 319] ; [ 4 60],[ 10.03580563 316.96419437] ; [ 1.96419437 62.03580563],0
a2,1,0.109685,2.55876,[ 93 234] ; [12 52],[ 87.81329923 239.18670077] ; [17.18670077 46.81329923],0
n6,1,0.113618,2.503156,[288  37] ; [60  3],[291.49484536  33.50515464] ; [56.50515464  6.49484536],0
r2,1,0.204434,1.610412,[314  10] ; [59  4],[312.27906977  11.72093023] ; [60.72093023  2.27906977],0
d1,1,0.245562,1.348377,[205 122] ; [45 19],[209.07928389 117.92071611] ; [40.92071611 23.07928389],0
b2,1,0.265003,1.242429,[ 87 129] ; [24 25],[ 90.4754717 125.5245283] ; [20.5245283 28.4754717],0
b3,1,0.265003,1.242429,[ 87 129] ; [24 25],[ 90.4754717 125.5245283] ; [20.5245283 28.4754717],0
a3,1,0.307145,1.042914,[244  80] ; [52 12],[247.17525773  76.82474227] ; [48.82474227 15.17525773],0
a6,1,0.363597,0.825431,[221 105] ; [39 24],[217.89203085 108.10796915] ; [42.10796915 20.89203085],0
r4,1,0.401338,0.704313,[302  25] ; [61  3],[303.5831202  23.4168798] ; [59.4168798  4.5831202],0
d4,1,0.410511,0.677322,[271  55] ; [55  8],[273.20308483  52.79691517] ; [52.79691517 10.20308483],0
d2,1,0.414439,0.666031,[168 158] ; [36 27],[170.96143959 155.03856041] ; [33.03856041 29.96143959],0
b1,1,0.434632,0.610415,[126 201] ; [28 36],[128.79283887 198.20716113] ; [25.20716113 38.79283887],0
a5,1,0.45384,0.561044,[259  68] ; [48 16],[256.74936061  70.25063939] ; [50.25063939 13.74936061],0
n2,1,0.455006,0.558152,[39 11] ; [8 1],[39.83050847 10.16949153] ; [7.16949153 1.83050847],0
b4,1,0.457445,0.55214,[188 139] ; [40 24],[190.68030691 136.31969309] ; [37.31969309 26.68030691],0
u3,1,0.510251,0.433552,[47 36] ; [8 4],[48.05263158 34.94736842] ; [6.94736842 5.05263158],0
u1,1,0.526113,0.401894,[ 73 254] ; [12 52],[ 71.08695652 255.91304348] ; [13.91304348 50.08695652],0
r3,1,0.605625,0.266595,[315  11] ; [61  3],[314.2974359  11.7025641] ; [61.7025641  2.2974359],0
