Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,40.784244,[145  32] ; [140 128],[113.35955056  63.64044944] ; [171.64044944  96.35955056],1
p7,1,0.0,37.273654,[150  25] ; [155 111],[121.03174603  53.96825397] ; [183.96825397  82.03174603],1
p8,1,2e-06,22.261315,[124  52] ; [127 139],[99.94570136 76.05429864] ; [151.05429864 114.94570136],1
p3,1,3e-06,21.869792,[123  54] ; [127 143],[98.99328859 78.00671141] ; [151.00671141 118.99328859],1
v1,1,7e-05,15.811392,[135  41] ; [154 110],[115.6  60.4] ; [173.4  90.6],1
s8,1,0.000116,14.851907,[107  70] ; [112 156],[87.10786517 89.89213483] ; [131.89213483 136.10786517],1
s7,1,0.000156,14.302161,[111  60] ; [120 139],[91.8627907 79.1372093] ; [139.1372093 119.8627907],1
p5,1,0.000357,12.744677,[ 33 145] ; [ 20 250],[ 21.05803571 156.94196429] ; [ 31.94196429 238.05803571],1
p12,1,0.001174,10.530254,[ 28 149] ; [ 17 251],[ 17.8988764 159.1011236] ; [ 27.1011236 240.8988764],0
s2,1,0.002589,9.076552,[109  68] ; [126 142],[93.47191011 83.52808989] ; [141.52808989 126.47191011],0
s6,1,0.002977,8.821443,[135  40] ; [169  96],[120.90909091  54.09090909] ; [183.09090909  81.90909091],0
p1,1,0.003385,8.587528,[ 23 154] ; [ 14 256],[ 14.65100671 162.34899329] ; [ 22.34899329 247.65100671],0
n4,1,0.005318,7.768015,[154  24] ; [203  65],[142.47982063  35.52017937] ; [214.52017937  53.47982063],0
s5,1,0.012092,6.297291,[75 95] ; [ 84 177],[ 62.71461717 107.28538283] ; [ 96.28538283 164.71461717],0
u1,1,0.020375,5.379457,[ 48 130] ; [ 48 222],[ 38.14285714 139.85714286] ; [ 57.85714286 212.14285714],0
n5,1,0.020871,5.337511,[146  31] ; [195  72],[135.93918919  41.06081081] ; [205.06081081  61.93918919],0
p9,1,0.025845,4.966354,[164  13] ; [229  38],[156.66891892  20.33108108] ; [236.33108108  30.66891892],0
a1,1,0.033069,4.542193,[ 15 163] ; [ 10 260],[  9.93303571 168.06696429] ; [ 15.06696429 254.93303571],0
b3,1,0.040275,4.206254,[53 62] ; [ 56 109],[44.76785714 70.23214286] ; [ 64.23214286 100.76785714],0
b2,1,0.040275,4.206254,[53 62] ; [ 56 109],[44.76785714 70.23214286] ; [ 64.23214286 100.76785714],0
s1,1,0.041726,4.146296,[  6 171] ; [  2 263],[  3.20361991 173.79638009] ; [  4.79638009 260.20361991],0
b4,1,0.067147,3.351427,[115  63] ; [151 119],[105.6875  72.3125] ; [160.3125 109.6875],0
n2,1,0.080288,3.059056,[20 10] ; [41  8],[23.16455696  6.83544304] ; [37.83544304 11.16455696],0
u2,1,0.091994,2.839137,[27 15] ; [32 35],[22.73394495 19.26605505] ; [36.26605505 30.73394495],0
p2,1,0.105388,2.622053,[157  21] ; [223  47],[150.98214286  27.01785714] ; [229.01785714  40.98214286],0
p10,1,0.113357,2.506789,[158  19] ; [225  43],[152.33932584  24.66067416] ; [230.66067416  37.33932584],0
n6,1,0.116419,2.464849,[159  16] ; [231  38],[153.71621622  21.28378378] ; [236.28378378  32.71621622],0
u3,1,0.117521,2.450053,[28 14] ; [35 33],[24.05454545 17.94545455] ; [38.94545455 29.05454545],0
n1,1,0.118758,2.433626,[14 15] ; [15 34],[10.78205128 18.21794872] ; [18.21794872 30.78205128],0
r1,1,0.127309,2.325018,[154  24] ; [245  24],[158.88590604  19.11409396] ; [240.11409396  28.88590604],0
d2,1,0.134098,2.244409,[100  77] ; [133 137],[92.26174497 84.73825503] ; [140.73825503 129.26174497],0
r3,1,0.174663,1.842459,[174   4] ; [268   2],[175.61607143   2.38392857] ; [266.38392857   3.61607143],0
u4,1,0.181945,1.781667,[  7 171] ; [  5 265],[  4.76785714 173.23214286] ; [  7.23214286 262.76785714],0
b1,1,0.190297,1.715319,[ 66 112] ; [ 84 186],[ 59.59821429 118.40178571] ; [ 90.40178571 179.59821429],0
s3,1,0.231758,1.430042,[106  71] ; [144 122],[99.88713318 77.11286682] ; [150.11286682 115.88713318],0
d3,1,0.308286,1.038004,[133  44] ; [191  79],[128.29530201  48.70469799] ; [195.70469799  74.29530201],0
a2,1,0.321187,0.984108,[ 51 127] ; [ 66 204],[ 46.48660714 131.51339286] ; [ 70.51339286 199.48660714],0
r2,1,0.325576,0.966416,[172   5] ; [265   4],[173.42825112   3.57174888] ; [263.57174888   5.42825112],0
b5,1,0.333496,0.935274,[111  67] ; [156 114],[106.08482143  71.91517857] ; [160.91517857 109.08482143],0
a4,1,0.335494,0.927573,[87 91] ; [119 150],[82.03131991 95.96868009] ; [123.96868009 145.03131991],0
a7,1,0.338546,0.915929,[140  37] ; [203  67],[135.81879195  41.18120805] ; [207.18120805  62.81879195],0
s4,1,0.482596,0.492992,[ 28 149] ; [ 36 232],[ 25.45617978 151.54382022] ; [ 38.54382022 229.45617978],0
p11,1,0.545759,0.364971,[143  35] ; [223  47],[145.41964286  32.58035714] ; [220.58035714  49.41964286],0
a8,1,0.576488,0.311946,[ 27 131] ; [ 36 204],[ 25.01005025 132.98994975] ; [ 37.98994975 202.01005025],0
a6,1,0.594028,0.284097,[123  53] ; [195  75],[125.48878924  50.51121076] ; [192.51121076  77.48878924],0
a3,1,0.626448,0.236909,[136  41] ; [202  68],[133.83892617  43.16107383] ; [204.16107383  65.83892617],0
d1,1,0.63446,0.226061,[116  62] ; [170 100],[113.63392857  64.36607143] ; [172.36607143  97.63392857],0
v3,1,0.696113,0.152547,[101  72] ; [148 114],[99.02758621 73.97241379] ; [149.97241379 112.02758621],0
a5,1,0.729566,0.119511,[140  38] ; [216  54],[141.44642857  36.55357143] ; [214.55357143  55.44642857],0
