Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.001455,10.13437,[11 17] ; [12  1],[15.70731707 12.29268293] ; [7.29268293 5.70731707],0
p11,1,0.003269,8.651086,[27  1] ; [8 5],[23.90243902  4.09756098] ; [11.09756098  1.90243902],0
n4,1,0.013929,6.04708,[20  8] ; [4 9],[16.3902439 11.6097561] ; [7.6097561 5.3902439],0
n5,1,0.018433,5.554511,[23  5] ; [6 7],[19.80487805  8.19512195] ; [9.19512195 3.80487805],0
b4,1,0.045211,4.010752,[18 10] ; [4 9],[15.02439024 12.97560976] ; [6.97560976 6.02439024],0
p9,1,0.050148,3.83652,[27  1] ; [10  3],[25.26829268  2.73170732] ; [11.73170732  1.26829268],0
a5,1,0.075429,3.160748,[19  9] ; [5 8],[16.3902439 11.6097561] ; [7.6097561 5.3902439],0
d5,1,0.121024,2.404019,[18 10] ; [5 8],[15.70731707 12.29268293] ; [7.29268293 5.70731707],0
p2,1,0.152825,2.043823,[23  5] ; [8 5],[21.17073171  6.82926829] ; [9.82926829 3.17073171],0
p7,1,0.153763,2.034512,[15 13] ; [10  3],[17.07317073 10.92682927] ; [7.92682927 5.07317073],0
a6,1,0.173045,1.856361,[15 13] ; [4 9],[12.97560976 15.02439024] ; [6.02439024 6.97560976],0
d1,1,0.183083,1.77242,[10 18] ; [ 2 11],[ 8.19512195 19.80487805] ; [3.80487805 9.19512195],0
p4,1,0.184946,1.757424,[19  9] ; [6 7],[17.07317073 10.92682927] ; [7.92682927 5.07317073],0
s5,1,0.360213,0.83715,[ 8 20] ; [ 2 11],[ 6.82926829 21.17073171] ; [3.17073171 9.82926829],0
u2,1,0.36308,0.827211,[8 4] ; [6 1],[8.84210526 3.15789474] ; [5.15789474 1.84210526],0
a7,1,0.382003,0.764247,[17 11] ; [6 7],[15.70731707 12.29268293] ; [7.29268293 5.70731707],0
r1,1,0.382003,0.764247,[11 17] ; [7 6],[12.29268293 15.70731707] ; [5.70731707 7.29268293],0
v4,1,0.418408,0.654782,[18 10] ; [10  3],[19.12195122  8.87804878] ; [8.87804878 4.12195122],0
d2,1,0.418408,0.654782,[10 18] ; [ 3 10],[ 8.87804878 19.12195122] ; [4.12195122 8.87804878],0
n3,1,0.505985,0.442361,[5 4] ; [3 1],[5.53846154 3.46153846] ; [2.46153846 1.53846154],0
b5,1,0.511426,0.431148,[16 12] ; [6 7],[15.02439024 12.97560976] ; [6.97560976 6.02439024],0
d3,1,0.511426,0.431148,[16 12] ; [6 7],[15.02439024 12.97560976] ; [6.97560976 6.02439024],0
a3,1,0.511426,0.431148,[16 12] ; [6 7],[15.02439024 12.97560976] ; [6.97560976 6.02439024],0
d4,1,0.516923,0.420028,[22  6] ; [9 4],[21.17073171  6.82926829] ; [9.82926829 3.17073171],0
v1,1,0.52369,0.406621,[10 18] ; [6 7],[10.92682927 17.07317073] ; [5.07317073 7.92682927],0
s7,1,0.565021,0.331085,[10 17] ; [3 8],[ 9.23684211 17.76315789] ; [3.76315789 7.23684211],0
a1,1,0.568668,0.324915,[ 1 27] ; [ 1 12],[ 1.36585366 26.63414634] ; [ 0.63414634 12.36585366],0
s1,1,0.568668,0.324915,[ 1 27] ; [ 1 12],[ 1.36585366 26.63414634] ; [ 0.63414634 12.36585366],0
p3,1,0.598312,0.27755,[11 17] ; [4 9],[10.24390244 17.75609756] ; [4.75609756 8.24390244],0
s8,1,0.632406,0.228812,[13 15] ; [5 8],[12.29268293 15.70731707] ; [5.70731707 7.29268293],0
r4,1,0.67786,0.172545,[11 17] ; [6 7],[11.6097561 16.3902439] ; [5.3902439 7.6097561],0
s4,1,0.69472,0.154023,[ 5 23] ; [ 3 10],[ 5.46341463 22.53658537] ; [ 2.53658537 10.46341463],0
s3,1,0.698035,0.150524,[ 7 21] ; [4 9],[ 7.51219512 20.48780488] ; [3.48780488 9.51219512],0
p6,1,0.698035,0.150524,[ 7 21] ; [4 9],[ 7.51219512 20.48780488] ; [3.48780488 9.51219512],0
a8,1,0.701883,0.14652,[ 3 24] ; [ 2 11],[ 3.375 23.625] ; [ 1.625 11.375],0
n2,1,0.763824,0.090278,[6 3] ; [3 1],[6.23076923 2.76923077] ; [2.76923077 1.23076923],0
v2,1,0.78146,0.07696,[13 15] ; [5 7],[12.6 15.4] ; [5.4 6.6],0
p8,1,0.81866,0.052564,[14 14] ; [7 6],[14.34146341 13.65853659] ; [6.65853659 6.34146341],0
s6,1,0.843096,0.039178,[16 12] ; [7 6],[15.70731707 12.29268293] ; [7.29268293 5.70731707],0
a4,1,0.885558,0.020715,[ 8 20] ; [4 9],[ 8.19512195 19.80487805] ; [3.80487805 9.19512195],0
s2,1,0.929912,0.007736,[ 9 19] ; [4 9],[ 8.87804878 19.12195122] ; [4.12195122 8.87804878],0
v3,1,0.929912,0.007736,[ 9 19] ; [4 9],[ 8.87804878 19.12195122] ; [4.12195122 8.87804878],0
u3,1,0.959566,0.00257,[5 7] ; [3 4],[5.05263158 6.94736842] ; [2.94736842 4.05263158],0
r3,1,0.962298,0.002235,[23  4] ; [11  2],[22.95  4.05] ; [11.05  1.95],0
