Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,24.313897,[47 24] ; [ 6 31],[34.84259259 36.15740741] ; [18.15740741 18.84259259],1
s5,1,8.7e-05,15.407609,[32 37] ; [ 3 33],[23. 46.] ; [12. 24.],1
r3,1,0.001376,10.237443,[69  2] ; [29  8],[64.42592593  6.57407407] ; [33.57407407  3.42592593],0
s3,1,0.001683,9.866135,[45 25] ; [12 25],[37.28971963 32.71028037] ; [19.71028037 17.28971963],0
s8,1,0.002118,9.444441,[35 36] ; [ 7 30],[27.61111111 43.38888889] ; [14.38888889 22.61111111],0
s4,1,0.003427,8.564903,[24 47] ; [ 3 34],[17.75 53.25] ; [ 9.25 27.75],0
d3,1,0.0159,5.813846,[56 15] ; [21 16],[50.62037037 20.37962963] ; [26.37962963 10.62037037],0
d1,1,0.018293,5.567902,[40 31] ; [12 25],[34.18518519 36.81481481] ; [17.81481481 19.18518519],0
b4,1,0.021661,5.272848,[47 24] ; [16 21],[41.41666667 29.58333333] ; [21.58333333 15.41666667],0
s7,1,0.038211,4.295595,[33 33] ; [10 25],[28.0990099 37.9009901] ; [14.9009901 20.0990099],0
r4,1,0.041286,4.164251,[60 11] ; [25 12],[55.87962963 15.12037037] ; [29.12037037  7.87962963],0
p3,1,0.045156,4.012798,[45 26] ; [16 21],[40.10185185 30.89814815] ; [20.89814815 16.10185185],0
v3,1,0.051712,3.785056,[22 45] ; [ 5 29],[17.91089109 49.08910891] ; [ 9.08910891 24.91089109],0
r2,1,0.053128,3.7399,[65  6] ; [29  8],[61.7962963  9.2037037] ; [32.2037037  4.7962963],0
a6,1,0.05513,3.678148,[48 23] ; [18 19],[43.38888889 27.61111111] ; [22.61111111 14.38888889],0
p6,1,0.08797,2.911129,[29 42] ; [ 9 28],[24.98148148 46.01851852] ; [13.01851852 23.98148148],0
d4,1,0.098661,2.727052,[58 13] ; [25 12],[54.56481481 16.43518519] ; [28.43518519  8.56481481],0
a2,1,0.11588,2.47214,[14 57] ; [ 3 34],[11.17592593 59.82407407] ; [ 5.82407407 31.17592593],0
d2,1,0.119923,2.418326,[30 41] ; [10 27],[26.2962963 44.7037037] ; [13.7037037 23.2962963],0
d5,1,0.160868,1.96605,[55 16] ; [24 13],[51.93518519 19.06481481] ; [27.06481481  9.93518519],0
b2,1,0.180933,1.789941,[ 9 28] ; [ 9 13],[11.28813559 25.71186441] ; [ 6.71186441 15.28813559],0
b3,1,0.180933,1.789941,[ 9 28] ; [ 9 13],[11.28813559 25.71186441] ; [ 6.71186441 15.28813559],0
s1,1,0.214267,1.542361,[ 2 69] ; [ 3 34],[ 3.28703704 67.71296296] ; [ 1.71296296 35.28703704],0
b5,1,0.227277,1.457824,[45 26] ; [19 18],[42.07407407 28.92592593] ; [21.92592593 15.07407407],0
u1,1,0.235786,1.405614,[ 9 62] ; [ 2 35],[ 7.23148148 63.76851852] ; [ 3.76851852 33.23148148],0
p5,1,0.25029,1.321683,[ 5 66] ; [ 5 31],[ 6.63551402 64.36448598] ; [ 3.36448598 32.63551402],0
r1,1,0.254566,1.298069,[51 19] ; [23 14],[48.41121495 21.58878505] ; [25.58878505 11.41121495],0
a3,1,0.256283,1.288726,[42 29] ; [26 11],[44.7037037 26.2962963] ; [23.2962963 13.7037037],0
v1,1,0.283699,1.149283,[32 36] ; [13 23],[29.42307692 38.57692308] ; [15.57692308 20.42307692],0
n1,1,0.290588,1.116894,[ 6 17] ; [6 8],[ 7.45945946 15.54054054] ; [4.54054054 9.45945946],0
p10,1,0.3069,1.043971,[52 18] ; [24 13],[49.71962617 20.28037383] ; [26.28037383 10.71962617],0
u2,1,0.314188,1.012987,[20  8] ; [6 5],[18.66666667  9.33333333] ; [7.33333333 3.66666667],0
v2,1,0.361434,0.832904,[37 30] ; [16 19],[34.81372549 32.18627451] ; [18.18627451 16.81372549],0
a5,1,0.384052,0.757691,[50 21] ; [23 14],[47.99074074 23.00925926] ; [25.00925926 11.99074074],0
a4,1,0.392574,0.730953,[29 42] ; [12 25],[26.9537037 44.0462963] ; [14.0462963 22.9537037],0
a7,1,0.43561,0.607818,[53 18] ; [25 12],[51.27777778 19.72222222] ; [26.72222222 10.27777778],0
p8,1,0.440804,0.594189,[43 28] ; [19 17],[41.14018692 29.85981308] ; [20.85981308 15.14018692],0
p7,1,0.461826,0.541465,[52 18] ; [25 12],[50.37383178 19.62616822] ; [26.62616822 10.37383178],0
p9,1,0.542291,0.37131,[53 17] ; [26 11],[51.68224299 18.31775701] ; [27.31775701  9.68224299],0
n2,1,0.549667,0.357914,[16  7] ; [11  3],[16.78378378  6.21621622] ; [10.21621622  3.78378378],0
a1,1,0.690892,0.158121,[ 3 68] ; [ 1 36],[ 2.62962963 68.37037037] ; [ 1.37037037 35.62962963],0
n6,1,0.695666,0.15302,[44 25] ; [25 12],[44.91509434 24.08490566] ; [24.08490566 12.91509434],0
b1,1,0.702395,0.145993,[28 43] ; [16 21],[28.92592593 42.07407407] ; [15.07407407 21.92592593],0
n5,1,0.730964,0.118228,[26 44] ; [15 22],[26.82242991 43.17757009] ; [14.17757009 22.82242991],0
n3,1,0.802317,0.062675,[16  7] ; [11  4],[16.34210526  6.65789474] ; [10.65789474  4.34210526],0
p2,1,0.884135,0.021237,[54 16] ; [29  8],[54.29906542 15.70093458] ; [28.70093458  8.29906542],0
u3,1,0.884483,0.021109,[19  8] ; [8 3],[19.18421053  7.81578947] ; [7.81578947 3.18421053],0
p11,1,0.889878,0.019171,[47 24] ; [24 13],[46.67592593 24.32407407] ; [24.32407407 12.67592593],0
v4,1,0.951252,0.003737,[65  6] ; [34  3],[65.08333333  5.91666667] ; [33.91666667  3.08333333],0
p12,1,0.960779,0.002418,[ 4 67] ; [ 2 35],[ 3.94444444 67.05555556] ; [ 2.05555556 34.94444444],0
a8,1,0.985483,0.000331,[ 4 61] ; [ 2 31],[ 3.97959184 61.02040816] ; [ 2.02040816 30.97959184],0
