Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000155,14.307859,[10  3] ; [27 79],[4.04201681 8.95798319] ; [32.95798319 73.04201681],1
s7,1,0.001791,9.752499,[10  3] ; [32 67],[4.875 8.125] ; [37.125 61.875],0
d1,1,0.002681,9.012815,[10  3] ; [36 70],[5.02521008 7.97478992] ; [40.97478992 65.02521008],0
s2,1,0.007875,7.061786,[9 4] ; [33 71],[4.66666667 8.33333333] ; [37.33333333 66.66666667],0
p4,1,0.015269,5.885185,[8 5] ; [30 76],[4.1512605 8.8487395] ; [33.8487395 72.1512605],0
u1,1,0.033221,4.534351,[ 2 11] ; [  3 103],[ 0.54621849 12.45378151] ; [  4.45378151 101.54621849],0
p3,1,0.040497,4.196952,[7 6] ; [28 78],[3.82352941 9.17647059] ; [31.17647059 74.82352941],0
p9,1,0.044817,4.025503,[12  1] ; [66 36],[8.8173913 4.1826087] ; [69.1826087 32.8173913],0
d5,1,0.052009,3.775485,[11  2] ; [60 46],[7.75630252 5.24369748] ; [63.24369748 42.75630252],0
a4,1,0.052713,3.752984,[9 4] ; [43 62],[5.72881356 7.27118644] ; [46.27118644 58.72881356],0
v3,1,0.053872,3.716659,[6 7] ; [21 76],[3.19090909 9.80909091] ; [23.80909091 73.19090909],0
s6,1,0.057759,3.600593,[10  3] ; [51 53],[6.77777778 6.22222222] ; [54.22222222 49.77777778],0
d2,1,0.06598,3.380307,[9 4] ; [44 60],[5.88888889 7.11111111] ; [47.11111111 56.88888889],0
u4,1,0.074004,3.191889,[ 1 12] ; [  1 105],[ 0.21848739 12.78151261] ; [  1.78151261 104.21848739],0
n4,1,0.077456,3.117489,[12  1] ; [73 33],[9.28571429 3.71428571] ; [75.71428571 30.28571429],0
a6,1,0.099026,2.72116,[ 3 10] ; [50 56],[5.78991597 7.21008403] ; [47.21008403 58.78991597],0
v2,1,0.194683,1.681818,[6 6] ; [31 68],[4. 8.] ; [33. 66.],0
n5,1,0.194829,1.680717,[11  2] ; [71 35],[8.95798319 4.04201681] ; [73.04201681 32.95798319],0
n1,1,0.197176,1.663168,[3 1] ; [20 28],[1.76923077 2.23076923] ; [21.23076923 26.76923077],0
u3,1,0.245602,1.348148,[2 1] ; [13 26],[1.07142857 1.92857143] ; [13.92857143 25.07142857],0
p8,1,0.268321,1.225308,[4 9] ; [19 87],[ 2.51260504 10.48739496] ; [20.48739496 85.51260504],0
r1,1,0.292767,1.106855,[6 7] ; [65 41],[7.75630252 5.24369748] ; [63.24369748 42.75630252],0
p11,1,0.29909,1.078247,[10  3] ; [66 40],[8.30252101 4.69747899] ; [67.69747899 38.30252101],0
d4,1,0.29909,1.078247,[10  3] ; [66 40],[8.30252101 4.69747899] ; [67.69747899 38.30252101],0
a3,1,0.328741,0.953853,[10  3] ; [67 39],[8.41176471 4.58823529] ; [68.58823529 37.41176471],0
s3,1,0.353656,0.860294,[7 6] ; [42 62],[5.44444444 7.55555556] ; [43.55555556 60.44444444],0
u2,1,0.387154,0.747863,[2 1] ; [16 23],[1.28571429 1.71428571] ; [16.71428571 22.28571429],0
b4,1,0.396261,0.719642,[6 7] ; [62 44],[7.42857143 5.57142857] ; [60.57142857 45.42857143],0
v1,1,0.400115,0.707981,[6 6] ; [39 65],[4.65517241 7.34482759] ; [40.34482759 63.65517241],0
b1,1,0.432138,0.61707,[5 8] ; [53 53],[6.33613445 6.66386555] ; [51.66386555 54.33613445],0
n3,1,0.451402,0.56713,[3 1] ; [25 20],[2.28571429 1.71428571] ; [25.71428571 19.28571429],0
b5,1,0.470467,0.520879,[8 5] ; [54 52],[6.77310924 6.22689076] ; [55.22689076 50.77310924],0
a5,1,0.495256,0.465088,[9 4] ; [63 43],[7.86554622 5.13445378] ; [64.13445378 41.86554622],0
s4,1,0.527298,0.399596,[ 1 11] ; [16 90],[ 1.72881356 10.27118644] ; [15.27118644 90.72881356],0
p2,1,0.552263,0.353279,[8 5] ; [56 50],[6.99159664 6.00840336] ; [57.00840336 48.99159664],0
n6,1,0.581659,0.303561,[10  3] ; [73 32],[9.1440678 3.8559322] ; [73.8559322 31.1440678],0
d3,1,0.592665,0.286201,[5 8] ; [33 73],[4.1512605 8.8487395] ; [33.8487395 72.1512605],0
s5,1,0.631457,0.23009,[3 8] ; [21 79],[2.37837838 8.62162162] ; [21.62162162 78.37837838],0
p10,1,0.692477,0.156417,[8 5] ; [58 46],[7.33333333 5.66666667] ; [58.66666667 45.33333333],0
r4,1,0.717559,0.130844,[9 4] ; [68 38],[8.41176471 4.58823529] ; [68.58823529 37.41176471],0
n2,1,0.732833,0.116527,[3 1] ; [32 16],[2.69230769 1.30769231] ; [32.30769231 15.69230769],0
a1,1,0.768861,0.086357,[ 1 12] ; [  6 100],[ 0.76470588 12.23529412] ; [ 6.23529412 99.76470588],0
b3,1,0.825404,0.048664,[5 5] ; [31 36],[4.67532468 5.32467532] ; [31.32467532 35.67532468],0
b2,1,0.825404,0.048664,[5 5] ; [31 36],[4.67532468 5.32467532] ; [31.32467532 35.67532468],0
p1,1,0.837868,0.04187,[ 1 12] ; [10 96],[ 1.20168067 11.79831933] ; [ 9.79831933 96.20168067],0
a8,1,0.946901,0.004435,[ 1 11] ; [ 9 92],[ 1.0619469 10.9380531] ; [ 8.9380531 92.0619469],0
a2,1,0.985097,0.000349,[ 1 12] ; [ 8 98],[ 0.98319328 12.01680672] ; [ 8.01680672 97.98319328],0
