Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.00026,13.339248,[ 2 11] ; [33 13],[7.71186441 5.28813559] ; [27.28813559 18.71186441],1
v4,1,0.005385,7.745294,[9 4] ; [44  2],[11.6779661  1.3220339] ; [41.3220339  4.6779661],0
a7,1,0.006886,7.302383,[ 3 10] ; [30 16],[7.27118644 5.72881356] ; [25.72881356 20.27118644],0
n5,1,0.00699,7.275429,[4 9] ; [33 13],[8.15254237 4.84745763] ; [28.84745763 17.15254237],0
p11,1,0.017111,5.684967,[5 8] ; [34 12],[8.59322034 4.40677966] ; [30.40677966 15.59322034],0
p10,1,0.026917,4.896143,[5 8] ; [33 13],[8.37288136 4.62711864] ; [29.62711864 16.37288136],0
v1,1,0.038458,4.284663,[ 3 10] ; [24 19],[6.26785714 6.73214286] ; [20.73214286 22.26785714],0
p9,1,0.038484,4.283517,[6 7] ; [35 11],[9.03389831 3.96610169] ; [31.96610169 14.03389831],0
p3,1,0.038489,4.283297,[4 9] ; [29 17],[7.27118644 5.72881356] ; [25.72881356 20.27118644],0
s7,1,0.054291,3.703734,[ 2 10] ; [20 22],[4.88888889 7.11111111] ; [17.11111111 24.88888889],0
d1,1,0.054418,3.699833,[4 9] ; [28 18],[7.05084746 5.94915254] ; [24.94915254 21.05084746],0
d3,1,0.054418,3.699833,[4 9] ; [28 18],[7.05084746 5.94915254] ; [24.94915254 21.05084746],0
s8,1,0.062974,3.457288,[ 3 10] ; [24 22],[5.94915254 7.05084746] ; [21.05084746 24.94915254],0
a6,1,0.075001,3.170035,[4 9] ; [27 19],[6.83050847 6.16949153] ; [24.16949153 21.83050847],0
r4,1,0.078062,3.10479,[9 4] ; [41  5],[11.01694915  1.98305085] ; [38.98305085  7.01694915],0
d2,1,0.101011,2.689509,[4 9] ; [26 20],[6.61016949 6.38983051] ; [23.38983051 22.61016949],0
r1,1,0.117952,2.444308,[7 6] ; [35 11],[9.25423729 3.74576271] ; [32.74576271 13.25423729],0
n2,1,0.129714,2.295918,[2 2] ; [12  2],[3.11111111 0.88888889] ; [10.88888889  3.11111111],0
s6,1,0.129851,2.294282,[7 6] ; [34 11],[9.18965517 3.81034483] ; [31.81034483 13.18965517],0
a4,1,0.133218,2.254602,[4 9] ; [25 21],[6.38983051 6.61016949] ; [22.61016949 23.38983051],0
b5,1,0.150737,2.064777,[5 8] ; [28 18],[7.27118644 5.72881356] ; [25.72881356 20.27118644],0
r2,1,0.156814,2.004686,[10  3] ; [42  4],[11.45762712  1.54237288] ; [40.54237288  5.45762712],0
s2,1,0.168992,1.891864,[5 8] ; [27 18],[7.17241379 5.82758621] ; [24.82758621 20.17241379],0
s4,1,0.189053,1.724985,[ 1 12] ; [11 34],[ 2.68965517 10.31034483] ; [ 9.31034483 35.68965517],0
b1,1,0.196006,1.67189,[8 5] ; [19 27],[5.94915254 7.05084746] ; [21.05084746 24.94915254],0
s5,1,0.20194,1.628289,[2 9] ; [17 27],[3.8 7.2] ; [15.2 28.8],0
a3,1,0.213347,1.548568,[6 7] ; [30 16],[7.93220339 5.06779661] ; [28.06779661 17.93220339],0
s1,1,0.264812,1.243424,[ 2 10] ; [ 3 43],[ 1.03448276 10.96551724] ; [ 3.96551724 42.03448276],0
d4,1,0.297487,1.085428,[8 5] ; [35 11],[9.47457627 3.52542373] ; [33.52542373 12.47457627],0
p7,1,0.358228,0.844095,[7 5] ; [20 26],[5.5862069 6.4137931] ; [21.4137931 24.5862069],0
a5,1,0.384367,0.756687,[8 5] ; [34 12],[9.25423729 3.74576271] ; [32.74576271 13.25423729],0
b4,1,0.421251,0.646824,[6 7] ; [27 19],[7.27118644 5.72881356] ; [25.72881356 20.27118644],0
u2,1,0.421374,0.646479,[5 2] ; [8 7],[4.13636364 2.86363636] ; [8.86363636 6.13636364],0
p6,1,0.437728,0.602231,[3 9] ; [17 29],[4.13793103 7.86206897] ; [15.86206897 30.13793103],0
n1,1,0.453388,0.562169,[2 1] ; [6 8],[1.41176471 1.58823529] ; [6.58823529 7.41176471],0
v3,1,0.570625,0.321637,[3 8] ; [16 28],[3.8 7.2] ; [15.2 28.8],0
u3,1,0.590726,0.289211,[4 3] ; [11  5],[4.56521739 2.43478261] ; [10.43478261  5.56521739],0
d5,1,0.616168,0.25129,[9 4] ; [35 11],[9.69491525 3.30508475] ; [34.30508475 11.69491525],0
p1,1,0.627907,0.23491,[ 1 12] ; [ 2 44],[ 0.66101695 12.33898305] ; [ 2.33898305 43.66101695],0
s3,1,0.701445,0.146973,[6 7] ; [24 22],[6.61016949 6.38983051] ; [23.38983051 22.61016949],0
v2,1,0.757333,0.095471,[7 5] ; [24 21],[6.52631579 5.47368421] ; [24.47368421 20.52631579],0
p8,1,0.872923,0.025583,[5 7] ; [18 28],[4.75862069 7.24137931] ; [18.24137931 27.75862069],0
n3,1,0.879563,0.022959,[3 1] ; [11  3],[3.11111111 0.88888889] ; [10.88888889  3.11111111],0
r3,1,0.882154,0.021975,[12  1] ; [43  3],[12.11864407  0.88135593] ; [42.88135593  3.11864407],0
a1,1,0.908687,0.013155,[ 1 12] ; [ 4 42],[ 1.10169492 11.89830508] ; [ 3.89830508 42.10169492],0
a8,1,0.930048,0.007706,[ 1 12] ; [ 3 40],[ 0.92857143 12.07142857] ; [ 3.07142857 39.92857143],0
b2,1,1.0,0.0,[3 5] ; [12 20],[3. 5.] ; [12. 20.],0
b3,1,1.0,0.0,[3 5] ; [12 20],[3. 5.] ; [12. 20.],0
