Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.002562,9.095679,[ 18 215] ; [2 2],[ 19.66244726 213.33755274] ; [0.33755274 3.66244726],0
p11,1,0.101555,2.680953,[192  42] ; [2 2],[190.7394958  43.2605042] ; [3.2605042 0.7394958],0
b1,1,0.121939,2.392233,[ 87 147] ; [3 1],[ 88.48739496 145.51260504] ; [1.51260504 2.48739496],0
p9,1,0.255978,1.290377,[211  20] ; [3 1],[210.35744681  20.64255319] ; [3.64255319 0.35744681],0
p7,1,0.280246,1.165897,[168  59] ; [2 2],[167.05627706  59.94372294] ; [2.94372294 1.05627706],0
v1,1,0.335187,0.928755,[164  64] ; [2 2],[163.13793103  64.86206897] ; [2.86206897 1.13793103],0
a4,1,0.363896,0.824404,[112 122] ; [1 3],[111.10084034 122.89915966] ; [1.89915966 2.10084034],0
p10,1,0.417858,0.65633,[203  27] ; [3 1],[202.47863248  27.52136752] ; [3.52136752 0.47863248],0
d4,1,0.42941,0.62442,[206  28] ; [3 1],[205.48739496  28.51260504] ; [3.51260504 0.48739496],0
d5,1,0.42941,0.62442,[206  28] ; [3 1],[205.48739496  28.51260504] ; [3.51260504 0.48739496],0
p12,1,0.434773,0.61004,[ 28 204] ; [1 3],[ 28.50847458 203.49152542] ; [0.49152542 3.50847458],0
b2,1,0.508434,0.437289,[68 96] ; [1 3],[67.35714286 96.64285714] ; [1.64285714 2.35714286],0
b3,1,0.508434,0.437289,[68 96] ; [1 3],[67.35714286 96.64285714] ; [1.64285714 2.35714286],0
p8,1,0.517302,0.419269,[135  94] ; [3 1],[135.63090129  93.36909871] ; [2.36909871 1.63090129],0
d2,1,0.517784,0.418305,[138  96] ; [3 1],[138.6302521  95.3697479] ; [2.3697479 1.6302521],0
v3,1,0.553137,0.351727,[148  82] ; [2 2],[147.43589744  82.56410256] ; [2.56410256 1.43589744],0
p5,1,0.578319,0.30896,[ 35 199] ; [1 3],[ 35.39495798 198.60504202] ; [0.60504202 3.39495798],0
n3,1,0.692373,0.156529,[33 10] ; [2 1],[32.7173913 10.2826087] ; [2.2826087 0.7173913],0
p4,1,0.72141,0.127146,[155  78] ; [3 1],[155.33333333  77.66666667] ; [2.66666667 1.33333333],0
s6,1,0.730073,0.119045,[188  42] ; [3 1],[187.73504274  42.26495726] ; [3.26495726 0.73504274],0
a5,1,0.735071,0.114506,[191  43] ; [3 1],[190.7394958  43.2605042] ; [3.2605042 0.7394958],0
a6,1,0.786468,0.073387,[160  73] ; [3 1],[160.24894515  72.75105485] ; [2.75105485 1.24894515],0
d1,1,0.790635,0.070483,[161  73] ; [3 1],[161.24369748  72.75630252] ; [2.75630252 1.24369748],0
d3,1,0.817609,0.053186,[163  71] ; [3 1],[163.21008403  70.78991597] ; [2.78991597 1.21008403],0
a2,1,0.916681,0.010944,[ 64 170] ; [1 3],[ 63.90756303 170.09243697] ; [1.09243697 2.90756303],0
s5,1,0.920604,0.009935,[104 115] ; [2 2],[104.09865471 114.90134529] ; [1.90134529 2.09865471],0
p6,1,0.958733,0.002677,[112 118] ; [2 2],[112.05128205 117.94871795] ; [1.94871795 2.05128205],0
u1,1,0.976771,0.000848,[ 60 174] ; [1 3],[ 59.97478992 174.02521008] ; [1.02521008 2.97478992],0
