Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000481,12.186641,[66 39] ; [218  54],[79.09814324 25.90185676] ; [204.90185676  67.09814324],1
v1,1,0.000614,11.732711,[47 57] ; [172  94],[61.55675676 42.44324324] ; [157.44324324 108.55675676],1
s6,1,0.001281,10.37019,[78 25] ; [241  30],[87.85294118 15.14705882] ; [231.14705882  39.85294118],0
s2,1,0.004097,8.240204,[68 38] ; [215  59],[78.94210526 27.05789474] ; [204.05789474  69.94210526],0
v3,1,0.023589,5.124584,[37 65] ; [130 133],[46.66849315 55.33150685] ; [120.33150685 142.66849315],0
b3,1,0.036414,4.377593,[22 46] ; [ 92 104],[29.36363636 38.63636364] ; [ 84.63636364 111.36363636],0
b2,1,0.036414,4.377593,[22 46] ; [ 92 104],[29.36363636 38.63636364] ; [ 84.63636364 111.36363636],0
v4,1,0.044265,4.046424,[99  6] ; [268   5],[101.94444444   3.05555556] ; [265.05555556   7.94444444],0
n6,1,0.048818,3.881601,[87 17] ; [247  25],[92.38297872 11.61702128] ; [241.61702128  30.38297872],0
n1,1,0.05282,3.749602,[ 7 16] ; [33 28],[10.95238095 12.04761905] ; [29.04761905 31.95238095],0
d1,1,0.087413,2.921383,[61 45] ; [184  91],[68.16272966 37.83727034] ; [176.83727034  98.16272966],0
p12,1,0.090066,2.873186,[ 7 98] ; [ 35 239],[11.63588391 93.36411609] ; [ 30.36411609 243.63588391],0
p5,1,0.106541,2.604789,[13 93] ; [ 52 218],[18.32446809 87.67553191] ; [ 46.67553191 223.32446809],0
s1,1,0.107543,2.58996,[ 8 97] ; [ 10 262],[ 5.0132626 99.9867374] ; [ 12.9867374 259.0132626],0
p2,1,0.130695,2.284231,[97  9] ; [235  39],[92.61052632 13.38947368] ; [239.38947368  34.61052632],0
n5,1,0.146119,2.112308,[81 23] ; [230  43],[85.79310345 18.20689655] ; [225.20689655  47.79310345],0
p8,1,0.160576,1.968789,[54 51] ; [161 110],[60.03989362 44.96010638] ; [154.96010638 116.03989362],0
a3,1,0.161038,1.964456,[83 22] ; [233  41],[87.54617414 17.45382586] ; [228.45382586  45.54617414],0
s5,1,0.177043,1.822271,[42 60] ; [128 133],[47.76859504 54.23140496] ; [122.23140496 138.76859504],0
p1,1,0.201457,1.631777,[ 8 98] ; [ 33 240],[11.46701847 94.53298153] ; [ 29.53298153 243.46701847],0
p6,1,0.202045,1.627527,[45 60] ; [136 135],[50.54521277 54.45478723] ; [130.45478723 140.54521277],0
u1,1,0.246994,1.340228,[21 85] ; [ 70 205],[25.3175853 80.6824147] ; [ 65.6824147 209.3175853],0
a5,1,0.283723,1.149168,[82 24] ; [226  49],[85.69028871 20.30971129] ; [222.30971129  52.69028871],0
b4,1,0.293003,1.105773,[63 43] ; [147 128],[58.42519685 47.57480315] ; [151.57480315 123.42519685],0
d5,1,0.316558,1.003117,[84 21] ; [231  43],[87.26912929 17.73087071] ; [227.73087071  46.26912929],0
a7,1,0.319798,0.989774,[78 28] ; [188  87],[74.00524934 31.99475066] ; [191.99475066  83.00524934],0
v2,1,0.327521,0.958674,[59 45] ; [165 100],[63.13279133 40.86720867] ; [160.86720867 104.13279133],0
u3,1,0.344484,0.893671,[15  8] ; [32 10],[16.63076923  6.36923077] ; [30.36923077 11.63076923],0
d3,1,0.363093,0.827168,[79 26] ; [194  81],[75.43421053 29.56578947] ; [197.56578947  77.43421053],0
d4,1,0.36801,0.810373,[87 18] ; [237  37],[89.76253298 15.23746702] ; [234.23746702  39.76253298],0
r4,1,0.387382,0.747144,[95 11] ; [254  21],[97.09711286  8.90288714] ; [251.90288714  23.09711286],0
d2,1,0.408408,0.68343,[55 50] ; [157 118],[58.57894737 46.42105263] ; [153.42105263 121.57894737],0
p11,1,0.434507,0.610746,[83 23] ; [225  50],[85.69028871 20.30971129] ; [222.30971129  52.69028871],0
u2,1,0.465165,0.533438,[13  9] ; [28 13],[14.31746032  7.68253968] ; [26.68253968 14.31746032],0
n2,1,0.481911,0.494535,[19  4] ; [46 15],[17.79761905  5.20238095] ; [47.20238095 13.79761905],0
a8,1,0.485249,0.487043,[15 83] ; [ 46 203],[17.22766571 80.77233429] ; [ 43.77233429 205.22766571],0
n3,1,0.536577,0.381921,[15  8] ; [44 17],[16.1547619  6.8452381] ; [42.8452381 18.1547619],0
p10,1,0.550498,0.356426,[95 11] ; [250  23],[96.49076517  9.50923483] ; [248.50923483  24.49076517],0
s4,1,0.554363,0.349558,[25 81] ; [ 57 217],[22.87368421 83.12631579] ; [ 59.12631579 214.87368421],0
b5,1,0.564781,0.331493,[59 47] ; [162 113],[61.4855643 44.5144357] ; [159.5144357 115.4855643],0
r3,1,0.596903,0.279692,[102   3] ; [264  11],[101.13157895   3.86842105] ; [264.86842105  10.13157895],0
r1,1,0.607626,0.263646,[87 19] ; [230  43],[88.65963061 17.34036939] ; [228.34036939  44.65963061],0
p3,1,0.667299,0.184778,[65 41] ; [162 113],[63.15485564 42.84514436] ; [163.84514436 111.15485564],0
a6,1,0.708913,0.139365,[68 37] ; [183  91],[69.53825858 35.46174142] ; [181.46174142  92.53825858],0
a2,1,0.724637,0.124093,[32 74] ; [ 78 197],[30.60367454 75.39632546] ; [ 79.39632546 195.60367454],0
p7,1,0.786712,0.073215,[74 30] ; [193  73],[75.04864865 28.95135135] ; [191.95135135  74.04864865],0
p4,1,0.820901,0.051251,[74 32] ; [188  86],[73.08421053 32.91578947] ; [188.91578947  85.08421053],0
a4,1,0.843949,0.038748,[54 52] ; [137 138],[53.13910761 52.86089239] ; [137.86089239 137.13910761],0
n4,1,0.874918,0.024779,[89 17] ; [231  42],[89.49868074 16.50131926] ; [230.50131926  42.49868074],0
b1,1,0.876724,0.024063,[41 65] ; [104 171],[40.34120735 65.65879265] ; [104.65879265 170.34120735],0
a1,1,0.937118,0.006224,[  6 100] ; [ 15 260],[  5.84251969 100.15748031] ; [ 15.15748031 259.84251969],0
r2,1,0.961291,0.002356,[101   4] ; [260  10],[101.08   3.92] ; [259.92  10.08],0
