Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.004977,7.887927,[ 4 20] ; [5 2],[ 6.96774194 17.03225806] ; [2.03225806 4.96774194],0
a2,1,0.006003,7.549388,[ 1 24] ; [3 4],[ 3.125 21.875] ; [0.875 6.125],0
a4,1,0.019532,5.453259,[ 6 19] ; [5 2],[ 8.59375 16.40625] ; [2.40625 4.59375],0
s6,1,0.019532,5.453259,[ 6 19] ; [5 2],[ 8.59375 16.40625] ; [2.40625 4.59375],0
a6,1,0.035923,4.400762,[ 7 18] ; [5 2],[ 9.375 15.625] ; [2.625 4.375],0
p11,1,0.050603,3.821356,[11 14] ; [6 1],[13.28125 11.71875] ; [3.71875 3.28125],0
v3,1,0.064488,3.418022,[ 3 22] ; [3 4],[ 4.6875 20.3125] ; [1.3125 5.6875],0
a3,1,0.092011,2.838828,[12 12] ; [6 1],[13.93548387 10.06451613] ; [4.06451613 2.93548387],0
p4,1,0.224551,1.475048,[ 8 17] ; [4 3],[ 9.375 15.625] ; [2.625 4.375],0
r3,1,0.23314,1.421602,[11 13] ; [5 2],[12.38709677 11.61290323] ; [3.61290323 3.38709677],0
n6,1,0.316151,1.004802,[12 12] ; [5 2],[13.16129032 10.83870968] ; [3.83870968 3.16129032],0
r4,1,0.320372,0.987429,[ 1 24] ; [1 6],[ 1.5625 23.4375] ; [0.4375 6.5625],0
b5,1,0.359734,0.838821,[13 12] ; [5 2],[14.0625 10.9375] ; [3.9375 3.0625],0
a7,1,0.41902,0.653061,[10 15] ; [4 3],[10.9375 14.0625] ; [3.0625 3.9375],0
v1,1,0.453508,0.56187,[ 7 18] ; [3 4],[ 7.8125 17.1875] ; [2.1875 4.8125],0
a5,1,0.462562,0.539688,[14 11] ; [5 2],[14.84375 10.15625] ; [4.15625 2.84375],0
p2,1,0.537957,0.379339,[11 14] ; [4 3],[11.71875 13.28125] ; [3.28125 3.71875],0
p3,1,0.582647,0.301976,[ 6 19] ; [1 6],[ 5.46875 19.53125] ; [1.53125 5.46875],0
p12,1,0.614051,0.254319,[ 2 23] ; [1 6],[ 2.34375 22.65625] ; [0.65625 6.34375],0
s2,1,0.63893,0.220145,[ 6 19] ; [2 4],[ 6.4516129 18.5483871] ; [1.5483871 4.4516129],0
p5,1,0.639291,0.219671,[ 2 22] ; [1 6],[ 2.32258065 21.67741935] ; [0.67741935 6.32258065],0
b1,1,0.668929,0.182857,[13 12] ; [3 4],[12.5 12.5] ; [3.5 3.5],0
n5,1,0.714546,0.133779,[16  9] ; [5 2],[16.40625  8.59375] ; [4.59375 2.40625],0
n4,1,0.714546,0.133779,[16  9] ; [5 2],[16.40625  8.59375] ; [4.59375 2.40625],0
r1,1,0.714546,0.133779,[ 9 16] ; [2 5],[ 8.59375 16.40625] ; [2.40625 4.59375],0
s8,1,0.804997,0.060952,[ 6 19] ; [2 5],[ 6.25 18.75] ; [1.75 5.25],0
a8,1,0.819477,0.052083,[ 5 19] ; [1 5],[ 4.8 19.2] ; [1.2 4.8],0
s3,1,0.842103,0.039683,[ 7 17] ; [2 4],[ 7.2 16.8] ; [1.8 4.2],0
p8,1,0.849304,0.036102,[ 6 18] ; [2 5],[ 6.19354839 17.80645161] ; [1.80645161 5.19354839],0
p10,1,0.854813,0.033482,[11 13] ; [3 3],[11.2 12.8] ; [2.8 3.2],0
s5,1,0.871602,0.026122,[ 3 22] ; [1 6],[ 3.125 21.875] ; [0.875 6.125],0
p1,1,0.871602,0.026122,[ 3 22] ; [1 6],[ 3.125 21.875] ; [0.875 6.125],0
p6,1,0.880212,0.022711,[ 4 20] ; [1 6],[ 3.87096774 20.12903226] ; [1.12903226 5.87096774],0
s7,1,0.96662,0.001751,[ 5 19] ; [1 4],[ 4.96551724 19.03448276] ; [1.03448276 3.96551724],0
p9,1,1.0,0.0,[12 12] ; [3 3],[12. 12.] ; [3. 3.],0
