Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,27.527375,[32 10] ; [ 9 36],[19.79310345 22.20689655] ; [21.20689655 23.79310345],1
p2,1,0.000405,12.507619,[29 13] ; [14 31],[20.75862069 21.24137931] ; [22.24137931 22.75862069],1
p11,1,0.001989,9.55963,[26 18] ; [12 33],[18.78651685 25.21348315] ; [19.21348315 25.78651685],0
r3,1,0.00328,8.644987,[29 13] ; [16 27],[22.23529412 19.76470588] ; [22.76470588 20.23529412],0
a7,1,0.01358,6.091875,[30 14] ; [18 25],[24.27586207 19.72413793] ; [23.72413793 19.27586207],0
n3,1,0.015344,5.876538,[13  4] ; [11 17],[9.06666667 7.93333333] ; [14.93333333 13.06666667],0
v4,1,0.018437,5.554097,[29 12] ; [20 24],[23.63529412 17.36470588] ; [25.36470588 18.63529412],0
s8,1,0.021765,5.264487,[ 9 35] ; [ 2 43],[ 5.43820225 38.56179775] ; [ 5.56179775 39.43820225],0
s3,1,0.022414,5.21339,[22 21] ; [12 32],[16.8045977 26.1954023] ; [17.1954023 26.8045977],0
s6,1,0.03492,4.449096,[19 25] ; [10 35],[14.33707865 29.66292135] ; [14.66292135 30.33707865],0
s2,1,0.042698,4.107329,[15 29] ; [ 7 38],[10.87640449 33.12359551] ; [11.12359551 33.87640449],0
d2,1,0.067003,3.354962,[14 30] ; [22 21],[18.20689655 25.79310345] ; [17.79310345 25.20689655],0
a4,1,0.067108,3.352381,[10 34] ; [18 26],[14. 30.] ; [14. 30.],0
s7,1,0.073457,3.204025,[15 29] ; [ 7 34],[11.38823529 32.61176471] ; [10.61176471 30.38823529],0
v1,1,0.07709,3.125218,[17 23] ; [11 34],[13.17647059 26.82352941] ; [14.82352941 30.17647059],0
a8,1,0.084314,2.979726,[ 5 36] ; [ 1 41],[ 2.96385542 38.03614458] ; [ 3.03614458 38.96385542],0
d4,1,0.177231,1.82069,[32 12] ; [26 18],[29. 15.] ; [29. 15.],0
r2,1,0.181875,1.782232,[28 12] ; [24 19],[25.06024096 14.93975904] ; [26.93975904 16.06024096],0
n2,1,0.192657,1.697185,[11  6] ; [13 16],[8.86956522 8.13043478] ; [15.13043478 13.86956522],0
p3,1,0.198227,1.655391,[ 8 35] ; [ 4 40],[ 5.93103448 37.06896552] ; [ 6.06896552 37.93103448],0
p7,1,0.209827,1.572621,[13 27] ; [ 9 35],[10.47619048 29.52380952] ; [11.52380952 32.47619048],0
n6,1,0.282871,1.153246,[23 19] ; [19 25],[20.51162791 21.48837209] ; [21.48837209 22.51162791],0
d3,1,0.290202,1.118684,[23 20] ; [19 26],[20.52272727 22.47727273] ; [21.47727273 23.52272727],0
b4,1,0.309646,1.032184,[30 14] ; [26 19],[27.68539326 16.31460674] ; [28.31460674 16.68539326],0
b5,1,0.334351,0.931971,[26 18] ; [22 23],[23.73033708 20.26966292] ; [24.26966292 20.73033708],0
a5,1,0.343028,0.899082,[22 22] ; [18 27],[19.7752809 24.2247191] ; [20.2247191 24.7752809],0
p8,1,0.34346,0.897475,[ 9 34] ; [ 6 39],[ 7.32954545 35.67045455] ; [ 7.67045455 37.32954545],0
r1,1,0.359942,0.838095,[12 32] ; [16 28],[14. 30.] ; [14. 30.],0
b3,1,0.366922,0.814062,[ 7 15] ; [12 15],[ 8.53061224 13.46938776] ; [10.46938776 16.53061224],0
b2,1,0.366922,0.814062,[ 7 15] ; [12 15],[ 8.53061224 13.46938776] ; [10.46938776 16.53061224],0
