Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.032791,4.556668,[ 2 12] ; [13 14],[5.12195122 8.87804878] ; [ 9.87804878 17.12195122],0
n4,1,0.037558,4.324943,[ 5 10] ; [18  9],[8.21428571 6.78571429] ; [14.78571429 12.21428571],0
v4,1,0.040424,4.2,[7 8] ; [21  6],[10.  5.] ; [18.  9.],0
b1,1,0.065624,3.389213,[13  2] ; [16 11],[10.35714286  4.64285714] ; [18.64285714  8.35714286],0
d1,1,0.094264,2.8,[6 9] ; [18  9],[8.57142857 6.42857143] ; [15.42857143 11.57142857],0
p10,1,0.094264,2.8,[6 9] ; [18  9],[8.57142857 6.42857143] ; [15.42857143 11.57142857],0
s2,1,0.157787,1.995308,[ 2 13] ; [ 9 18],[ 3.92857143 11.07142857] ; [ 7.07142857 19.92857143],0
d5,1,0.161077,1.964085,[10  5] ; [23  4],[11.78571429  3.21428571] ; [21.21428571  5.78571429],0
u2,1,0.169583,1.886621,[4 2] ; [2 5],[2.76923077 3.23076923] ; [3.23076923 3.76923077],0
a5,1,0.171857,1.866667,[8 7] ; [20  7],[10.  5.] ; [18.  9.],0
d2,1,0.204545,1.609618,[ 5 10] ; [14 12],[6.95121951 8.04878049] ; [12.04878049 13.95121951],0
s8,1,0.23478,1.411667,[ 2 13] ; [ 8 19],[ 3.57142857 11.42857143] ; [ 6.42857143 20.57142857],0
a6,1,0.247943,1.334859,[10  5] ; [13 14],[8.21428571 6.78571429] ; [14.78571429 12.21428571],0
n5,1,0.269538,1.219095,[8 7] ; [19  8],[9.64285714 5.35714286] ; [17.35714286  9.64285714],0
b3,1,0.277877,1.177444,[4 6] ; [ 4 15],[2.75862069 7.24137931] ; [ 5.24137931 13.75862069],0
b2,1,0.277877,1.177444,[4 6] ; [ 4 15],[2.75862069 7.24137931] ; [ 5.24137931 13.75862069],0
p3,1,0.300299,1.072866,[ 5 10] ; [13 13],[6.58536585 8.41463415] ; [11.41463415 14.58536585],0
a7,1,0.306504,1.045679,[7 8] ; [17 10],[8.57142857 6.42857143] ; [15.42857143 11.57142857],0
r1,1,0.333998,0.933333,[6 9] ; [15 12],[7.5 7.5] ; [13.5 13.5],0
a3,1,0.344471,0.893722,[9 6] ; [20  7],[10.35714286  4.64285714] ; [18.64285714  8.35714286],0
s5,1,0.359397,0.84,[ 3 12] ; [ 9 18],[ 4.28571429 10.71428571] ; [ 7.71428571 19.28571429],0
p8,1,0.361714,0.831934,[ 4 11] ; [11 16],[5.35714286 9.64285714] ; [ 9.64285714 17.35714286],0
p9,1,0.424327,0.638299,[7 7] ; [17 10],[8.19512195 5.80487805] ; [15.80487805 11.19512195],0
a1,1,0.434618,0.61045,[ 1 14] ; [ 4 23],[ 1.78571429 13.21428571] ; [ 3.21428571 23.78571429],0
s6,1,0.482096,0.494118,[ 5 10] ; [12 15],[6.07142857 8.92857143] ; [10.92857143 16.07142857],0
s4,1,0.482096,0.494118,[ 2 13] ; [ 6 21],[ 2.85714286 12.14285714] ; [ 5.14285714 21.85714286],0
v3,1,0.537471,0.380247,[ 4 11] ; [ 5 22],[ 3.21428571 11.78571429] ; [ 5.78571429 21.21428571],0
p4,1,0.542385,0.371137,[7 8] ; [10 17],[6.07142857 8.92857143] ; [10.92857143 16.07142857],0
b5,1,0.542385,0.371137,[8 7] ; [17 10],[8.92857143 6.07142857] ; [16.07142857 10.92857143],0
n3,1,0.598802,0.276807,[2 4] ; [6 7],[2.52631579 3.47368421] ; [5.47368421 7.52631579],0
n6,1,0.607487,0.263851,[8 7] ; [16 10],[8.7804878 6.2195122] ; [15.2195122 10.7804878],0
n2,1,0.635848,0.224213,[3 3] ; [8 5],[3.47368421 2.52631579] ; [7.52631579 5.47368421],0
p6,1,0.665706,0.186667,[ 2 13] ; [ 5 22],[ 2.5 12.5] ; [ 4.5 22.5],0
p12,1,0.665706,0.186667,[ 1 14] ; [ 1 26],[ 0.71428571 14.28571429] ; [ 1.28571429 25.71428571],0
p7,1,0.672851,0.178286,[6 9] ; [ 8 16],[5.38461538 9.61538462] ; [ 8.61538462 15.38461538],0
a4,1,0.786468,0.073387,[7 8] ; [11 15],[6.58536585 8.41463415] ; [11.41463415 14.58536585],0
u3,1,0.796762,0.066327,[3 3] ; [4 3],[3.23076923 2.76923077] ; [3.76923077 3.23076923],0
d3,1,0.80353,0.061892,[10  5] ; [19  8],[10.35714286  4.64285714] ; [18.64285714  8.35714286],0
b4,1,0.810309,0.057613,[10  5] ; [17 10],[9.64285714 5.35714286] ; [17.35714286  9.64285714],0
p1,1,0.83126,0.045405,[ 2 13] ; [ 3 24],[ 1.78571429 13.21428571] ; [ 3.21428571 23.78571429],0
v1,1,0.849727,0.035897,[6 9] ; [10 17],[5.71428571 9.28571429] ; [10.28571429 16.71428571],0
p11,1,0.849727,0.035897,[6 9] ; [10 17],[5.71428571 9.28571429] ; [10.28571429 16.71428571],0
p5,1,0.857942,0.032039,[ 2 13] ; [ 4 22],[ 2.19512195 12.80487805] ; [ 3.80487805 22.19512195],0
a2,1,0.895405,0.017284,[ 2 13] ; [ 4 23],[ 2.14285714 12.85714286] ; [ 3.85714286 23.14285714],0
u1,1,0.928831,0.007977,[ 1 14] ; [ 2 25],[ 1.07142857 13.92857143] ; [ 1.92857143 25.07142857],0
s7,1,0.938278,0.005996,[4 9] ; [ 8 17],[4.10526316 8.89473684] ; [ 7.89473684 17.10526316],0
v2,1,0.958276,0.002737,[ 4 11] ; [ 7 20],[ 3.92857143 11.07142857] ; [ 7.07142857 19.92857143],0
p2,1,0.974697,0.001006,[7 8] ; [12 14],[6.95121951 8.04878049] ; [12.04878049 13.95121951],0
