Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.00583,7.60215,[11 18] ; [24  9],[16.37096774 12.62903226] ; [18.62903226 14.37096774],0
p4,1,0.017175,5.678424,[17 11] ; [10 23],[12.39344262 15.60655738] ; [14.60655738 18.39344262],0
p11,1,0.027228,4.876267,[22  7] ; [16 17],[17.77419355 11.22580645] ; [20.22580645 12.77419355],0
p5,1,0.031597,4.620248,[ 6 23] ; [ 1 31],[ 3.32786885 25.67213115] ; [ 3.67213115 28.32786885],0
s5,1,0.034036,4.492883,[13 16] ; [ 6 25],[ 9.18333333 19.81666667] ; [ 9.81666667 21.18333333],0
n3,1,0.038989,4.261364,[2 3] ; [9 1],[3.66666667 1.33333333] ; [7.33333333 2.66666667],0
d5,1,0.042063,4.132653,[16 12] ; [26  6],[19.6  8.4] ; [22.4  9.6],0
b1,1,0.043293,4.083934,[11 18] ; [21 12],[14.96774194 14.03225806] ; [17.03225806 15.96774194],0
d2,1,0.046919,3.948296,[ 7 21] ; [16 16],[10.73333333 17.26666667] ; [12.26666667 19.73333333],0
p6,1,0.047697,3.920648,[16 13] ; [10 23],[12.16129032 16.83870968] ; [13.83870968 19.16129032],0
a3,1,0.047697,3.920648,[13 16] ; [23 10],[16.83870968 12.16129032] ; [19.16129032 13.83870968],0
s7,1,0.087308,2.923322,[ 8 18] ; [17 15],[11.20689655 14.79310345] ; [13.79310345 18.20689655],0
b5,1,0.087478,2.920176,[16 13] ; [25  8],[19.17741935  9.82258065] ; [21.82258065 11.17741935],0
r3,1,0.120437,2.411623,[25  4] ; [32  1],[26.66129032  2.33870968] ; [30.33870968  2.66129032],0
d3,1,0.128127,2.315051,[16 12] ; [12 20],[13.06666667 14.93333333] ; [14.93333333 17.06666667],0
p3,1,0.15448,2.027441,[17 11] ; [14 19],[14.2295082 13.7704918] ; [16.7704918 16.2295082],0
a4,1,0.223075,1.484478,[ 8 21] ; [14 19],[10.29032258 18.70967742] ; [11.70967742 21.29032258],0
d4,1,0.235299,1.40854,[18 10] ; [25  7],[20.06666667  7.93333333] ; [22.93333333  9.06666667],0
s1,1,0.304163,1.055854,[ 4 25] ; [ 2 31],[ 2.80645161 26.19354839] ; [ 3.19354839 29.80645161],0
b4,1,0.316236,1.00445,[13 16] ; [19 14],[14.96774194 14.03225806] ; [17.03225806 15.96774194],0
p10,1,0.326985,0.960801,[21  8] ; [20 13],[19.17741935  9.82258065] ; [21.82258065 11.17741935],0
r4,1,0.360047,0.83773,[23  6] ; [29  4],[24.32258065  4.67741935] ; [27.67741935  5.32258065],0
n1,1,0.360387,0.836543,[1 4] ; [4 5],[1.78571429 3.21428571] ; [3.21428571 5.78571429],0
a2,1,0.366855,0.81429,[ 1 28] ; [ 3 30],[ 1.87096774 27.12903226] ; [ 2.12903226 30.87096774],0
u1,1,0.366855,0.81429,[ 1 28] ; [ 3 30],[ 1.87096774 27.12903226] ; [ 2.12903226 30.87096774],0
r1,1,0.370371,0.802418,[18 11] ; [24  9],[19.64516129  9.35483871] ; [22.35483871 10.64516129],0
b2,1,0.430223,0.622222,[ 4 14] ; [ 8 16],[ 5.14285714 12.85714286] ; [ 6.85714286 17.14285714],0
b3,1,0.430223,0.622222,[ 4 14] ; [ 8 16],[ 5.14285714 12.85714286] ; [ 6.85714286 17.14285714],0
a8,1,0.448486,0.574477,[ 4 24] ; [ 7 25],[ 5.13333333 22.86666667] ; [ 5.86666667 26.13333333],0
s6,1,0.45935,0.547477,[19 10] ; [18 14],[17.59016393 11.40983607] ; [19.40983607 12.59016393],0
v2,1,0.471194,0.519175,[18  9] ; [19 14],[16.65 10.35] ; [20.35 12.65],0
n4,1,0.526584,0.40098,[18 11] ; [23 10],[19.17741935  9.82258065] ; [21.82258065 11.17741935],0
n5,1,0.538926,0.377534,[19 10] ; [24  9],[20.11290323  8.88709677] ; [22.88709677 10.11290323],0
a6,1,0.553958,0.350275,[17 11] ; [17 15],[15.86666667 12.13333333] ; [18.13333333 13.86666667],0
r2,1,0.588738,0.292319,[25  4] ; [29  3],[25.67213115  3.32786885] ; [28.32786885  3.67213115],0
d1,1,0.599058,0.276419,[13 16] ; [17 16],[14.03225806 14.96774194] ; [15.96774194 17.03225806],0
s2,1,0.644106,0.213412,[15 14] ; [19 14],[15.90322581 13.09677419] ; [18.09677419 14.90322581],0
v3,1,0.650154,0.205706,[10 19] ; [ 9 22],[ 9.18333333 19.81666667] ; [ 9.81666667 21.18333333],0
p9,1,0.658205,0.195712,[20  9] ; [21 12],[19.17741935  9.82258065] ; [21.82258065 11.17741935],0
s4,1,0.692943,0.155918,[ 5 24] ; [ 7 26],[ 5.61290323 23.38709677] ; [ 6.38709677 26.61290323],0
s8,1,0.696307,0.152342,[10 18] ; [13 19],[10.73333333 17.26666667] ; [12.26666667 19.73333333],0
a5,1,0.718949,0.129502,[18 11] ; [19 14],[17.30645161 11.69354839] ; [19.69354839 13.30645161],0
u3,1,0.755794,0.096726,[9 7] ; [5 5],[8.61538462 7.38461538] ; [5.38461538 4.61538462],0
v1,1,0.773367,0.082929,[13 16] ; [16 17],[13.56451613 15.43548387] ; [15.43548387 17.56451613],0
v4,1,0.844659,0.038392,[25  4] ; [29  4],[25.25806452  3.74193548] ; [28.74193548  4.25806452],0
p1,1,0.893651,0.017872,[ 2 27] ; [ 2 31],[ 1.87096774 27.12903226] ; [ 2.12903226 30.87096774],0
a7,1,0.90607,0.013923,[18 11] ; [20 13],[17.77419355 11.22580645] ; [20.22580645 12.77419355],0
n6,1,0.906572,0.013774,[20  7] ; [24  9],[19.8  7.2] ; [24.2  8.8],0
u2,1,0.973215,0.001127,[7 9] ; [4 5],[7.04 8.96] ; [3.96 5.04],0
