Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,33.245272,[31 46] ; [246  85],[52.27696078 24.72303922] ; [224.72303922 106.27696078],1
n4,1,1.4e-05,18.886185,[39 39] ; [249  83],[54.7902439 23.2097561] ; [233.2097561  98.7902439],1
p10,1,2e-05,18.183239,[44 33] ; [264  65],[58.4137931 18.5862069] ; [249.5862069  79.4137931],1
p9,1,0.000324,12.928437,[50 27] ; [273  55],[61.40987654 15.59012346] ; [261.59012346  66.40987654],1
p11,1,0.002971,8.825367,[53 25] ; [276  57],[62.4379562 15.5620438] ; [266.5620438  66.4379562],0
s1,1,0.008367,6.953105,[ 4 71] ; [  3 324],[ 1.30597015 73.69402985] ; [  5.69402985 321.30597015],0
p7,1,0.031623,4.618828,[34 39] ; [199 131],[42.20595533 30.79404467] ; [190.79404467 139.20595533],0
s5,1,0.03378,4.50579,[10 63] ; [ 81 239],[16.90330789 56.09669211] ; [ 74.09669211 245.90330789],0
v1,1,0.055574,3.664775,[29 46] ; [166 160],[36.4713217 38.5286783] ; [158.5286783 167.4713217],0
u2,1,0.069836,3.286867,[19 10] ; [60 68],[14.59235669 14.40764331] ; [64.40764331 63.59235669],0
u3,1,0.082457,3.015803,[20  8] ; [69 60],[15.87261146 12.12738854] ; [73.12738854 55.87261146],0
b1,1,0.09817,2.735025,[34 44] ; [112 221],[27.7080292 50.2919708] ; [118.2919708 214.7080292],0
r1,1,0.102996,2.658534,[68  9] ; [266  65],[63.03431373 13.96568627] ; [270.96568627  60.03431373],0
v4,1,0.10419,2.640201,[73  5] ; [324   9],[75.34306569  2.65693431] ; [321.65693431  11.34306569],0
p5,1,0.134691,2.237584,[ 2 75] ; [ 24 309],[ 4.88292683 72.11707317] ; [ 21.11707317 311.88292683],0
b2,1,0.139489,2.183591,[11 35] ; [ 62 113],[15.19457014 30.80542986] ; [ 57.80542986 117.19457014],0
b3,1,0.139489,2.183591,[11 35] ; [ 62 113],[15.19457014 30.80542986] ; [ 57.80542986 117.19457014],0
p6,1,0.178219,1.812411,[16 58] ; [ 97 233],[20.6980198 53.3019802] ; [ 92.3019802 237.6980198],0
p12,1,0.199127,1.648768,[ 2 75] ; [ 21 310],[ 4.34068627 72.65931373] ; [ 18.65931373 312.34068627],0
s4,1,0.201405,1.632158,[ 7 71] ; [ 47 278],[10.4516129 67.5483871] ; [ 43.5483871 281.4516129],0
b4,1,0.204505,1.609903,[52 26] ; [196 137],[47.06569343 30.93430657] ; [200.93430657 132.06569343],0
p2,1,0.230006,1.440823,[59 19] ; [271  61],[62.7804878 15.2195122] ; [267.2195122  64.7804878],0
