Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4.3e-05,16.721078,[67 65] ; [208  84],[85.61320755 46.38679245] ; [189.38679245 102.61320755],1
p5,1,6.1e-05,16.076237,[  7 126] ; [ 60 232],[ 20.96705882 112.03294118] ; [ 46.03294118 245.96705882],1
p9,1,0.000164,14.203411,[107  25] ; [274  20],[118.05633803  13.94366197] ; [262.94366197  31.05633803],1
p10,1,0.000575,11.855326,[103  28] ; [266  27],[114.00707547  16.99292453] ; [254.99292453  38.00707547],1
p6,1,0.001256,10.405698,[50 82] ; [160 132],[65.37735849 66.62264151] ; [144.62264151 147.37735849],0
p7,1,0.002526,9.12146,[87 47] ; [229  62],[99.63294118 34.36705882] ; [216.36705882  74.63294118],0
p12,1,0.005807,7.609178,[  6 128] ; [ 39 254],[ 14.12177986 119.87822014] ; [ 30.87822014 262.12177986],0
v3,1,0.010995,6.466114,[43 85] ; [133 150],[54.81265207 73.18734793] ; [121.18734793 161.81265207],0
n6,1,0.018897,5.511026,[109  24] ; [263  29],[116.41411765  16.58588235] ; [255.58588235  36.41411765],0
s7,1,0.020156,5.398306,[64 66] ; [169 106],[74.79012346 55.20987654] ; [158.20987654 116.79012346],0
u1,1,0.04412,4.05198,[ 26 108] ; [ 84 210],[34.43925234 99.56074766] ; [ 75.56074766 218.43925234],0
s5,1,0.048638,3.887803,[43 86] ; [123 159],[52.10218978 76.89781022] ; [113.89781022 168.10218978],0
v2,1,0.050132,3.837049,[72 59] ; [184  99],[81.00483092 49.99516908] ; [174.99516908 108.00483092],0
a3,1,0.065724,3.386716,[100  34] ; [242  52],[107.07476636  26.92523364] ; [234.92523364  59.07476636],0
s8,1,0.070297,3.276073,[61 72] ; [161 130],[69.63679245 63.36320755] ; [152.36320755 138.63679245],0
p11,1,0.071946,3.238062,[105  29] ; [251  43],[111.45794393  22.54205607] ; [244.54205607  49.45794393],0
r4,1,0.075754,3.153727,[118  16] ; [274  20],[122.72897196  11.27102804] ; [269.27102804  24.72897196],0
b1,1,0.132434,2.263735,[48 86] ; [128 166],[55.10280374 78.89719626] ; [120.89719626 173.10280374],0
n4,1,0.144104,2.13358,[105  28] ; [249  45],[110.26229508  22.73770492] ; [243.73770492  50.26229508],0
s1,1,0.17834,1.811399,[  7 124] ; [  8 285],[  4.63443396 126.36556604] ; [ 10.36556604 282.63443396],0
r3,1,0.181467,1.785573,[125   9] ; [281  11],[127.70892019   6.29107981] ; [278.29107981  13.70892019],0
p1,1,0.184442,1.761461,[ 10 124] ; [ 34 257],[ 13.87294118 120.12705882] ; [ 30.12705882 260.87294118],0
s3,1,0.193404,1.691497,[70 59] ; [177 113],[76.04534606 52.95465394] ; [170.95465394 119.04534606],0
a7,1,0.216914,1.52467,[108  26] ; [221  73],[103.0046729  30.9953271] ; [225.9953271  68.0046729],0
p2,1,0.218982,1.511028,[116  17] ; [266  26],[119.54352941  13.45647059] ; [262.45647059  29.54352941],0
r2,1,0.24043,1.378071,[123   9] ; [278  12],[125.43127962   6.56872038] ; [275.56872038  14.43127962],0
d4,1,0.244286,1.355688,[113  21] ; [259  34],[116.74004684  17.25995316] ; [255.25995316  37.74004684],0
v1,1,0.254643,1.29765,[75 57] ; [178 106],[80.27884615 51.72115385] ; [172.72115385 111.27884615],0
b5,1,0.264661,1.244212,[82 52] ; [163 131],[76.70560748 57.29439252] ; [168.29439252 125.70560748],0
s2,1,0.288277,1.127653,[70 61] ; [171 119],[74.99049881 56.00950119] ; [166.00950119 123.99049881],0
a1,1,0.292894,1.106272,[  6 128] ; [ 21 273],[  8.45327103 125.54672897] ; [ 18.54672897 275.45327103],0
n5,1,0.330738,0.946007,[104  29] ; [240  52],[107.65176471  25.34823529] ; [236.34823529  55.65176471],0
d1,1,0.337117,0.921364,[91 43] ; [213  81],[95.17757009 38.82242991] ; [208.82242991  85.17757009],0
s6,1,0.338956,0.914376,[94 37] ; [217  68],[97.93509615 33.06490385] ; [213.06490385  71.93509615],0
b3,1,0.35506,0.855289,[34 56] ; [ 85 110],[37.57894737 52.42105263] ; [ 81.42105263 113.57894737],0
b2,1,0.35506,0.855289,[34 56] ; [ 85 110],[37.57894737 52.42105263] ; [ 81.42105263 113.57894737],0
