Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4.3e-05,16.721078,[67 65] ; [208  84],[85.61320755 46.38679245] ; [189.38679245 102.61320755],1
a2,1,0.404667,0.694413,[41 93] ; [102 192],[44.77102804 89.22897196] ; [ 98.22897196 195.77102804],0
u4,1,0.414483,0.665904,[  3 131] ; [ 11 282],[  4.39344262 129.60655738] ; [  9.60655738 283.39344262],0
s4,1,0.522247,0.409453,[ 21 112] ; [ 53 236],[ 23.32227488 109.67772512] ; [ 50.67772512 238.32227488],0
u2,1,0.523194,0.407592,[18 15] ; [32 20],[19.41176471 13.58823529] ; [30.58823529 21.41176471],0
n2,1,0.532031,0.390511,[26  8] ; [33 14],[24.7654321  9.2345679] ; [34.2345679 12.7654321],0
u3,1,0.571284,0.320539,[20 13] ; [34 17],[21.21428571 11.78571429] ; [32.78571429 18.21428571],0
a6,1,0.572857,0.317926,[94 40] ; [214  80],[96.42990654 37.57009346] ; [211.57009346  82.42990654],0
d2,1,0.720574,0.127943,[79 54] ; [180 114],[80.67213115 52.32786885] ; [178.32786885 115.67213115],0
r1,1,0.786497,0.073367,[113  19] ; [247  45],[112.0754717  19.9245283] ; [247.9245283  44.0754717],0
a8,1,0.81732,0.053358,[ 15 105] ; [ 35 227],[ 15.70680628 104.29319372] ; [ 34.29319372 227.70680628],0
d3,1,0.819151,0.052275,[103  31] ; [223  71],[102.06542056  31.93457944] ; [223.93457944  70.06542056],0
v4,1,0.836241,0.042726,[126   7] ; [278  14],[126.42823529   6.57176471] ; [277.57176471  14.42823529],0
n3,1,0.895678,0.017193,[25  8] ; [35 12],[24.75  8.25] ; [35.25 11.75],0
n1,1,0.926128,0.008597,[13 20] ; [19 28],[13.2 19.8] ; [18.8 28.2],0
a4,1,0.935749,0.006499,[75 58] ; [164 129],[74.61737089 58.38262911] ; [164.38262911 128.61737089],0
b4,1,0.954294,0.003285,[78 56] ; [172 122],[78.27102804 55.72897196] ; [171.72897196 122.27102804],0
d5,1,0.986516,0.000286,[117  17] ; [256  37],[117.05386417  16.94613583] ; [255.94613583  37.05386417],0
