Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.766304,[93  5] ; [31 18],[82.66666667 15.33333333] ; [41.33333333  7.66666667],1
s6,1,7.1e-05,15.797222,[65 29] ; [16 31],[54. 40.] ; [27. 20.],1
a5,1,0.000186,13.963636,[62 36] ; [15 34],[51.33333333 46.66666667] ; [25.66666667 23.33333333],1
v2,1,0.000222,13.635148,[50 44] ; [10 38],[39.71830986 54.28169014] ; [20.28169014 27.71830986],1
v3,1,0.000268,13.28186,[41 55] ; [ 6 42],[31.33333333 64.66666667] ; [15.66666667 32.33333333],1
r2,1,0.000524,12.027273,[94  4] ; [38 11],[88. 10.] ; [44.  5.],1
v1,1,0.002284,9.305727,[51 45] ; [13 36],[42.37241379 53.62758621] ; [21.62758621 27.37241379],0
a7,1,0.008744,6.874362,[67 31] ; [22 26],[59.73972603 38.26027397] ; [29.26027397 18.73972603],0
a3,1,0.01202,6.307891,[55 42] ; [17 32],[47.83561644 49.16438356] ; [24.16438356 24.83561644],0
n4,1,0.022341,5.219042,[79 19] ; [31 18],[73.33333333 24.66666667] ; [36.66666667 12.33333333],0
v4,1,0.023919,5.100503,[94  4] ; [41  7],[90.61643836  7.38356164] ; [44.38356164  3.61643836],0
s7,1,0.032724,4.560186,[43 48] ; [13 33],[37.19708029 53.80291971] ; [18.80291971 27.19708029],0
d3,1,0.035857,4.40391,[35 63] ; [ 9 39],[29.53424658 68.46575342] ; [14.46575342 33.53424658],0
p5,1,0.046601,3.959749,[15 82] ; [ 2 46],[11.37241379 85.62758621] ; [ 5.62758621 42.37241379],0
s5,1,0.04674,3.954719,[28 66] ; [ 7 41],[23.16901408 70.83098592] ; [11.83098592 36.16901408],0
p11,1,0.059921,3.539558,[78 20] ; [32 17],[73.33333333 24.66666667] ; [36.66666667 12.33333333],0
n1,1,0.062616,3.4667,[13 12] ; [ 3 11],[10.25641026 14.74358974] ; [5.74358974 8.25641026],0
n5,1,0.066176,3.375408,[81 17] ; [34 15],[76.66666667 21.33333333] ; [38.33333333 10.66666667],0
s8,1,0.070501,3.271326,[38 58] ; [12 37],[33.10344828 62.89655172] ; [16.89655172 32.10344828],0
