Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.766304,[93  5] ; [31 18],[82.66666667 15.33333333] ; [41.33333333  7.66666667],1
n2,1,0.078519,3.095288,[22  3] ; [9 5],[19.87179487  5.12820513] ; [11.12820513  2.87179487],0
a6,1,0.099598,2.711973,[60 38] ; [23 26],[55.33333333 42.66666667] ; [27.66666667 21.33333333],0
p1,1,0.113325,2.507225,[15 82] ; [ 3 45],[12.04137931 84.95862069] ; [ 5.95862069 42.04137931],0
u3,1,0.126071,2.340233,[21 22] ; [10 22],[17.77333333 25.22666667] ; [13.22666667 18.77333333],0
s2,1,0.13051,2.286433,[41 53] ; [15 34],[36.81118881 57.18881119] ; [19.18881119 29.81118881],0
p4,1,0.143554,2.13944,[54 43] ; [21 28],[49.82876712 47.17123288] ; [25.17123288 23.82876712],0
p10,1,0.193811,1.688407,[75 21] ; [32 15],[71.83216783 24.16783217] ; [35.16783217 11.83216783],0
p6,1,0.252559,1.309091,[33 63] ; [12 36],[30. 66.] ; [15. 33.],0
a2,1,0.267743,1.228275,[ 9 89] ; [ 2 47],[ 7.33333333 90.66666667] ; [ 3.66666667 45.33333333],0
d1,1,0.273322,1.2,[ 6 92] ; [ 1 48],[ 4.66666667 93.33333333] ; [ 2.33333333 46.66666667],0
r3,1,0.326508,0.962697,[89  9] ; [41  7],[87.26027397 10.73972603] ; [42.73972603  5.26027397],0
p8,1,0.421259,0.646801,[45 49] ; [20 29],[42.72727273 51.27272727] ; [22.27272727 26.72727273],0
b5,1,0.4795,0.5,[54 44] ; [30 19],[56. 42.] ; [28. 21.],0
b4,1,0.483197,0.491639,[50 48] ; [28 21],[52. 46.] ; [26. 23.],0
p3,1,0.487748,0.48149,[45 51] ; [20 29],[43.03448276 52.96551724] ; [21.96551724 27.03448276],0
a4,1,0.527374,0.399449,[22 74] ; [ 9 40],[20.52413793 75.47586207] ; [10.47586207 38.52413793],0
s1,1,0.569811,0.322998,[ 6 88] ; [ 2 47],[ 5.25874126 88.74125874] ; [ 2.74125874 46.25874126],0
s3,1,0.591215,0.288451,[49 44] ; [23 25],[47.4893617 45.5106383] ; [24.5106383 23.4893617],0
d5,1,0.627255,0.235802,[45 53] ; [20 28],[43.63013699 54.36986301] ; [21.36986301 26.63013699],0
p12,1,0.645978,0.211009,[ 8 89] ; [ 3 46],[ 7.30821918 89.69178082] ; [ 3.69178082 45.30821918],0
u2,1,0.64772,0.208787,[17 26] ; [11 21],[16.05333333 26.94666667] ; [11.94666667 20.05333333],0
s4,1,0.708674,0.139605,[19 77] ; [11 38],[19.86206897 76.13793103] ; [10.13793103 38.86206897],0
n3,1,0.714911,0.133421,[20  4] ; [11  3],[19.57894737  4.42105263] ; [11.42105263  2.57894737],0
p2,1,0.756377,0.09625,[75 22] ; [36 12],[74.25517241 22.74482759] ; [36.74482759 11.25517241],0
b2,1,0.774026,0.082434,[15 47] ; [ 6 22],[14.46666667 47.53333333] ; [ 6.53333333 21.46666667],0
b3,1,0.774026,0.082434,[15 47] ; [ 6 22],[14.46666667 47.53333333] ; [ 6.53333333 21.46666667],0
b1,1,0.80952,0.058103,[36 62] ; [19 30],[36.66666667 61.33333333] ; [18.33333333 30.66666667],0
p9,1,0.836706,0.042481,[75 21] ; [36 11],[74.51748252 21.48251748] ; [36.48251748 10.51748252],0
p7,1,0.85104,0.035265,[55 40] ; [27 21],[54.47552448 40.52447552] ; [27.52447552 20.47552448],0
a8,1,0.858324,0.031865,[ 9 80] ; [ 5 40],[ 9.29850746 79.70149254] ; [ 4.70149254 40.29850746],0
d2,1,0.889993,0.019131,[23 75] ; [11 38],[22.66666667 75.33333333] ; [11.33333333 37.66666667],0
