Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1.3e-05,18.993235,[28 11] ; [30 67],[16.63235294 22.36764706] ; [41.36764706 55.63235294],1
a1,1,4.2e-05,16.763103,[10 29] ; [ 3 96],[ 3.67391304 35.32608696] ; [ 9.32608696 89.67391304],1
p12,1,0.00016,14.25111,[14 25] ; [ 9 89],[ 6.54744526 32.45255474] ; [16.45255474 81.54744526],1
p8,1,0.000606,11.7579,[37  2] ; [66 33],[29.10869565  9.89130435] ; [73.89130435 25.10869565],1
p11,1,0.009723,6.684988,[37  2] ; [75 24],[31.65217391  7.34782609] ; [80.34782609 18.65217391],0
s4,1,0.015807,5.824253,[ 6 33] ; [35 61],[11.84444444 27.15555556] ; [29.15555556 66.84444444],0
b5,1,0.016285,5.771797,[14 25] ; [58 41],[20.34782609 18.65217391] ; [51.65217391 47.34782609],0
n5,1,0.017057,5.690508,[37  2] ; [77 22],[32.2173913  6.7826087] ; [81.7826087 17.2173913],0
p4,1,0.032991,4.546256,[36  2] ; [79 20],[31.89781022  6.10218978] ; [83.10218978 15.89781022],0
n4,1,0.038356,4.289175,[37  2] ; [80 19],[33.06521739  5.93478261] ; [83.93478261 15.06521739],0
p3,1,0.041623,4.150486,[32  6] ; [66 33],[27.18248175 10.81751825] ; [70.81751825 28.18248175],0
d5,1,0.041882,4.13997,[29  9] ; [88 10],[32.69117647  5.30882353] ; [84.30882353 13.69117647],0
u1,1,0.043172,4.088662,[ 5 34] ; [29 70],[ 9.60869565 29.39130435] ; [24.39130435 74.60869565],0
d2,1,0.073052,3.213079,[15 23] ; [56 43],[19.69343066 18.30656934] ; [51.30656934 47.69343066],0
p1,1,0.082307,3.018752,[11 28] ; [15 83],[ 7.40145985 31.59854015] ; [18.59854015 79.40145985],0
d1,1,0.084141,2.983038,[22 17] ; [71 28],[26.2826087 12.7173913] ; [66.7173913 32.2826087],0
d4,1,0.093893,2.806322,[30  8] ; [88 10],[32.97058824  5.02941176] ; [85.02941176 12.97058824],0
n6,1,0.146134,2.11215,[37  1] ; [88 10],[34.92647059  3.07352941] ; [90.07352941  7.92647059],0
v2,1,0.16375,1.93925,[26 13] ; [52 45],[22.36764706 16.63235294] ; [55.63235294 41.36764706],0
p7,1,0.18669,1.743549,[36  2] ; [86 13],[33.83941606  4.16058394] ; [88.16058394 10.83941606],0
a7,1,0.198193,1.655639,[30  9] ; [65 34],[26.84782609 12.15217391] ; [68.15217391 30.84782609],0
s7,1,0.213597,1.546875,[30  6] ; [70 26],[27.27272727  8.72727273] ; [72.72727273 23.27272727],0
s6,1,0.229267,1.4454,[36  2] ; [86 12],[34.08823529  3.91176471] ; [87.91176471 10.08823529],0
a2,1,0.246341,1.343938,[ 8 31] ; [30 69],[10.73913043 28.26086957] ; [27.26086957 71.73913043],0
d3,1,0.338053,0.917801,[27 11] ; [78 21],[29.12408759  8.87591241] ; [75.87591241 23.12408759],0
u2,1,0.355363,0.854214,[6 2] ; [13 10],[4.90322581 3.09677419] ; [14.09677419  8.90322581],0
n1,1,0.359734,0.838821,[5 2] ; [13 12],[3.9375 3.0625] ; [14.0625 10.9375],0
a5,1,0.373932,0.790557,[34  5] ; [80 19],[32.2173913  6.7826087] ; [81.7826087 17.2173913],0
p9,1,0.399325,0.710358,[38  1] ; [93  6],[37.02173913  1.97826087] ; [93.97826087  5.02173913],0
r1,1,0.446696,0.579021,[34  5] ; [81 18],[32.5  6.5] ; [82.5 16.5],0
a4,1,0.468299,0.525988,[19 20] ; [55 44],[20.91304348 18.08695652] ; [53.08695652 45.91304348],0
b1,1,0.482022,0.494286,[14 25] ; [42 57],[15.82608696 23.17391304] ; [40.17391304 58.82608696],0
s1,1,0.518986,0.415907,[ 1 38] ; [ 5 94],[ 1.69565217 37.30434783] ; [ 4.30434783 94.69565217],0
r2,1,0.552624,0.352637,[37  2] ; [96  3],[37.58695652  1.41304348] ; [95.41304348  3.58695652],0
a6,1,0.563061,0.334431,[22 16] ; [62 36],[23.47058824 14.52941176] ; [60.52941176 37.47058824],0
s3,1,0.567424,0.327011,[28 10] ; [68 31],[26.62773723 11.37226277] ; [69.37226277 29.62773723],0
r3,1,0.669062,0.182701,[38  1] ; [94  4],[37.57664234  1.42335766] ; [94.42335766  3.57664234],0
r4,1,0.676033,0.174625,[38  1] ; [95  4],[37.58695652  1.41304348] ; [95.41304348  3.58695652],0
v4,1,0.676033,0.174625,[38  1] ; [95  4],[37.58695652  1.41304348] ; [95.41304348  3.58695652],0
s8,1,0.676936,0.173595,[26 12] ; [64 35],[24.96350365 13.03649635] ; [65.03649635 33.96350365],0
b4,1,0.737661,0.112193,[26 13] ; [63 36],[25.15217391 13.84782609] ; [63.84782609 35.15217391],0
