Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5e-05,16.441115,[35  6] ; [50 53],[24.20138889 16.79861111] ; [60.79861111 42.20138889],1
s2,1,0.000119,14.812912,[29 12] ; [36 66],[18.63636364 22.36363636] ; [46.36363636 55.63636364],1
r4,1,0.001557,10.010237,[40  1] ; [77 26],[33.3125  7.6875] ; [83.6875 19.3125],0
p7,1,0.008641,6.895469,[30 11] ; [49 51],[22.97163121 18.02836879] ; [56.02836879 43.97163121],0
p6,1,0.011679,6.358975,[18 22] ; [24 78],[11.83098592 28.16901408] ; [30.16901408 71.83098592],0
p12,1,0.01313,6.151542,[ 8 33] ; [ 6 96],[ 4.01398601 36.98601399] ; [ 9.98601399 92.01398601],0
s7,1,0.018695,5.529804,[24 15] ; [39 60],[17.80434783 21.19565217] ; [45.19565217 53.80434783],0
p8,1,0.028016,4.827076,[28 13] ; [49 53],[22.07692308 18.92307692] ; [54.92307692 47.07692308],0
s3,1,0.035425,4.424573,[28 12] ; [51 50],[22.41134752 17.58865248] ; [56.58865248 44.41134752],0
s4,1,0.038965,4.262373,[11 30] ; [13 90],[ 6.83333333 34.16666667] ; [17.16666667 85.83333333],0
r1,1,0.042263,4.124642,[32  9] ; [62 41],[26.76388889 14.23611111] ; [67.23611111 35.76388889],0
n6,1,0.047221,3.93749,[37  4] ; [77 25],[32.68531469  8.31468531] ; [81.31468531 20.68531469],0
p5,1,0.052951,3.745451,[ 9 32] ; [10 92],[ 5.44755245 35.55244755] ; [13.55244755 88.44755245],0
p3,1,0.055494,3.66719,[21 20] ; [35 68],[15.94444444 25.05555556] ; [40.05555556 62.94444444],0
a5,1,0.060198,3.531918,[27 14] ; [50 53],[21.92361111 19.07638889] ; [55.07638889 47.92361111],0
r2,1,0.060358,3.527529,[39  2] ; [85 17],[35.55244755  5.44755245] ; [88.44755245 13.55244755],0
a7,1,0.076562,3.136417,[30 11] ; [59 44],[25.34027778 15.65972222] ; [63.65972222 39.34027778],0
u1,1,0.111829,2.528182,[ 3 38] ; [  2 101],[ 1.42361111 39.57638889] ; [ 3.57638889 99.42361111],0
v4,1,0.135002,2.234019,[40  1] ; [92 10],[37.84615385  3.15384615] ; [94.15384615  7.84615385],0
b4,1,0.142734,2.148236,[27 14] ; [54 49],[23.0625 17.9375] ; [57.9375 45.0625],0
d1,1,0.165022,1.927595,[ 4 37] ; [ 4 99],[ 2.27777778 38.72222222] ; [ 5.72222222 97.27777778],0
u3,1,0.17199,1.865512,[13  7] ; [21 24],[10.46153846  9.53846154] ; [23.53846154 21.46153846],0
p1,1,0.218296,1.515535,[ 8 33] ; [12 91],[ 5.69444444 35.30555556] ; [14.30555556 88.69444444],0
p10,1,0.235422,1.407801,[38  3] ; [88 15],[35.875  5.125] ; [90.125 12.875],0
s8,1,0.265234,1.24123,[18 23] ; [35 68],[15.09027778 25.90972222] ; [37.90972222 65.09027778],0
r3,1,0.266551,1.234409,[39  2] ; [91 11],[37.27272727  3.72727273] ; [92.72727273  9.27272727],0
d2,1,0.328791,0.953652,[11 30] ; [20 83],[ 8.82638889 32.17361111] ; [22.17361111 80.82638889],0
a8,1,0.366332,0.81607,[ 3 37] ; [12 81],[ 4.5112782 35.4887218] ; [10.4887218 82.5112782],0
d4,1,0.382472,0.76274,[24 17] ; [52 51],[21.63888889 19.36111111] ; [54.36111111 48.63888889],0
a1,1,0.387243,0.747582,[ 3 38] ; [ 4 99],[ 1.99305556 39.00694444] ; [ 5.00694444 97.99305556],0
v3,1,0.4244,0.6381,[15 26] ; [30 71],[12.99295775 28.00704225] ; [32.00704225 68.99295775],0
b3,1,0.430223,0.622222,[ 9 12] ; [21 42],[ 7.5 13.5] ; [22.5 40.5],0
b2,1,0.430223,0.622222,[ 9 12] ; [21 42],[ 7.5 13.5] ; [22.5 40.5],0
v1,1,0.486418,0.484439,[17 23] ; [49 51],[18.85714286 21.14285714] ; [47.14285714 52.85714286],0
a6,1,0.499447,0.45611,[26 15] ; [59 44],[24.20138889 16.79861111] ; [60.79861111 42.20138889],0
n2,1,0.540158,0.375247,[5 3] ; [17  6],[5.67741935 2.32258065] ; [16.32258065  6.67741935],0
