Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000127,14.684283,[44 30] ; [ 94 176],[29.68604651 44.31395349] ; [108.31395349 161.68604651],1
s6,1,0.000417,12.453763,[53 21] ; [130 138],[39.59649123 34.40350877] ; [143.40350877 124.59649123],1
d2,1,0.000438,12.364026,[44 31] ; [ 99 175],[30.73065903 44.26934097] ; [112.26934097 161.73065903],1
p6,1,0.000663,11.591234,[33 42] ; [ 65 206],[21.24277457 53.75722543] ; [ 76.75722543 194.24277457],1
s2,1,0.000737,11.394546,[36 38] ; [ 76 196],[23.95375723 50.04624277] ; [ 88.04624277 183.95375723],1
p3,1,0.001471,10.114518,[44 31] ; [105 170],[31.92857143 43.07142857] ; [117.07142857 157.92857143],0
p7,1,0.006189,7.494573,[53 20] ; [148 122],[42.77842566 30.22157434] ; [158.22157434 111.77842566],0
d1,1,0.006771,7.332848,[52 23] ; [143 133],[41.66666667 33.33333333] ; [153.33333333 122.66666667],0
p8,1,0.011678,6.359138,[48 26] ; [132 141],[38.38616715 35.61383285] ; [141.61383285 131.38616715],0
d5,1,0.044104,4.052566,[66  9] ; [213  62],[59.78571429 15.21428571] ; [219.21428571  55.78571429],0
r4,1,0.04596,3.983066,[71  4] ; [238  38],[66.02564103  8.97435897] ; [242.97435897  33.02564103],0
a5,1,0.052208,3.769092,[59 16] ; [185  91],[52.13675214 22.86324786] ; [191.86324786  84.13675214],0
s5,1,0.053219,3.737038,[24 48] ; [ 59 206],[17.73293769 54.26706231] ; [ 65.26706231 199.73293769],0
r1,1,0.06398,3.431091,[62 12] ; [201  73],[55.92528736 18.07471264] ; [207.07471264  66.92528736],0
p4,1,0.066369,3.370607,[47 28] ; [139 135],[39.9713467 35.0286533] ; [146.0286533 127.9713467],0
s1,1,0.080053,3.063818,[ 3 70] ; [  3 270],[ 1.26589595 71.73410405] ; [  4.73410405 268.26589595],0
p11,1,0.101426,2.682984,[68  7] ; [229  47],[63.46153846 11.53846154] ; [233.53846154  42.46153846],0
a2,1,0.104668,2.63293,[18 57] ; [ 44 232],[13.24786325 61.75213675] ; [ 48.75213675 227.24786325],0
