Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.00851,6.922816,[42  4] ; [63 25],[36.04477612  9.95522388] ; [68.95522388 19.04477612],0
v1,1,0.009076,6.807825,[31 15] ; [37 48],[23.8778626 22.1221374] ; [44.1221374 40.8778626],0
p5,1,0.010527,6.543464,[ 6 39] ; [ 2 87],[ 2.68656716 42.31343284] ; [ 5.31343284 83.68656716],0
p9,1,0.023833,5.106778,[40  4] ; [66 23],[35.06766917  8.93233083] ; [70.93233083 18.06766917],0
b1,1,0.025837,4.96687,[11 36] ; [38 51],[16.93382353 30.06617647] ; [32.06617647 56.93382353],0
s6,1,0.041233,4.166402,[39  7] ; [61 28],[34.07407407 11.92592593] ; [65.92592593 23.07407407],0
d4,1,0.046419,3.966307,[44  3] ; [72 17],[40.08823529  6.91176471] ; [75.91176471 13.08823529],0
a5,1,0.046835,3.95132,[36 11] ; [53 36],[30.75735294 16.24264706] ; [58.24264706 30.75735294],0
s3,1,0.065151,3.401145,[40  6] ; [65 24],[35.77777778 10.22222222] ; [69.22222222 19.77777778],0
p10,1,0.08436,2.978826,[40  5] ; [68 21],[36.26865672  8.73134328] ; [71.73134328 17.26865672],0
r4,1,0.086593,2.9366,[44  3] ; [74 15],[40.77941176  6.22058824] ; [77.22058824 11.77941176],0
a1,1,0.090736,2.861271,[ 4 43] ; [ 2 87],[ 2.07352941 44.92647059] ; [ 3.92647059 85.07352941],0
a8,1,0.119805,2.41987,[ 2 43] ; [11 73],[ 4.53488372 40.46511628] ; [ 8.46511628 75.53488372],0
r2,1,0.166803,1.911444,[45  2] ; [78 10],[42.82222222  4.17777778] ; [80.17777778  7.82222222],0
b3,1,0.173554,1.851971,[10 14] ; [11 32],[ 7.52238806 16.47761194] ; [13.47761194 29.52238806],0
b2,1,0.173554,1.851971,[10 14] ; [11 32],[ 7.52238806 16.47761194] ; [13.47761194 29.52238806],0
d5,1,0.18211,1.780319,[39  8] ; [64 24],[35.85925926 11.14074074] ; [67.14074074 20.85925926],0
p8,1,0.193822,1.688324,[24 22] ; [36 53],[20.44444444 25.55555556] ; [39.55555556 49.44444444],0
p11,1,0.232659,1.424531,[40  7] ; [68 21],[37.32352941  9.67647059] ; [70.67647059 18.32352941],0
s8,1,0.314635,1.011121,[16 31] ; [23 66],[13.47794118 33.52205882] ; [25.52205882 63.47794118],0
n1,1,0.345779,0.888889,[1 7] ; [ 7 17],[2. 6.] ; [ 6. 18.],0
a4,1,0.362827,0.828085,[19 28] ; [29 60],[16.58823529 30.41176471] ; [31.41176471 57.58823529],0
p1,1,0.383616,0.759082,[ 3 42] ; [ 3 86],[ 2.01492537 42.98507463] ; [ 3.98507463 85.01492537],0
u3,1,0.384046,0.75771,[13  8] ; [18 18],[11.42105263  9.57894737] ; [19.57894737 16.42105263],0
s4,1,0.386712,0.749255,[10 35] ; [14 73],[ 8.18181818 36.81818182] ; [15.81818182 71.18181818],0
n3,1,0.407016,0.6875,[5 4] ; [17  7],[6. 3.] ; [16.  8.],0
u2,1,0.41242,0.671815,[ 9 12] ; [20 17],[10.5 10.5] ; [18.5 18.5],0
n4,1,0.451452,0.567005,[27 20] ; [57 32],[29.02941176 17.97058824] ; [54.97058824 34.02941176],0
b4,1,0.456113,0.555416,[29 18] ; [49 40],[26.95588235 20.04411765] ; [51.04411765 37.95588235],0
n2,1,0.458902,0.548571,[7 1] ; [18  6],[6.25 1.75] ; [18.75  5.25],0
p3,1,0.4795,0.5,[21 25] ; [35 54],[19.08148148 26.91851852] ; [36.91851852 52.08148148],0
a2,1,0.526579,0.400988,[10 37] ; [15 74],[ 8.63970588 38.36029412] ; [16.36029412 72.63970588],0
n5,1,0.53274,0.389163,[28 18] ; [59 30],[29.64444444 16.35555556] ; [57.35555556 31.64444444],0
p12,1,0.560989,0.337995,[ 5 41] ; [ 7 82],[ 4.08888889 41.91111111] ; [ 7.91111111 81.08888889],0
p6,1,0.569651,0.323266,[16 29] ; [27 61],[14.54887218 30.45112782] ; [28.45112782 59.54887218],0
d2,1,0.605828,0.266295,[16 30] ; [35 54],[17.37777778 28.62222222] ; [33.62222222 55.37777778],0
a7,1,0.628563,0.234014,[35 12] ; [68 19],[36.12686567 10.87313433] ; [66.87313433 20.12686567],0
r3,1,0.635476,0.224707,[44  3] ; [85  4],[44.58088235  2.41911765] ; [84.41911765  4.58088235],0
s1,1,0.655844,0.198611,[ 1 46] ; [ 1 86],[ 0.70149254 46.29850746] ; [ 1.29850746 85.70149254],0
v3,1,0.695145,0.153571,[16 29] ; [27 57],[15. 30.] ; [28. 56.],0
