Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,8.5e-05,15.444842,[20 19] ; [ 6 42],[11.65517241 27.34482759] ; [14.34482759 33.65517241],1
s5,1,0.000149,14.387119,[14 23] ; [ 3 49],[ 7.06741573 29.93258427] ; [ 9.93258427 42.06741573],1
s8,1,0.000229,13.573718,[19 20] ; [ 7 45],[11.14285714 27.85714286] ; [14.85714286 37.14285714],1
s2,1,0.000937,10.94891,[19 19] ; [ 9 43],[11.82222222 26.17777778] ; [16.17777778 35.82222222],1
p8,1,0.001143,10.580667,[22 17] ; [12 40],[14.57142857 24.42857143] ; [19.42857143 32.57142857],0
s3,1,0.002414,9.204292,[25 13] ; [17 34],[17.93258427 20.06741573] ; [24.06741573 26.93258427],0
p4,1,0.003287,8.641099,[20 19] ; [11 40],[13.43333333 25.56666667] ; [17.56666667 33.43333333],0
r4,1,0.005354,7.755682,[30  9] ; [25 27],[23.57142857 15.42857143] ; [31.42857143 20.57142857],0
p3,1,0.005891,7.583333,[18 21] ; [10 42],[12. 27.] ; [16. 36.],0
u2,1,0.00636,7.445455,[15  7] ; [ 9 21],[10.15384615 11.84615385] ; [13.84615385 16.15384615],0
s4,1,0.007344,7.186966,[10 29] ; [ 3 49],[ 5.57142857 33.42857143] ; [ 7.42857143 44.57142857],0
p10,1,0.010875,6.485701,[26 12] ; [21 30],[20.06741573 17.93258427] ; [26.93258427 24.06741573],0
p11,1,0.014704,5.951625,[30  9] ; [27 25],[24.42857143 14.57142857] ; [32.57142857 19.42857143],0
n4,1,0.014704,5.951625,[30  9] ; [27 25],[24.42857143 14.57142857] ; [32.57142857 19.42857143],0
r3,1,0.017909,5.605072,[34  5] ; [34 18],[29.14285714  9.85714286] ; [38.85714286 13.14285714],0
p12,1,0.038175,4.297222,[ 5 34] ; [ 1 51],[ 2.57142857 36.42857143] ; [ 3.42857143 48.57142857],0
p2,1,0.055049,3.680598,[28 11] ; [27 25],[23.57142857 15.42857143] ; [31.42857143 20.57142857],0
a5,1,0.057263,3.614936,[18 21] ; [14 38],[13.71428571 25.28571429] ; [18.28571429 33.71428571],0
n2,1,0.062719,3.463975,[4 6] ; [17  6],[6.36363636 3.63636364] ; [14.63636364  8.36363636],0
p9,1,0.073325,3.206983,[29 10] ; [28 22],[24.97752809 14.02247191] ; [32.02247191 17.97752809],0
r1,1,0.102048,2.673235,[24 15] ; [23 29],[20.14285714 18.85714286] ; [26.85714286 25.14285714],0
v4,1,0.134361,2.241382,[32  6] ; [36 15],[29.03370787  8.96629213] ; [38.96629213 12.03370787],0
p6,1,0.137325,2.207686,[ 9 29] ; [ 6 45],[ 6.40449438 31.59550562] ; [ 8.59550562 42.40449438],0
v1,1,0.15179,2.054166,[18 21] ; [16 35],[14.73333333 24.26666667] ; [19.26666667 31.73333333],0
a1,1,0.179811,1.799183,[ 1 38] ; [ 5 47],[ 2.57142857 36.42857143] ; [ 3.42857143 48.57142857],0
a4,1,0.181485,1.785425,[ 4 34] ; [11 41],[ 6.33333333 31.66666667] ; [ 8.66666667 43.33333333],0
r2,1,0.184665,1.759675,[31  7] ; [36 16],[28.28888889  9.71111111] ; [38.71111111 13.28888889],0
n5,1,0.242688,1.364909,[29 10] ; [32 19],[26.43333333 12.56666667] ; [34.56666667 16.43333333],0
a6,1,0.243663,1.359277,[19 20] ; [19 33],[16.28571429 22.71428571] ; [21.71428571 30.28571429],0
u3,1,0.252875,1.307351,[10 12] ; [ 9 21],[ 8.03846154 13.96153846] ; [10.96153846 19.03846154],0
a8,1,0.371093,0.8,[ 5 30] ; [ 4 45],[ 3.75 31.25] ; [ 5.25 43.75],0
p1,1,0.403453,0.698011,[ 6 33] ; [ 5 47],[ 4.71428571 34.28571429] ; [ 6.28571429 45.71428571],0
n6,1,0.406813,0.688095,[27 12] ; [31 20],[25.13333333 13.86666667] ; [32.86666667 18.13333333],0
d4,1,0.42373,0.639948,[17 22] ; [18 33],[15.16666667 23.83333333] ; [19.83333333 31.16666667],0
v3,1,0.443349,0.587599,[ 9 28] ; [ 9 42],[ 7.56818182 29.43181818] ; [10.43181818 40.56818182],0
n3,1,0.530057,0.394282,[5 5] ; [13  8],[5.80645161 4.19354839] ; [12.19354839  8.80645161],0
b1,1,0.585934,0.296739,[18 21] ; [27 25],[19.28571429 19.71428571] ; [25.71428571 26.28571429],0
p7,1,0.59834,0.277507,[19 20] ; [22 29],[17.76666667 21.23333333] ; [23.23333333 27.76666667],0
v2,1,0.617343,0.249619,[10 24] ; [12 37],[ 9.01204819 24.98795181] ; [12.98795181 36.01204819],0
s1,1,0.664506,0.188096,[ 3 34] ; [ 3 49],[ 2.49438202 34.50561798] ; [ 3.50561798 48.49438202],0
d1,1,0.734634,0.114899,[ 1 38] ; [ 2 50],[ 1.28571429 37.71428571] ; [ 1.71428571 50.28571429],0
b2,1,0.757918,0.094997,[10 15] ; [13 23],[ 9.42622951 15.57377049] ; [13.57377049 22.42622951],0
b3,1,0.757918,0.094997,[10 15] ; [13 23],[ 9.42622951 15.57377049] ; [13.57377049 22.42622951],0
d2,1,0.832077,0.04496,[ 9 30] ; [13 39],[ 9.42857143 29.57142857] ; [12.57142857 39.42857143],0
a2,1,0.836475,0.042603,[ 1 38] ; [ 1 51],[ 0.85714286 38.14285714] ; [ 1.14285714 50.85714286],0
d3,1,0.940649,0.005543,[ 8 31] ; [11 41],[ 8.14285714 30.85714286] ; [10.85714286 41.14285714],0
b5,1,0.951713,0.003667,[19 20] ; [25 27],[18.85714286 20.14285714] ; [25.14285714 26.85714286],0
a3,1,0.96576,0.001843,[17 22] ; [22 29],[16.9 22.1] ; [22.1 28.9],0
n1,1,0.980074,0.000624,[3 7] ; [ 7 16],[3.03030303 6.96969697] ; [ 6.96969697 16.03030303],0
b4,1,1.0,0.0,[21 18] ; [28 24],[21. 18.] ; [28. 24.],0
