Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2.9e-05,17.46814,[41 37] ; [130  35],[54.88888889 23.11111111] ; [116.11111111  48.88888889],1
a4,1,0.401203,0.704717,[33 50] ; [ 57 109],[30. 53.] ; [ 60. 106.],0
s3,1,0.416938,0.658929,[43 39] ; [77 87],[40. 42.] ; [80. 84.],0
p6,1,0.42708,0.630752,[19 61] ; [ 46 115],[21.57676349 58.42323651] ; [ 43.42323651 117.57676349],0
b5,1,0.463075,0.538451,[53 30] ; [98 68],[50.33333333 32.66666667] ; [100.66666667  65.33333333],0
u1,1,0.478189,0.50299,[11 72] ; [ 17 149],[ 9.33333333 73.66666667] ; [ 18.66666667 147.33333333],0
p3,1,0.484695,0.488282,[28 53] ; [ 65 101],[30.49797571 50.50202429] ; [ 62.50202429 103.49797571],0
a7,1,0.506022,0.442285,[58 24] ; [124  42],[60.17741935 21.82258065] ; [121.82258065  44.17741935],0
a6,1,0.515764,0.422355,[50 33] ; [107  59],[52.33333333 30.66666667] ; [104.66666667  61.33333333],0
a1,1,0.530211,0.393987,[ 3 80] ; [  9 157],[ 4. 79.] ; [  8. 158.],0
v3,1,0.640249,0.218417,[22 53] ; [ 42 117],[20.51282051 54.48717949] ; [ 43.48717949 115.51282051],0
b4,1,0.645904,0.211103,[49 34] ; [103  63],[50.66666667 32.33333333] ; [101.33333333  64.66666667],0
u2,1,0.656569,0.197718,[18 15] ; [35 24],[19.01086957 13.98913043] ; [33.98913043 25.01086957],0
s5,1,0.680768,0.169263,[23 53] ; [ 44 115],[21.66808511 54.33191489] ; [ 45.33191489 113.66808511],0
p4,1,0.765791,0.088735,[34 47] ; [73 93],[35.08906883 45.91093117] ; [71.91093117 94.08906883],0
s6,1,0.776935,0.080267,[46 35] ; [90 74],[44.96326531 36.03673469] ; [91.03673469 72.96326531],0
a5,1,0.779612,0.078302,[52 31] ; [107  59],[53. 30.] ; [106.  60.],0
d3,1,0.79872,0.065027,[56 26] ; [116  50],[56.87096774 25.12903226] ; [115.12903226  50.87096774],0
v2,1,0.811618,0.056805,[42 36] ; [83 76],[41.13924051 36.86075949] ; [83.86075949 75.13924051],0
p1,1,0.868728,0.027315,[ 6 76] ; [ 11 152],[ 5.68979592 76.31020408] ; [ 11.31020408 151.68979592],0
s7,1,0.963696,0.002072,[26 49] ; [ 57 106],[26.15546218 48.84453782] ; [ 56.84453782 106.15546218],0
d4,1,1.0,0.0,[68 15] ; [136  30],[68. 15.] ; [136.  30.],0
