Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,101.030995,[189 157] ; [ 39 224],[129.53694581 216.46305419] ; [ 98.46305419 164.53694581],1
v1,1,0.0,47.118385,[224 120] ; [ 97 165],[182.21782178 161.78217822] ; [138.78217822 123.21782178],1
d1,1,4.4e-05,16.707622,[229 126] ; [128 138],[204.0821256 150.9178744] ; [152.9178744 113.0821256],1
r1,1,0.000446,12.329552,[297  56] ; [193  73],[279.43457189  73.56542811] ; [210.56542811  55.43457189],1
a3,1,0.000639,11.658655,[266  88] ; [166 100],[246.65806452 107.34193548] ; [185.34193548  80.65806452],1
a5,1,0.0014,10.205366,[277  78] ; [177  89],[259.53301127  95.46698873] ; [194.46698873  71.53301127],0
s4,1,0.002771,8.952748,[ 45 308] ; [ 57 204],[ 58.64169381 294.35830619] ; [ 43.35830619 217.64169381],0
d4,1,0.004313,8.147107,[304  50] ; [204  61],[290.52019386  63.47980614] ; [217.47980614  47.52019386],0
d5,1,0.004492,8.073346,[298  57] ; [198  67],[284.  71.] ; [212.  53.],0
d3,1,0.005116,7.837978,[259  96] ; [166 100],[242.95491143 112.04508857] ; [182.04508857  83.95491143],0
d2,1,0.00822,6.984803,[179 174] ; [106 159],[162.79126214 190.20873786] ; [122.20873786 142.79126214],0
a7,1,0.009251,6.773687,[266  87] ; [175  91],[251.4911147 101.5088853] ; [189.5088853  76.4911147],0
r3,1,0.012728,6.206471,[347   6] ; [251  14],[341.57605178  11.42394822] ; [256.42394822   8.57605178],0
p9,1,0.014956,5.921632,[311  38] ; [218  47],[300.68566775  48.31433225] ; [228.31433225  36.68566775],0
p3,1,0.017648,5.630787,[181 173] ; [110 155],[166.42003231 187.57996769] ; [124.57996769 140.42003231],0
p12,1,0.025665,4.978448,[ 27 325] ; [  9 255],[ 20.57142857 331.42857143] ; [ 15.42857143 248.57142857],0
s7,1,0.027188,4.878842,[171 173] ; [104 152],[157.66666667 186.33333333] ; [117.33333333 138.66666667],0
u1,1,0.028141,4.819389,[ 72 283] ; [ 36 230],[ 61.73913043 293.26086957] ; [ 46.26086957 219.73913043],0
p7,1,0.029666,4.728526,[236 111] ; [154 105],[223.31683168 123.68316832] ; [166.68316832  92.31683168],0
n4,1,0.033816,4.503985,[285  69] ; [195  71],[274.06451613  79.93548387] ; [205.93548387  60.06451613],0
a6,1,0.04337,4.080939,[252 102] ; [169  97],[240.37741935 113.62258065] ; [180.62258065  85.37741935],0
a2,1,0.048578,3.889881,[ 89 266] ; [ 49 217],[ 78.88888889 276.11111111] ; [ 59.11111111 206.88888889],0
