Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.179712,1.8,[14  2] ; [1 1],[13.33333333  2.66666667] ; [1.66666667 0.33333333],0
r1,1,0.179712,1.8,[14  2] ; [1 1],[13.33333333  2.66666667] ; [1.66666667 0.33333333],0
p11,1,0.179712,1.8,[14  2] ; [1 1],[13.33333333  2.66666667] ; [1.66666667 0.33333333],0
a8,1,0.201352,1.63254,[ 2 13] ; [1 1],[ 2.64705882 12.35294118] ; [0.35294118 1.64705882],0
p9,1,0.201352,1.63254,[13  2] ; [1 1],[12.35294118  2.64705882] ; [1.64705882 0.35294118],0
p4,1,0.316233,1.004464,[13  3] ; [1 1],[12.44444444  3.55555556] ; [1.55555556 0.44444444],0
p10,1,0.316233,1.004464,[13  3] ; [1 1],[12.44444444  3.55555556] ; [1.55555556 0.44444444],0
p3,1,0.45675,0.553846,[12  4] ; [1 1],[11.55555556  4.44444444] ; [1.44444444 0.55555556],0
p7,1,0.45675,0.553846,[12  4] ; [1 1],[11.55555556  4.44444444] ; [1.44444444 0.55555556],0
p8,1,0.496329,0.462778,[11  4] ; [1 1],[10.58823529  4.41176471] ; [1.41176471 0.58823529],0
d5,1,0.595883,0.28125,[ 5 11] ; [1 1],[ 5.33333333 10.66666667] ; [0.66666667 1.33333333],0
a5,1,0.73244,0.116883,[10  6] ; [1 1],[9.77777778 6.22222222] ; [1.22222222 0.77777778],0
b4,1,0.73244,0.116883,[10  6] ; [1 1],[9.77777778 6.22222222] ; [1.22222222 0.77777778],0
u3,1,0.746886,0.104167,[3 5] ; [1 1],[3.2 4.8] ; [0.8 1.2],0
a6,1,0.866815,0.028125,[9 7] ; [1 1],[8.88888889 7.11111111] ; [1.11111111 0.88888889],0
s3,1,0.929308,0.00787,[8 7] ; [1 1],[7.94117647 7.05882353] ; [1.05882353 0.94117647],0
u2,1,1.0,0.0,[4 4] ; [1 1],[4. 4.] ; [1. 1.],0
v3,1,1.0,0.0,[8 8] ; [1 1],[8. 8.] ; [1. 1.],0
