Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.029096,4.761905,[6 1] ; [ 8 13],[3.5 3.5] ; [10.5 10.5],0
a2,1,0.07776,3.111111,[2 5] ; [ 1 20],[0.75 6.25] ; [ 2.25 18.75],0
s1,1,0.07776,3.111111,[2 5] ; [ 1 20],[0.75 6.25] ; [ 2.25 18.75],0
r1,1,0.07776,3.111111,[5 2] ; [ 7 14],[3. 4.] ; [ 9. 12.],0
d1,1,0.10197,2.674464,[4 3] ; [ 5 16],[2.25 4.75] ; [ 6.75 14.25],0
p2,1,0.110612,2.545455,[4 3] ; [18  3],[5.5 1.5] ; [16.5  4.5],0
s2,1,0.117852,2.445633,[1 6] ; [10 11],[2.75 4.25] ; [ 8.25 12.75],0
a7,1,0.125661,2.345299,[5 2] ; [ 8 13],[3.25 3.75] ; [ 9.75 11.25],0
p8,1,0.173566,1.851867,[5 1] ; [11 10],[3.55555556 2.44444444] ; [12.44444444  8.55555556],0
s3,1,0.210874,1.565417,[1 5] ; [ 9 11],[2.30769231 3.69230769] ; [ 7.69230769 12.30769231],0
p1,1,0.212317,1.555556,[2 5] ; [ 2 19],[1. 6.] ; [ 3. 18.],0
a5,1,0.333998,0.933333,[6 1] ; [14  7],[5. 2.] ; [15.  6.],0
n2,1,0.360387,0.836543,[4 1] ; [5 4],[3.21428571 1.78571429] ; [5.78571429 3.21428571],0
p3,1,0.377822,0.777778,[4 3] ; [ 8 13],[3. 4.] ; [ 9. 12.],0
a3,1,0.377822,0.777778,[5 2] ; [11 10],[4. 3.] ; [12.  9.],0
v1,1,0.377822,0.777778,[4 3] ; [ 8 13],[3. 4.] ; [ 9. 12.],0
d5,1,0.377822,0.777778,[5 2] ; [11 10],[4. 3.] ; [12.  9.],0
a6,1,0.377822,0.777778,[5 2] ; [11 10],[4. 3.] ; [12.  9.],0
p12,1,0.396818,0.717949,[1 6] ; [ 1 20],[0.5 6.5] ; [ 1.5 19.5],0
v3,1,0.426285,0.632922,[2 5] ; [ 3 17],[1.2962963 5.7037037] ; [ 3.7037037 16.2962963],0
s8,1,0.430412,0.621711,[1 5] ; [ 7 14],[1.77777778 4.22222222] ; [ 6.22222222 14.77777778],0
p6,1,0.48338,0.491228,[3 4] ; [ 6 15],[2.25 4.75] ; [ 6.75 14.25],0
a4,1,0.48338,0.491228,[3 4] ; [ 6 15],[2.25 4.75] ; [ 6.75 14.25],0
d2,1,0.511612,0.430769,[4 3] ; [ 9 12],[3.25 3.75] ; [ 9.75 11.25],0
b2,1,0.516937,0.42,[2 3] ; [ 4 12],[1.42857143 3.57142857] ; [ 4.57142857 11.42857143],0
b3,1,0.516937,0.42,[2 3] ; [ 4 12],[1.42857143 3.57142857] ; [ 4.57142857 11.42857143],0
p9,1,0.557307,0.344388,[5 1] ; [15  6],[4.44444444 1.55555556] ; [15.55555556  5.44444444],0
n1,1,0.576999,0.311111,[3 2] ; [4 5],[2.5 2.5] ; [4.5 4.5],0
n3,1,0.576999,0.311111,[2 3] ; [5 4],[2.5 2.5] ; [4.5 4.5],0
v4,1,0.594853,0.282828,[5 2] ; [17  4],[5.5 1.5] ; [16.5  4.5],0
p7,1,0.61193,0.257374,[4 2] ; [11  9],[3.46153846 2.53846154] ; [11.53846154  8.46153846],0
n6,1,0.638729,0.220408,[4 2] ; [16  5],[4.44444444 1.55555556] ; [15.55555556  5.44444444],0
s5,1,0.648807,0.207407,[3 4] ; [ 7 14],[2.5 4.5] ; [ 7.5 13.5],0
n4,1,0.648807,0.207407,[5 2] ; [13  8],[4.5 2.5] ; [13.5  7.5],0
s7,1,0.663674,0.189091,[3 3] ; [ 8 12],[2.53846154 3.46153846] ; [ 8.46153846 11.53846154],0
u2,1,0.793428,0.068571,[1 1] ; [6 4],[1.16666667 0.83333333] ; [5.83333333 4.16666667],0
u3,1,0.793428,0.068571,[1 1] ; [4 6],[0.83333333 1.16666667] ; [4.16666667 5.83333333],0
r2,1,0.801059,0.063492,[5 2] ; [16  5],[5.25 1.75] ; [15.75  5.25],0
b5,1,0.815276,0.054581,[5 2] ; [14  7],[4.75 2.25] ; [14.25  6.75],0
b4,1,0.815276,0.054581,[5 2] ; [14  7],[4.75 2.25] ; [14.25  6.75],0
r4,1,0.815276,0.054581,[2 5] ; [ 7 14],[2.25 4.75] ; [ 6.75 14.25],0
p10,1,0.815276,0.054581,[5 2] ; [14  7],[4.75 2.25] ; [14.25  6.75],0
d3,1,0.826824,0.047863,[4 3] ; [11 10],[3.75 3.25] ; [11.25  9.75],0
s6,1,0.918011,0.010597,[3 3] ; [11 10],[3.11111111 2.88888889] ; [10.88888889 10.11111111],0
v2,1,0.943206,0.005075,[2 5] ; [ 6 14],[2.07407407 4.92592593] ; [ 5.92592593 14.07407407],0
p4,1,1.0,0.0,[4 3] ; [12  9],[4. 3.] ; [12.  9.],0
d4,1,1.0,0.0,[4 3] ; [12  9],[4. 3.] ; [12.  9.],0
