Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,26.414163,[376  29] ; [21 11],[367.92906178  37.07093822] ; [29.07093822  2.92906178],1
b1,1,0.003086,8.75597,[158 248] ; [21 11],[165.92237443 240.07762557] ; [13.07762557 18.92237443],0
d4,1,0.004579,8.038458,[344  61] ; [21 11],[338.27231121  66.72768879] ; [26.72768879  5.27231121],0
p3,1,0.005228,7.798768,[286 119] ; [15 17],[278.95881007 126.04118993] ; [22.04118993  9.95881007],0
r1,1,0.006444,7.421851,[341  63] ; [21 11],[335.43119266  68.56880734] ; [26.56880734  5.43119266],0
r4,1,0.012535,6.233532,[379  27] ; [26  6],[375.4109589  30.5890411] ; [29.5890411  2.4109589],0
d2,1,0.017781,5.617588,[227 178] ; [11 21],[220.57208238 184.42791762] ; [17.42791762 14.57208238],0
d1,1,0.022979,5.170124,[271 135] ; [15 17],[265.10502283 140.89497717] ; [20.89497717 11.10502283],0
s7,1,0.022989,5.169327,[233 148] ; [12 18],[227.11678832 153.88321168] ; [17.88321168 12.11678832],0
s5,1,0.034964,4.446943,[158 229] ; [ 7 25],[152.39856802 234.60143198] ; [12.60143198 19.39856802],0
d3,1,0.037207,4.340918,[298 108] ; [18 14],[292.91324201 113.08675799] ; [23.08675799  8.91324201],0
n1,1,0.038722,4.273016,[29 36] ; [6 1],[31.59722222 33.40277778] ; [3.40277778 3.59722222],0
v3,1,0.061054,3.508506,[184 209] ; [ 8 20],[179.2304038 213.7695962] ; [12.7695962 15.2304038],0
r2,1,0.063051,3.45525,[382  20] ; [27  4],[379.7182448  22.2817552] ; [29.2817552  1.7182448],0
u1,1,0.066845,3.358844,[ 95 311] ; [ 3 29],[ 90.84018265 315.15981735] ; [ 7.15981735 24.84018265],0
s6,1,0.079403,3.077069,[301  93] ; [20 12],[296.88732394  97.11267606] ; [24.11267606  7.88732394],0
v4,1,0.085424,2.958559,[390  14] ; [28  3],[388.21149425  15.78850575] ; [29.78850575  1.21149425],0
p10,1,0.147825,2.094549,[361  42] ; [26  6],[358.53103448  44.46896552] ; [28.46896552  3.53103448],0
a7,1,0.154587,2.02639,[300 105] ; [20 12],[296.56750572 108.43249428] ; [23.43249428  8.56750572],0
p1,1,0.156443,2.008272,[ 45 360] ; [ 1 31],[ 42.63157895 362.36842105] ; [ 3.36842105 28.63157895],0
p12,1,0.156443,2.008272,[ 45 360] ; [ 1 31],[ 42.63157895 362.36842105] ; [ 3.36842105 28.63157895],0
a5,1,0.161241,1.962547,[322  84] ; [22 10],[318.86757991  87.13242009] ; [25.13242009  6.86757991],0
d5,1,0.229535,1.443743,[348  57] ; [25  7],[345.68649886  59.31350114] ; [27.31350114  4.68649886],0
b3,1,0.252951,1.306932,[109 155] ; [ 6 15],[106.52631579 157.47368421] ; [ 8.47368421 12.52631579],0
b2,1,0.252951,1.306932,[109 155] ; [ 6 15],[106.52631579 157.47368421] ; [ 8.47368421 12.52631579],0
a2,1,0.254622,1.297762,[114 292] ; [ 6 26],[111.23287671 294.76712329] ; [ 8.76712329 23.23287671],0
s1,1,0.271987,1.206697,[ 12 390] ; [ 2 28],[ 13.02777778 388.97222222] ; [ 0.97222222 29.02777778],0
v1,1,0.281886,1.157974,[256 141] ; [17 14],[253.22663551 143.77336449] ; [19.77336449 11.22663551],0
n3,1,0.306172,1.047115,[45 19] ; [7 1],[46.22222222 17.77777778] ; [5.77777778 2.22222222],0
b5,1,0.336183,0.924934,[231 175] ; [21 11],[233.5890411 172.4109589] ; [18.4109589 13.5890411],0
p5,1,0.342456,0.901215,[ 80 322] ; [ 4 27],[ 77.98614319 324.01385681] ; [ 6.01385681 24.98614319],0
p2,1,0.359859,0.838386,[372  33] ; [27  4],[370.63073394  34.36926606] ; [28.36926606  2.63073394],0
b4,1,0.400819,0.705868,[234 172] ; [16 16],[231.73515982 174.26484018] ; [18.26484018 13.73515982],0
p6,1,0.403157,0.698891,[206 196] ; [13 17],[203.79166667 198.20833333] ; [15.20833333 14.79166667],0
a4,1,0.43039,0.621771,[206 198] ; [14 18],[203.85321101 200.14678899] ; [16.14678899 15.85321101],0
p9,1,0.464147,0.535875,[369  35] ; [28  4],[367.86238532  36.13761468] ; [29.13761468  2.86238532],0
s8,1,0.488027,0.480874,[214 188] ; [15 17],[212.11520737 189.88479263] ; [16.88479263 15.11520737],0
n2,1,0.495,0.46564,[50 15] ; [7 1],[50.75342466 14.24657534] ; [6.24657534 1.75342466],0
s2,1,0.505724,0.442905,[231 169] ; [16 15],[229.23433875 170.76566125] ; [17.76566125 13.23433875],0
a8,1,0.568108,0.325859,[ 53 309] ; [ 3 25],[ 51.97948718 310.02051282] ; [ 4.02051282 23.97948718],0
p11,1,0.572983,0.317717,[345  61] ; [26  6],[343.89497717  62.10502283] ; [27.10502283  4.89497717],0
u3,1,0.573829,0.316318,[57 43] ; [6 3],[57.79816514 42.20183486] ; [5.20183486 3.79816514],0
r3,1,0.588338,0.292948,[386  17] ; [30  2],[385.39770115  17.60229885] ; [30.60229885  1.39770115],0
a3,1,0.642166,0.21592,[306  99] ; [23  9],[304.90846682 100.09153318] ; [24.09153318  7.90846682],0
p7,1,0.664624,0.187955,[297 105] ; [24  7],[298.01847575 103.98152425] ; [22.98152425  8.01847575],0
s3,1,0.679046,0.171201,[242 158] ; [17 13],[240.93023256 159.06976744] ; [18.06976744 11.93023256],0
a6,1,0.731475,0.117762,[280 126] ; [23  9],[280.8630137 125.1369863] ; [22.1369863  9.8630137],0
s4,1,0.77831,0.079255,[ 70 328] ; [ 5 27],[ 69.41860465 328.58139535] ; [ 5.58139535 26.41860465],0
p8,1,0.784694,0.074642,[269 133] ; [20 11],[268.30946882 133.69053118] ; [20.69053118 10.30946882],0
v2,1,0.986977,0.000266,[237 159] ; [18 12],[237.04225352 158.95774648] ; [17.95774648 12.04225352],0
