Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.007302,7.197234,[26 29] ; [ 46 120],[17.91855204 37.08144796] ; [ 54.08144796 111.91855204],0
u3,1,0.007902,7.055619,[18  5] ; [23 28],[12.74324324 10.25675676] ; [28.25675676 22.74324324],0
s6,1,0.008091,7.013283,[55  6] ; [124  44],[47.68122271 13.31877729] ; [131.31877729  36.68122271],0
a8,1,0.012097,6.296638,[ 2 56] ; [ 26 133],[ 7.48387097 50.51612903] ; [ 20.51612903 138.48387097],0
s2,1,0.025321,5.001792,[51 11] ; [115  56],[44.17167382 17.82832618] ; [121.82832618  49.17167382],0
n1,1,0.026266,4.93844,[ 3 14] ; [21 22],[ 6.8 10.2] ; [17.2 25.8],0
n4,1,0.037398,4.332214,[39 23] ; [131  40],[45.2360515 16.7639485] ; [124.7639485  46.2360515],0
b3,1,0.056317,3.642658,[ 5 25] ; [36 67],[ 9.2481203 20.7518797] ; [31.7518797 71.2481203],0
b2,1,0.056317,3.642658,[ 5 25] ; [36 67],[ 9.2481203 20.7518797] ; [31.7518797 71.2481203],0
p6,1,0.090914,2.858108,[25 37] ; [ 49 122],[19.69098712 42.30901288] ; [ 54.30901288 116.69098712],0
n5,1,0.09219,2.835715,[38 24] ; [123  46],[43.21212121 18.78787879] ; [117.78787879  51.21212121],0
s7,1,0.098693,2.726546,[41 19] ; [92 72],[35.625 24.375] ; [97.375 66.625],0
p5,1,0.11682,2.459444,[ 2 60] ; [ 16 153],[ 4.83116883 57.16883117] ; [ 13.16883117 155.83116883],0
r4,1,0.133368,2.25286,[50 12] ; [151  20],[53.48497854  8.51502146] ; [147.51502146  23.48497854],0
v4,1,0.13872,2.192101,[59  3] ; [149  19],[56.06956522  5.93043478] ; [151.93043478  16.06956522],0
n3,1,0.182808,1.774647,[15  2] ; [31 12],[13.03333333  3.96666667] ; [32.96666667 10.03333333],0
a6,1,0.199679,1.644721,[46 16] ; [111  59],[41.95689655 20.04310345] ; [115.04310345  54.95689655],0
u2,1,0.209171,1.577153,[14  9] ; [23 28],[11.5 11.5] ; [25.5 25.5],0
v3,1,0.2422,1.367743,[13 48] ; [ 48 117],[16.46460177 44.53539823] ; [ 44.53539823 120.46460177],0
r1,1,0.290973,1.115116,[46 16] ; [137  33],[48.90517241 13.09482759] ; [134.09482759  35.90517241],0
p4,1,0.292413,1.108478,[38 24] ; [91 79],[34.47413793 27.52586207] ; [94.52586207 75.47413793],0
s1,1,0.324962,0.968872,[ 5 57] ; [  8 162],[ 3.47413793 58.52586207] ; [  9.52586207 160.47413793],0
b5,1,0.33986,0.910961,[37 25] ; [90 81],[33.79399142 28.20600858] ; [93.20600858 77.79399142],0
b1,1,0.362592,0.828895,[22 40] ; [72 99],[25.01287554 36.98712446] ; [ 68.98712446 102.01287554],0
v2,1,0.371673,0.798065,[22 37] ; [73 93],[24.91111111 34.08888889] ; [70.08888889 95.91111111],0
a3,1,0.379903,0.771016,[39 23] ; [118  53],[41.77682403 20.22317597] ; [115.22317597  55.77682403],0
b4,1,0.405695,0.69138,[40 22] ; [100  71],[37.25321888 24.74678112] ; [102.74678112  68.25321888],0
p1,1,0.413766,0.667955,[ 6 56] ; [ 11 158],[ 4.56277056 57.43722944] ; [ 12.43722944 156.56277056],0
d3,1,0.41673,0.659519,[44 18] ; [111  59],[41.42241379 20.57758621] ; [113.57758621  56.42241379],0
a4,1,0.443347,0.587605,[23 39] ; [73 98],[25.54506438 36.45493562] ; [ 70.45493562 100.54506438],0
p2,1,0.446567,0.579351,[53  9] ; [138  32],[51.04310345 10.95689655] ; [139.95689655  30.04310345],0
n2,1,0.459416,0.547317,[14  3] ; [33 12],[12.88709677  4.11290323] ; [34.11290323 10.88709677],0
a5,1,0.516834,0.420207,[40 22] ; [118  53],[42.04291845 19.95708155] ; [115.95708155  55.04291845],0
u1,1,0.518143,0.417588,[ 9 53] ; [ 31 140],[10.64377682 51.35622318] ; [ 29.35622318 141.64377682],0
p3,1,0.524848,0.404357,[31 31] ; [77 93],[28.86206897 33.13793103] ; [79.13793103 90.86206897],0
p10,1,0.58175,0.303415,[46 16] ; [132  38],[47.56896552 14.43103448] ; [130.43103448  39.56896552],0
d1,1,0.617669,0.249158,[36 26] ; [93 78],[34.32618026 27.67381974] ; [94.67381974 76.32618026],0
p12,1,0.644144,0.213363,[ 3 59] ; [ 11 159],[ 3.74137931 58.25862069] ; [ 10.25862069 159.74137931],0
r3,1,0.648748,0.207482,[56  5] ; [159  11],[56.77489177  4.22510823] ; [158.22510823  11.77489177],0
d5,1,0.649748,0.206217,[46 16] ; [131  39],[47.30172414 14.69827586] ; [129.69827586  40.30172414],0
n6,1,0.694631,0.154117,[47 15] ; [133  37],[48.10344828 13.89655172] ; [131.89655172  38.10344828],0
s8,1,0.707575,0.140711,[30 32] ; [78 93],[28.73819742 33.26180258] ; [79.26180258 91.73819742],0
p9,1,0.739285,0.110756,[50 11] ; [136  34],[49.11688312 11.88311688] ; [136.88311688  33.11688312],0
p8,1,0.762568,0.09127,[29 32] ; [77 93],[27.99134199 33.00865801] ; [78.00865801 91.99134199],0
d2,1,0.782221,0.076411,[29 33] ; [83 87],[29.93103448 32.06896552] ; [82.06896552 87.93103448],0
p7,1,0.803693,0.061787,[37 23] ; [106  61],[37.79735683 22.20264317] ; [105.20264317  61.79735683],0
p11,1,0.816028,0.054129,[44 18] ; [124  47],[44.70386266 17.29613734] ; [123.29613734  47.70386266],0
a2,1,0.851587,0.035004,[12 50] ; [ 35 136],[12.50643777 49.49356223] ; [ 34.49356223 136.50643777],0
r2,1,0.877895,0.023605,[57  4] ; [156  12],[56.73799127  4.26200873] ; [156.26200873  11.73799127],0
a7,1,0.885477,0.020745,[44 18] ; [123  48],[44.43776824 17.56223176] ; [122.56223176  48.43776824],0
d4,1,0.887,0.020193,[49 13] ; [135  34],[49.38528139 12.61471861] ; [134.61471861  34.38528139],0
