Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000994,10.839305,[ 5 31] ; [21 22],[11.84810127 24.15189873] ; [14.15189873 28.84810127],1
r3,1,0.035895,4.40208,[29  7] ; [42  2],[31.95  4.05] ; [39.05  4.95],0
p2,1,0.038159,4.297924,[19 17] ; [33 11],[23.4 12.6] ; [28.6 15.4],0
v4,1,0.045048,4.016857,[27  8] ; [40  3],[30.06410256  4.93589744] ; [36.93589744  6.06410256],0
a3,1,0.061728,3.490335,[18 18] ; [31 13],[22.05 13.95] ; [26.95 17.05],0
r4,1,0.065712,3.386998,[25 11] ; [38  6],[28.35  7.65] ; [34.65  9.35],0
n3,1,0.068733,3.31303,[7 8] ; [9 2],[9.23076923 5.76923077] ; [6.76923077 4.23076923],0
n4,1,0.069036,3.305785,[21 15] ; [34 10],[24.75 11.25] ; [30.25 13.75],0
p1,1,0.072198,3.232323,[ 6 30] ; [ 2 42],[ 3.6 32.4] ; [ 4.4 39.6],0
s8,1,0.075846,3.151745,[ 8 28] ; [18 26],[11.7 24.3] ; [14.3 29.7],0
d2,1,0.07924,3.080428,[21 15] ; [17 27],[17.1 18.9] ; [20.9 23.1],0
s7,1,0.081264,3.039448,[11 21] ; [23 19],[14.7027027 17.2972973] ; [19.2972973 22.7027027],0
s2,1,0.092558,2.829316,[17 19] ; [29 15],[20.7 15.3] ; [25.3 18.7],0
d5,1,0.113333,2.507123,[21 15] ; [33 11],[24.3 11.7] ; [29.7 14.3],0
a6,1,0.150431,2.067874,[18 18] ; [29 15],[21.15 14.85] ; [25.85 18.15],0
n5,1,0.159443,1.979505,[19 17] ; [30 14],[22.05 13.95] ; [26.95 17.05],0
n6,1,0.159443,1.979505,[19 17] ; [30 14],[22.05 13.95] ; [26.95 17.05],0
r2,1,0.165476,1.92346,[30  6] ; [41  3],[31.95  4.05] ; [39.05  4.95],0
n2,1,0.16612,1.917614,[9 7] ; [9 2],[10.66666667  5.33333333] ; [7.33333333 3.66666667],0
a1,1,0.215947,1.5311,[ 3 33] ; [ 1 43],[ 1.8 34.2] ; [ 2.2 41.8],0
b4,1,0.232983,1.422559,[19 17] ; [29 15],[21.6 14.4] ; [26.4 17.6],0
u2,1,0.284294,1.14645,[9 9] ; [9 4],[10.4516129  7.5483871] ; [7.5483871 5.4516129],0
p6,1,0.303307,1.059599,[ 7 28] ; [13 30],[ 8.97435897 26.02564103] ; [11.02564103 31.97435897],0
a7,1,0.326347,0.963341,[19 17] ; [28 16],[21.15 14.85] ; [25.85 18.15],0
p7,1,0.416007,0.661568,[19 17] ; [26 16],[20.76923077 15.23076923] ; [24.23076923 17.76923077],0
u3,1,0.440495,0.594992,[10  8] ; [9 4],[11.03225806  6.96774194] ; [7.96774194 5.03225806],0
a5,1,0.462963,0.538721,[20 16] ; [28 16],[21.6 14.4] ; [26.4 17.6],0
p5,1,0.465368,0.532952,[ 3 32] ; [ 2 42],[ 2.21518987 32.78481013] ; [ 2.78481013 41.21518987],0
u1,1,0.493209,0.469517,[ 6 30] ; [ 5 39],[ 4.95 31.05] ; [ 6.05 37.95],0
s4,1,0.525571,0.402948,[ 9 27] ; [ 8 34],[ 7.84615385 28.15384615] ; [ 9.15384615 32.84615385],0
b5,1,0.54286,0.370265,[18 18] ; [25 19],[19.35 16.65] ; [23.65 20.35],0
s1,1,0.547476,0.361859,[ 5 31] ; [ 4 38],[ 4.15384615 31.84615385] ; [ 4.84615385 37.15384615],0
n1,1,0.570632,0.321626,[7 9] ; [5 4],[7.68 8.32] ; [4.32 4.68],0
a4,1,0.579723,0.306683,[13 23] ; [13 30],[11.84810127 24.15189873] ; [14.15189873 28.84810127],0
r1,1,0.628131,0.234604,[27  9] ; [35  9],[27.9  8.1] ; [34.1  9.9],0
p3,1,0.641916,0.216245,[14 21] ; [15 28],[13.01282051 21.98717949] ; [15.98717949 27.01282051],0
p4,1,0.653095,0.20202,[17 19] ; [23 21],[18. 18.] ; [22. 22.],0
s6,1,0.656958,0.197239,[22 14] ; [29 15],[22.95 13.05] ; [28.05 15.95],0
s5,1,0.68399,0.165668,[ 8 28] ; [11 31],[ 8.76923077 27.23076923] ; [10.23076923 31.76923077],0
d1,1,0.717812,0.130599,[17 19] ; [19 25],[16.2 19.8] ; [19.8 24.2],0
a2,1,0.734034,0.11544,[ 4 32] ; [ 6 38],[ 4.5 31.5] ; [ 5.5 38.5],0
p8,1,0.740786,0.109437,[14 21] ; [16 28],[13.29113924 21.70886076] ; [16.70886076 27.29113924],0
v2,1,0.765201,0.089196,[13 22] ; [17 25],[13.63636364 21.36363636] ; [16.36363636 25.63636364],0
v3,1,0.816652,0.053756,[12 23] ; [14 30],[11.51898734 23.48101266] ; [14.48101266 29.51898734],0
b2,1,0.835502,0.043119,[ 5 14] ; [ 9 22],[ 5.32 13.68] ; [ 8.68 22.32],0
b3,1,0.835502,0.043119,[ 5 14] ; [ 9 22],[ 5.32 13.68] ; [ 8.68 22.32],0
d4,1,0.856536,0.032683,[24 11] ; [31 13],[24.36708861 10.63291139] ; [30.63291139 13.36708861],0
b1,1,0.891519,0.0186,[21 15] ; [25 19],[20.7 15.3] ; [25.3 18.7],0
a8,1,0.895545,0.017237,[ 3 30] ; [ 4 36],[ 3.16438356 29.83561644] ; [ 3.83561644 36.16438356],0
v1,1,0.945406,0.004689,[15 21] ; [18 26],[14.85 21.15] ; [18.15 25.85],0
d3,1,0.945406,0.004689,[21 15] ; [26 18],[21.15 14.85] ; [25.85 18.15],0
