Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,90.642971,[263  22] ; [34 41],[235.125  49.875] ; [61.875 13.125],1
n5,1,1.8e-05,18.423579,[215  67] ; [40 38],[199.75  82.25] ; [55.25 22.75],1
s6,1,0.000837,11.157734,[184  96] ; [35 43],[171.2849162 108.7150838] ; [47.7150838 30.2849162],1
s2,1,0.001195,10.497733,[139 143] ; [22 55],[126.46796657 155.53203343] ; [34.53203343 42.46796657],0
s8,1,0.003013,8.79983,[114 171] ; [17 61],[102.85123967 182.14876033] ; [28.14876033 49.85123967],0
v4,1,0.003031,8.788413,[268  13] ; [67 11],[262.21448468  18.78551532] ; [72.78551532  5.21448468],0
p2,1,0.003712,8.419816,[239  46] ; [54 24],[230.04132231  54.95867769] ; [62.95867769 15.04132231],0
a5,1,0.00405,8.261099,[200  86] ; [41 37],[189.35714286  96.64285714] ; [51.64285714 26.35714286],0
n6,1,0.0081,7.011161,[240  43] ; [56 22],[232.04432133  50.95567867] ; [63.95567867 14.04432133],0
a7,1,0.008424,6.940982,[208  78] ; [44 33],[198.54545455  87.45454545] ; [53.45454545 23.54545455],0
p8,1,0.012178,6.284803,[124 155] ; [22 55],[114.42134831 164.57865169] ; [31.57865169 45.42134831],0
p4,1,0.021503,5.285575,[117 167] ; [21 57],[108.26519337 175.73480663] ; [29.73480663 48.26519337],0
s3,1,0.031222,4.640703,[151 128] ; [31 46],[142.63483146 136.36516854] ; [39.36516854 37.63483146],0
d5,1,0.033083,4.541462,[224  62] ; [52 26],[216.85714286  69.14285714] ; [59.14285714 18.85714286],0
r4,1,0.039551,4.237037,[253  33] ; [62 16],[247.5  38.5] ; [67.5 10.5],0
s7,1,0.04725,3.936451,[117 162] ; [22 53],[109.55084746 169.44915254] ; [29.44915254 45.55084746],0
d2,1,0.068026,3.330017,[115 170] ; [40 37],[122.03038674 162.96961326] ; [32.96961326 44.03038674],0
n4,1,0.069737,3.2892,[213  73] ; [50 28],[206.64285714  79.35714286] ; [56.35714286 21.64285714],0
p7,1,0.075207,3.16555,[150 123] ; [33 43],[143.14899713 129.85100287] ; [39.85100287 36.14899713],0
p5,1,0.076139,3.145458,[ 18 266] ; [ 1 77],[ 14.90607735 269.09392265] ; [ 4.09392265 73.90607735],0
