Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6e-06,20.354173,[31 26] ; [58  6],[41.92561983 15.07438017] ; [47.07438017 16.92561983],1
v4,1,5.4e-05,16.315929,[38 19] ; [60  3],[46.55 10.45] ; [51.45 11.55],1
r3,1,8.5e-05,15.446951,[37 20] ; [59  4],[45.6 11.4] ; [50.4 12.6],1
p2,1,0.00331,8.628454,[26 31] ; [46 18],[33.91735537 23.08264463] ; [38.08264463 25.91735537],0
p10,1,0.003457,8.548851,[ 8 48] ; [24 39],[15.05882353 40.94117647] ; [16.94117647 46.05882353],0
r2,1,0.009743,6.681354,[44 11] ; [61  3],[48.52941176  6.47058824] ; [56.47058824  7.52941176],0
n6,1,0.01035,6.573577,[34 23] ; [51 12],[40.375 16.625] ; [44.625 18.375],0
r1,1,0.022742,5.188117,[38 19] ; [54 10],[43.33884298 13.66115702] ; [48.66115702 15.33884298],0
u3,1,0.025865,4.96505,[ 6 17] ; [16 12],[ 9.92156863 13.07843137] ; [12.07843137 15.92156863],0
p4,1,0.027913,4.833461,[15 40] ; [30 34],[20.79831933 34.20168067] ; [24.20168067 39.79831933],0
b4,1,0.02856,4.793949,[29 28] ; [45 19],[34.85950413 22.14049587] ; [39.14049587 24.85950413],0
a6,1,0.02856,4.793949,[29 28] ; [45 19],[34.85950413 22.14049587] ; [39.14049587 24.85950413],0
a1,1,0.029582,4.733405,[ 8 49] ; [ 2 62],[ 4.7107438 52.2892562] ; [ 5.2892562 58.7107438],0
p7,1,0.032576,4.567902,[18 38] ; [32 30],[23.72881356 32.27118644] ; [26.27118644 35.72881356],0
u2,1,0.055564,3.665082,[ 7 15] ; [16 11],[10.32653061 11.67346939] ; [12.67346939 14.32653061],0
s3,1,0.072095,3.234655,[21 35] ; [34 29],[25.88235294 30.11764706] ; [29.11764706 33.88235294],0
b1,1,0.092136,2.836648,[38 19] ; [33 31],[33.44628099 23.55371901] ; [37.55371901 26.44628099],0
s2,1,0.097005,2.754113,[15 41] ; [26 37],[19.29411765 36.70588235] ; [21.70588235 41.29411765],0
