Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6e-06,20.354173,[31 26] ; [58  6],[41.92561983 15.07438017] ; [47.07438017 16.92561983],1
a7,1,0.119874,2.418966,[32 25] ; [44 19],[36.1 20.9] ; [39.9 23.1],0
a5,1,0.151986,2.052202,[32 25] ; [44 20],[35.80165289 21.19834711] ; [40.19834711 23.80165289],0
n1,1,0.172773,1.85872,[13 11] ; [4 9],[11.02702703 12.97297297] ; [5.97297297 7.02702703],0
d5,1,0.226719,1.461325,[38 19] ; [49 15],[40.98347107 16.01652893] ; [46.01652893 17.98347107],0
b2,1,0.233466,1.419621,[15 22] ; [12 31],[12.4875 24.5125] ; [14.5125 28.4875],0
b3,1,0.233466,1.419621,[15 22] ; [12 31],[12.4875 24.5125] ; [14.5125 28.4875],0
d4,1,0.24734,1.338266,[37 20] ; [47 16],[39.9 17.1] ; [44.1 18.9],0
s5,1,0.265626,1.239196,[ 8 48] ; [14 49],[10.35294118 45.64705882] ; [11.64705882 51.35294118],0
s8,1,0.278884,1.172522,[11 45] ; [18 46],[13.53333333 42.46666667] ; [15.46666667 48.53333333],0
s7,1,0.280516,1.16459,[14 36] ; [23 38],[16.66666667 33.33333333] ; [20.33333333 40.66666667],0
s4,1,0.297776,1.084126,[ 9 47] ; [ 6 56],[ 7.11864407 48.88135593] ; [ 7.88135593 54.11864407],0
n3,1,0.315041,1.009425,[11 11] ; [10  5],[12.48648649  9.51351351] ; [8.51351351 6.48648649],0
p8,1,0.317702,0.998383,[14 43] ; [21 43],[16.48760331 40.51239669] ; [18.51239669 45.48760331],0
b5,1,0.347923,0.881019,[29 28] ; [38 26],[31.56198347 25.43801653] ; [35.43801653 28.56198347],0
v2,1,0.356961,0.848557,[21 36] ; [28 34],[23.47058824 33.52941176] ; [25.52941176 36.47058824],0
d3,1,0.373916,0.79061,[32 25] ; [41 23],[34.38842975 22.61157025] ; [38.61157025 25.38842975],0
s6,1,0.418415,0.654762,[23 33] ; [31 33],[25.2 30.8] ; [28.8 35.2],0
p6,1,0.422889,0.642273,[ 9 46] ; [14 49],[10.72033898 44.27966102] ; [12.27966102 50.72033898],0
u1,1,0.448979,0.573227,[ 7 50] ; [11 53],[ 8.47933884 48.52066116] ; [ 9.52066116 54.47933884],0
n2,1,0.475404,0.509388,[15 10] ; [10  4],[16.02564103  8.97435897] ; [8.97435897 5.02564103],0
d1,1,0.485008,0.487582,[24 33] ; [31 33],[25.90909091 31.09090909] ; [29.09090909 34.90909091],0
s1,1,0.542105,0.371653,[ 3 54] ; [ 5 57],[ 3.83193277 53.16806723] ; [ 4.16806723 57.83193277],0
p5,1,0.58369,0.300307,[ 4 53] ; [ 3 61],[ 3.29752066 53.70247934] ; [ 3.70247934 60.29752066],0
a2,1,0.588585,0.29256,[12 45] ; [11 53],[10.83471074 46.16528926] ; [12.16528926 51.83471074],0
a3,1,0.620691,0.244898,[34 22] ; [36 28],[32.66666667 23.33333333] ; [37.33333333 26.66666667],0
a8,1,0.631983,0.229381,[ 6 46] ; [ 5 52],[ 5.24770642 46.75229358] ; [ 5.75229358 51.24770642],0
n5,1,0.823493,0.049753,[42 15] ; [46 18],[41.45454545 15.54545455] ; [46.54545455 17.45454545],0
p1,1,0.854953,0.033417,[ 6 51] ; [ 6 57],[ 5.7 51.3] ; [ 6.3 56.7],0
a4,1,0.894105,0.017719,[22 34] ; [24 39],[21.64705882 34.35294118] ; [24.35294118 38.64705882],0
d2,1,0.913942,0.011679,[27 29] ; [31 32],[27.29411765 28.70588235] ; [30.70588235 32.29411765],0
p12,1,0.943082,0.005097,[ 1 56] ; [ 1 62],[ 0.95 56.05] ; [ 1.05 61.95],0
v1,1,0.958131,0.002756,[22 35] ; [25 39],[22.14049587 34.85950413] ; [24.85950413 39.14049587],0
v3,1,0.958678,0.002685,[20 34] ; [24 40],[20.13559322 33.86440678] ; [23.86440678 40.13559322],0
p3,1,1.0,0.0,[19 38] ; [21 42],[19. 38.] ; [21. 42.],0
