Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000194,13.884241,[ 45 102] ; [37 27],[57.12796209 89.87203791] ; [24.87203791 39.12796209],1
n6,1,0.000483,12.178559,[124  23] ; [38 23],[114.49038462  32.50961538] ; [47.50961538 13.49038462],1
p10,1,0.000616,11.725699,[118  28] ; [36 26],[108.09615385  37.90384615] ; [45.90384615 16.09615385],1
r4,1,0.000986,10.853413,[132  15] ; [46 18],[124.00947867  22.99052133] ; [53.99052133 10.00947867],1
r3,1,0.001517,10.057788,[142   4] ; [54  9],[136.91866029   9.08133971] ; [59.08133971  3.91866029],0
p9,1,0.004227,8.183447,[123  23] ; [42 21],[115.26315789  30.73684211] ; [49.73684211 13.26315789],0
v4,1,0.009329,6.758739,[139   6] ; [54  9],[134.54326923  10.45673077] ; [58.45673077  4.54326923],0
s1,1,0.011519,6.383426,[  4 140] ; [ 7 54],[  7.72682927 136.27317073] ; [ 3.27317073 57.72682927],0
u2,1,0.02157,5.280105,[27 11] ; [ 8 12],[22.93103448 15.06896552] ; [12.06896552  7.93103448],0
a6,1,0.040475,4.197856,[104  43] ; [36 28],[97.53554502 49.46445498] ; [42.46445498 21.53554502],0
n4,1,0.042642,4.109542,[114  33] ; [39 22],[108.12980769  38.87019231] ; [44.87019231 16.12980769],0
p1,1,0.056921,3.6249,[  6 141] ; [ 7 57],[  9.05687204 137.94312796] ; [ 3.94312796 60.05687204],0
b4,1,0.071449,3.24942,[93 54] ; [32 32],[87.08530806 59.91469194] ; [37.91469194 26.08530806],0
a1,1,0.07275,3.219846,[  5 142] ; [ 6 58],[  7.66350711 139.33649289] ; [ 3.33649289 60.66350711],0
p12,1,0.089912,2.875942,[ 11 135] ; [ 1 62],[  8.38277512 137.61722488] ; [ 3.61722488 59.38277512],0
s5,1,0.100821,2.692511,[ 39 104] ; [23 36],[43.89108911 99.10891089] ; [18.10891089 40.89108911],0
n5,1,0.143545,2.139537,[111  36] ; [40 21],[106.71634615  40.28365385] ; [44.28365385 16.71634615],0
p2,1,0.190448,1.71415,[113  34] ; [43 20],[109.2  37.8] ; [46.8 16.2],0
a3,1,0.207008,1.59223,[109  38] ; [42 22],[105.19905213  41.80094787] ; [45.80094787 18.19905213],0
u1,1,0.217417,1.521337,[ 34 113] ; [10 54],[ 30.65402844 116.34597156] ; [13.34597156 50.65402844],0
d1,1,0.22353,1.481563,[80 67] ; [29 35],[75.93838863 71.06161137] ; [33.06161137 30.93838863],0
a5,1,0.242485,1.366091,[106  41] ; [41 23],[102.41232227  44.58767773] ; [44.58767773 19.41232227],0
n2,1,0.269133,1.221161,[24  7] ; [16  9],[22.14285714  8.85714286] ; [17.85714286  7.14285714],0
r1,1,0.328786,0.953675,[118  29] ; [46 16],[115.3492823  31.6507177] ; [48.6507177 13.3492823],0
p4,1,0.348321,0.879565,[70 77] ; [26 38],[66.88151659 80.11848341] ; [29.11848341 34.88151659],0
v2,1,0.363974,0.824133,[92 48] ; [36 25],[89.15422886 50.84577114] ; [38.84577114 22.15422886],0
v3,1,0.438158,0.601102,[61 79] ; [23 38],[58.50746269 81.49253731] ; [25.49253731 35.50746269],0
p5,1,0.448177,0.575258,[ 11 133] ; [ 3 60],[  9.73913043 134.26086957] ; [ 4.26086957 58.73913043],0
u3,1,0.465285,0.533151,[26 12] ; [13  9],[24.7 13.3] ; [14.3  7.7],0
d5,1,0.466796,0.529551,[119  28] ; [49 15],[117.04265403  29.95734597] ; [50.95734597 13.04265403],0
a4,1,0.489525,0.477571,[70 76] ; [34 30],[72.3047619 73.6952381] ; [31.6952381 32.3047619],0
b2,1,0.505508,0.443354,[41 62] ; [11 22],[39.38235294 63.61764706] ; [12.61764706 20.38235294],0
b3,1,0.505508,0.443354,[41 62] ; [11 22],[39.38235294 63.61764706] ; [12.61764706 20.38235294],0
s4,1,0.524527,0.404984,[ 20 125] ; [11 53],[ 21.50717703 123.49282297] ; [ 9.49282297 54.50717703],0
b5,1,0.589383,0.291309,[102  45] ; [42 22],[100.32227488  46.67772512] ; [43.67772512 20.32227488],0
n1,1,0.602415,0.271369,[12 19] ; [ 8 17],[11.07142857 19.92857143] ; [ 8.92857143 16.07142857],0
s2,1,0.625479,0.238242,[78 66] ; [37 27],[79.61538462 64.38461538] ; [35.38461538 28.61538462],0
r2,1,0.638173,0.221139,[137   9] ; [58  5],[136.22009569   9.77990431] ; [58.77990431  4.22009569],0
a2,1,0.653098,0.202017,[ 37 110] ; [18 46],[ 38.31753555 108.68246445] ; [16.68246445 47.31753555],0
s3,1,0.667723,0.184277,[80 62] ; [34 30],[78.58252427 63.41747573] ; [35.41747573 28.58252427],0
p7,1,0.683901,0.165767,[64 80] ; [29 32],[65.32682927 78.67317073] ; [27.67317073 33.32682927],0
n3,1,0.725631,0.123161,[23  9] ; [19  6],[23.57894737  8.42105263] ; [18.42105263  6.57894737],0
s7,1,0.747602,0.103557,[65 77] ; [28 30],[66.03 75.97] ; [26.97 31.03],0
a8,1,0.782149,0.076463,[ 18 113] ; [ 9 50],[ 18.61578947 112.38421053] ; [ 8.38421053 50.61578947],0
d3,1,0.787109,0.072936,[97 50] ; [41 23],[96.14218009 50.85781991] ; [41.85781991 22.14218009],0
p3,1,0.808855,0.058517,[59 88] ; [26 36],[59.784689 87.215311] ; [25.215311 36.784689],0
u4,1,0.814828,0.05485,[  3 144] ; [ 1 63],[  2.78672986 144.21327014] ; [ 1.21327014 62.78672986],0
p6,1,0.845834,0.037805,[ 37 107] ; [17 46],[ 37.56521739 106.43478261] ; [16.43478261 46.56521739],0
d4,1,0.897973,0.016441,[116  31] ; [50 14],[115.6492891  31.3507109] ; [50.3507109 13.6492891],0
s6,1,0.907321,0.013553,[100  47] ; [42 19],[100.35576923  46.64423077] ; [41.64423077 19.35576923],0
