Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.002515,9.129288,[4 3] ; [269  26],[6.32781457 0.67218543] ; [266.67218543  28.32781457],0
a5,1,0.003228,8.673628,[2 5] ; [229  69],[5.30163934 1.69836066] ; [225.69836066  72.30163934],0
v4,1,0.032092,4.593579,[6 1] ; [292   6],[6.83934426 0.16065574] ; [291.16065574   6.83934426],0
r1,1,0.037765,4.315562,[4 3] ; [255  43],[5.9442623 1.0557377] ; [253.0557377  44.9442623],0
d1,1,0.039259,4.24962,[2 5] ; [197 101],[4.56721311 2.43278689] ; [194.43278689 103.56721311],0
a8,1,0.044575,4.034651,[3 4] ; [ 40 228],[1.09454545 5.90545455] ; [ 41.90545455 226.09454545],0
a4,1,0.051493,3.792181,[1 6] ; [153 144],[3.54605263 3.45394737] ; [150.45394737 146.54605263],0
v1,1,0.057009,3.622334,[2 5] ; [188 107],[4.40397351 2.59602649] ; [185.59602649 109.40397351],0
p9,1,0.082883,3.00745,[5 2] ; [270  27],[6.33223684 0.66776316] ; [268.66776316  28.33223684],0
s7,1,0.15091,2.063029,[2 4] ; [179 109],[3.69387755 2.30612245] ; [177.30612245 110.69387755],0
p12,1,0.195093,1.678732,[2 5] ; [ 36 260],[0.87788779 6.12211221] ; [ 37.12211221 258.87788779],0
a3,1,0.294713,1.097966,[4 3] ; [221  75],[5.1980198 1.8019802] ; [219.8019802  76.1980198],0
n4,1,0.313013,1.017918,[5 2] ; [254  44],[5.9442623 1.0557377] ; [253.0557377  44.9442623],0
p7,1,0.322804,0.97755,[5 2] ; [250  44],[5.93023256 1.06976744] ; [249.06976744  44.93023256],0
s3,1,0.327357,0.959327,[3 4] ; [181 115],[4.25082508 2.74917492] ; [179.74917492 116.25082508],0
s2,1,0.343008,0.899157,[3 4] ; [180 117],[4.21381579 2.78618421] ; [178.78618421 118.21381579],0
d5,1,0.43796,0.601622,[5 2] ; [244  51],[5.77152318 1.22847682] ; [243.22847682  51.77152318],0
s8,1,0.452331,0.564803,[3 4] ; [169 127],[3.97359736 3.02640264] ; [168.02640264 127.97359736],0
a1,1,0.464319,0.535464,[1 6] ; [ 21 277],[0.50491803 6.49508197] ; [ 21.49508197 276.50491803],0
v2,1,0.498712,0.457676,[5 2] ; [172 121],[4.13 2.87] ; [172.87 120.13],0
b5,1,0.510211,0.433635,[5 2] ; [176 122],[4.15409836 2.84590164] ; [176.84590164 121.15409836],0
n5,1,0.535123,0.384654,[5 2] ; [240  57],[5.64144737 1.35855263] ; [239.35855263  57.64144737],0
d2,1,0.563521,0.333644,[3 4] ; [160 137],[3.75328947 3.24671053] ; [159.24671053 137.75328947],0
s4,1,0.569687,0.323207,[2 5] ; [ 58 234],[1.40468227 5.59531773] ; [ 58.59531773 233.40468227],0
b3,1,0.621724,0.243452,[1 2] ; [ 92 101],[1.42346939 1.57653061] ; [ 91.57653061 101.42346939],0
b2,1,0.621724,0.243452,[1 2] ; [ 92 101],[1.42346939 1.57653061] ; [ 91.57653061 101.42346939],0
p3,1,0.639618,0.219242,[4 3] ; [195 102],[4.58223684 2.41776316] ; [194.41776316 102.58223684],0
p4,1,0.713915,0.134398,[6 1] ; [238  59],[5.61842105 1.38157895] ; [238.38157895  58.61842105],0
p5,1,0.73176,0.117502,[1 6] ; [ 58 240],[1.35409836 5.64590164] ; [ 57.64590164 240.35409836],0
s6,1,0.739023,0.110987,[5 2] ; [222  67],[5.36824324 1.63175676] ; [221.63175676  67.36824324],0
p11,1,0.746949,0.104113,[6 1] ; [241  57],[5.66885246 1.33114754] ; [241.33114754  56.66885246],0
a6,1,0.759299,0.093882,[5 2] ; [195 101],[4.62046205 2.37953795] ; [195.37953795 100.62046205],0
p2,1,0.789549,0.071234,[6 1] ; [265  33],[6.21967213 0.78032787] ; [264.78032787  33.21967213],0
a7,1,0.862497,0.029997,[5 2] ; [220  76],[5.1980198 1.8019802] ; [219.8019802  76.1980198],0
d3,1,0.862497,0.029997,[5 2] ; [220  76],[5.1980198 1.8019802] ; [219.8019802  76.1980198],0
s5,1,0.871688,0.026087,[3 4] ; [130 153],[3.21034483 3.78965517] ; [129.78965517 153.21034483],0
b4,1,0.904514,0.014391,[4 3] ; [177 121],[4.15409836 2.84590164] ; [176.84590164 121.15409836],0
b1,1,0.918783,0.010397,[3 4] ; [122 176],[2.86885246 4.13114754] ; [122.13114754 175.86885246],0
p8,1,0.931984,0.007284,[5 2] ; [207  89],[4.89768977 2.10231023] ; [207.10231023  88.89768977],0
p10,1,0.952925,0.003485,[6 1] ; [256  40],[6.05280528 0.94719472] ; [255.94719472  40.05280528],0
v3,1,0.981289,0.00055,[3 4] ; [123 167],[2.96969697 4.03030303] ; [123.03030303 166.96969697],0
d4,1,0.98571,0.000321,[6 1] ; [253  43],[5.98349835 1.01650165] ; [253.01650165  42.98349835],0
