Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,86.780353,[369   5] ; [56 23],[350.88300221  23.11699779] ; [74.11699779  4.88300221],1
r2,1,0.0,29.129669,[370   3] ; [68  9],[363.05333333   9.94666667] ; [74.94666667  2.05333333],1
r3,1,1.1e-05,19.382165,[366   6] ; [70  9],[359.62749446  12.37250554] ; [76.37250554  2.62749446],1
s3,1,1.3e-05,18.998037,[334  36] ; [57 22],[322.20489978  47.79510022] ; [68.79510022 10.20489978],1
a2,1,5.7e-05,16.185736,[116 258] ; [ 7 72],[101.54966887 272.45033113] ; [21.45033113 57.54966887],1
u1,1,0.000175,14.080431,[ 96 278] ; [ 5 74],[ 83.38631347 290.61368653] ; [17.61368653 61.38631347],1
a3,1,0.000204,13.796952,[291  81] ; [46 33],[277.96895787  94.03104213] ; [59.03104213 19.96895787],1
n4,1,0.00036,12.731352,[304  69] ; [50 29],[292.12831858  80.87168142] ; [61.87168142 17.12831858],1
d1,1,0.000691,11.51226,[255 119] ; [38 41],[241.90286976 132.09713024] ; [51.09713024 27.90286976],1
d2,1,0.000733,11.402815,[209 162] ; [28 51],[195.39333333 175.60666667] ; [41.60666667 37.39333333],1
a4,1,0.001165,10.545495,[193 180] ; [25 54],[179.89823009 193.10176991] ; [38.10176991 40.89823009],0
n5,1,0.001852,9.690344,[299  72] ; [51 28],[288.55555556  82.44444444] ; [61.44444444 17.55555556],0
s7,1,0.005431,7.729874,[261  96] ; [44 33],[250.88709677 106.11290323] ; [54.11290323 22.88709677],0
v3,1,0.006586,7.382408,[164 193] ; [22 54],[153.35334873 203.64665127] ; [32.64665127 43.35334873],0
d5,1,0.007771,7.085465,[317  54] ; [57 21],[309.02895323  61.97104677] ; [64.97104677 13.02895323],0
s6,1,0.007945,7.045799,[328  41] ; [59 17],[320.90561798  48.09438202] ; [66.09438202  9.90561798],0
a1,1,0.008511,6.922762,[ 18 356] ; [10 69],[ 23.11699779 350.88300221] ; [ 4.88300221 74.11699779],0
a7,1,0.011234,6.427966,[281  91] ; [48 30],[271.97333333 100.02666667] ; [57.02666667 20.97333333],0
s4,1,0.011646,6.364019,[ 81 287] ; [28 51],[ 89.7360179 278.2639821] ; [19.2639821 59.7360179],0
v2,1,0.012003,6.310415,[218 139] ; [34 41],[208.25 148.75] ; [43.75 31.25],0
d3,1,0.015601,5.847259,[274  97] ; [47 31],[265.23608018 105.76391982] ; [55.76391982 22.23608018],0
a5,1,0.015655,5.841165,[289  84] ; [51 28],[280.57522124  92.42477876] ; [59.42477876 19.57522124],0
a6,1,0.026008,4.955503,[250 120] ; [43 36],[241.44766147 128.55233853] ; [51.55233853 27.44766147],0
n3,1,0.035346,4.428403,[57 16] ; [16 12],[52.76237624 20.23762376] ; [20.23762376  7.76237624],0
p7,1,0.041407,4.159299,[247 110] ; [44 33],[239.37096774 117.62903226] ; [51.62903226 25.37096774],0
b2,1,0.073039,3.213377,[ 95 133] ; [14 36],[ 89.39568345 138.60431655] ; [19.60431655 30.39568345],0
b3,1,0.073039,3.213377,[ 95 133] ; [14 36],[ 89.39568345 138.60431655] ; [19.60431655 30.39568345],0
n6,1,0.081154,3.041642,[322  47] ; [63 16],[317.109375  51.890625] ; [67.890625 11.109375],0
p2,1,0.083304,2.999223,[315  55] ; [61 18],[309.844098  60.155902] ; [66.155902 12.844098],0
a8,1,0.110568,2.546077,[ 57 285] ; [ 7 68],[ 52.48920863 289.51079137] ; [11.51079137 63.48920863],0
p12,1,0.148165,2.091046,[ 44 325] ; [ 5 74],[ 40.359375 328.640625] ; [ 8.640625 70.359375],0
d4,1,0.160792,1.966763,[326  44] ; [65 14],[322.20489978  47.79510022] ; [68.79510022 10.20489978],0
p4,1,0.167297,1.907,[245 124] ; [46 33],[239.68526786 129.31473214] ; [51.31473214 27.68526786],0
p8,1,0.180045,1.797255,[200 167] ; [36 42],[194.63370787 172.36629213] ; [41.36629213 36.63370787],0
s8,1,0.181941,1.781694,[237 135] ; [44 35],[231.77827051 140.22172949] ; [49.22172949 29.77827051],0
v1,1,0.230306,1.43897,[216 147] ; [39 36],[211.33561644 151.66438356] ; [43.66438356 31.33561644],0
b5,1,0.233164,1.421457,[224 150] ; [53 26],[228.69315673 145.30684327] ; [48.30684327 30.69315673],0
u4,1,0.263472,1.250421,[ 14 360] ; [ 1 78],[ 12.38410596 361.61589404] ; [ 2.61589404 76.38410596],0
u3,1,0.330007,0.948871,[59 22] ; [21 12],[56.84210526 24.15789474] ; [23.15789474  9.84210526],0
p10,1,0.341103,0.906281,[318  50] ; [65 14],[315.31096197  52.68903803] ; [67.68903803 11.31096197],0
p3,1,0.369266,0.806133,[198 171] ; [38 41],[194.38392857 174.61607143] ; [41.61607143 37.38392857],0
n1,1,0.379965,0.770816,[31 41] ; [ 9 18],[29.09090909 42.90909091] ; [10.90909091 16.09090909],0
u2,1,0.404347,0.695359,[51 30] ; [18 15],[49.02631579 31.97368421] ; [19.97368421 13.02631579],0
p6,1,0.46482,0.534264,[162 204] ; [31 47],[159.09459459 206.90540541] ; [33.90540541 44.09459459],0
p9,1,0.474778,0.510835,[324  41] ; [67 11],[322.15575621  42.84424379] ; [68.84424379  9.15575621],0
p11,1,0.47777,0.503949,[293  81] ; [59 20],[290.61368653  83.38631347] ; [61.38631347 17.61368653],0
p5,1,0.665804,0.18655,[ 49 318] ; [ 9 69],[ 47.83370787 319.16629213] ; [10.16629213 67.83370787],0
n2,1,0.738322,0.111607,[57 15] ; [23  5],[57.6 14.4] ; [22.4  5.6],0
b4,1,0.775864,0.081062,[216 158] ; [47 32],[217.13465784 156.86534216] ; [45.86534216 33.13465784],0
b1,1,0.784033,0.075113,[150 224] ; [33 46],[151.08609272 222.91390728] ; [31.91390728 47.08609272],0
p1,1,0.811682,0.056766,[ 36 334] ; [ 7 72],[ 35.43429844 334.56570156] ; [ 7.56570156 71.43429844],0
s1,1,0.861774,0.030317,[ 17 352] ; [ 4 75],[ 17.296875 351.703125] ; [ 3.703125 75.296875],0
s5,1,0.964523,0.001978,[173 185] ; [35 37],[173.17209302 184.82790698] ; [34.82790698 37.17209302],0
