Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,7e-05,15.800894,[31  4] ; [27 30],[22.06521739 12.93478261] ; [35.93478261 21.06521739],1
s1,1,0.318258,0.99609,[ 3 32] ; [ 9 48],[ 4.56521739 30.43478261] ; [ 7.43478261 49.56521739],0
b5,1,0.336777,0.92266,[22 13] ; [30 27],[19.7826087 15.2173913] ; [32.2173913 24.7826087],0
n1,1,0.342863,0.899698,[ 5 10] ; [14 15],[6.47727273 8.52272727] ; [12.52272727 16.47727273],0
u2,1,0.389529,0.740413,[5 6] ; [ 6 14],[3.90322581 7.09677419] ; [ 7.09677419 12.90322581],0
u1,1,0.409421,0.680482,[ 5 30] ; [ 5 52],[ 3.80434783 31.19565217] ; [ 6.19565217 50.80434783],0
p7,1,0.420517,0.64887,[11 23] ; [14 43],[ 9.34065934 24.65934066] ; [15.65934066 41.34065934],0
p1,1,0.578935,0.30796,[ 3 32] ; [ 7 50],[ 3.80434783 31.19565217] ; [ 6.19565217 50.80434783],0
d2,1,0.754559,0.09774,[19 16] ; [28 27],[18.27777778 16.72222222] ; [28.72222222 26.27777778],0
a8,1,0.759174,0.093982,[ 4 27] ; [ 6 50],[ 3.56321839 27.43678161] ; [ 6.43678161 49.56321839],0
n3,1,0.780332,0.077778,[9 6] ; [15 12],[8.57142857 6.42857143] ; [15.42857143 11.57142857],0
a4,1,0.808976,0.058442,[15 20] ; [25 30],[15.55555556 19.44444444] ; [24.44444444 30.55555556],0
n2,1,0.832004,0.045,[8 7] ; [17 13],[8.33333333 6.66666667] ; [16.66666667 13.33333333],0
a6,1,0.842107,0.03968,[18 17] ; [30 26],[18.46153846 16.53846154] ; [29.53846154 26.46153846],0
n4,1,0.862055,0.030192,[19 16] ; [32 25],[19.40217391 15.59782609] ; [31.59782609 25.40217391],0
a3,1,0.897735,0.016518,[24 11] ; [37 18],[23.72222222 11.27777778] ; [37.27777778 17.72222222],0
a2,1,0.903621,0.014662,[ 7 28] ; [12 45],[ 7.22826087 27.77173913] ; [11.77173913 45.22826087],0
b2,1,0.908687,0.013155,[ 8 12] ; [15 24],[ 7.79661017 12.20338983] ; [15.20338983 23.79661017],0
b3,1,0.908687,0.013155,[ 8 12] ; [15 24],[ 7.79661017 12.20338983] ; [15.20338983 23.79661017],0
b4,1,0.959035,0.002638,[17 18] ; [28 29],[17.11956522 17.88043478] ; [27.88043478 29.11956522],0
