Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.000687,11.524942,[203  76] ; [22 24],[193.15384615  85.84615385] ; [31.84615385 14.15384615],1
n1,1,0.001949,9.596939,[39 38] ; [ 3 19],[32.66666667 44.33333333] ; [ 9.33333333 12.66666667],0
d1,1,0.002483,9.153321,[158 121] ; [15 31],[148.51384615 130.48615385] ; [24.48615385 21.51384615],0
p4,1,0.002864,8.892303,[132 146] ; [11 35],[122.69753086 155.30246914] ; [20.30246914 25.69753086],0
s7,1,0.00579,7.614573,[129 139] ; [11 32],[120.64308682 147.35691318] ; [19.35691318 23.64308682],0
s6,1,0.007864,7.06429,[183  94] ; [21 25],[174.94736842 102.05263158] ; [29.05263158 16.94736842],0
r1,1,0.008637,6.896447,[209  69] ; [26 20],[201.63580247  76.36419753] ; [33.36419753 12.63580247],0
v3,1,0.009945,6.644639,[107 160] ; [ 9 36],[ 99.26923077 167.73076923] ; [16.73076923 28.26923077],0
d5,1,0.013124,6.152331,[226  52] ; [30 16],[219.65432099  58.34567901] ; [36.34567901  9.65432099],0
u1,1,0.017225,5.67333,[ 60 219] ; [ 3 43],[ 54.08307692 224.91692308] ; [ 8.91692308 37.08307692],0
s8,1,0.021271,5.30442,[110 169] ; [10 36],[103.01538462 175.98461538] ; [16.98461538 29.01538462],0
v2,1,0.032333,4.580734,[137 129] ; [15 29],[130.42580645 135.57419355] ; [21.57419355 22.42580645],0
a4,1,0.033982,4.495617,[137 140] ; [15 31],[130.35294118 146.64705882] ; [21.64705882 24.35294118],0
p3,1,0.039245,4.250242,[104 174] ; [10 36],[ 97.81481481 180.18518519] ; [16.18518519 29.81481481],0
p6,1,0.042272,4.124295,[ 67 208] ; [ 5 41],[ 61.68224299 213.31775701] ; [10.31775701 35.68224299],0
d2,1,0.045087,4.015369,[145 129] ; [17 29],[138.7125 135.2875] ; [23.2875 22.7125],0
n6,1,0.045259,4.008975,[238  40] ; [34 12],[233.38271605  44.61728395] ; [38.61728395  7.38271605],0
a7,1,0.046644,3.958185,[187  91] ; [24 22],[181.04320988  96.95679012] ; [29.95679012 16.04320988],0
s5,1,0.051704,3.785319,[ 78 191] ; [ 7 39],[ 72.58730159 196.41269841] ; [12.41269841 33.58730159],0
a2,1,0.075535,3.158441,[ 77 202] ; [ 7 39],[ 72.11076923 206.88923077] ; [11.88923077 34.11076923],0
d3,1,0.079027,3.084793,[180  98] ; [23 22],[174.71826625 103.28173375] ; [28.28173375 16.71826625],0
s3,1,0.098851,2.723977,[155 119] ; [20 26],[149.84375 124.15625] ; [25.15625 20.84375],0
s4,1,0.10321,2.655233,[ 35 240] ; [10 36],[ 38.55140187 236.44859813] ; [ 6.44859813 39.55140187],0
s2,1,0.122713,2.382352,[138 137] ; [17 28],[133.203125 141.796875] ; [21.796875 23.203125],0
n3,1,0.130335,2.288506,[57 21] ; [13 10],[54.05940594 23.94059406] ; [15.94059406  7.05940594],0
d4,1,0.139134,2.187513,[213  64] ; [30 15],[209.04037267  67.95962733] ; [33.95962733 11.04037267],0
p10,1,0.146859,2.104575,[208  68] ; [30 16],[204.  72.] ; [34. 12.],0
a8,1,0.156188,2.010755,[ 36 213] ; [ 3 42],[ 33.03061224 215.96938776] ; [ 5.96938776 39.03061224],0
b2,1,0.168042,1.900327,[ 75 108] ; [ 6 17],[ 71.95631068 111.04368932] ; [ 9.04368932 13.95631068],0
b3,1,0.168042,1.900327,[ 75 108] ; [ 6 17],[ 71.95631068 111.04368932] ; [ 9.04368932 13.95631068],0
a1,1,0.225395,1.469689,[ 19 260] ; [ 1 45],[ 17.16923077 261.83076923] ; [ 2.83076923 43.16923077],0
a3,1,0.240046,1.380326,[199  79] ; [29 17],[195.62962963  82.37037037] ; [32.37037037 13.62962963],0
p2,1,0.316441,1.003601,[195  82] ; [29 17],[192.09907121  84.90092879] ; [31.90092879 14.09907121],0
r4,1,0.367588,0.811803,[228  51] ; [35 11],[225.77538462  53.22461538] ; [37.22461538  8.77538462],0
r3,1,0.386936,0.74855,[247  30] ; [39  7],[245.26934985  31.73065015] ; [40.73065015  5.26934985],0
s1,1,0.425655,0.63465,[ 13 259] ; [ 1 45],[ 11.97484277 260.02515723] ; [ 2.02515723 43.97484277],0
