Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,40.489607,[ 58 117] ; [76 29],[83.75 91.25] ; [50.25 54.75],1
p4,1,0.0,28.83889,[ 45 131] ; [61 45],[ 66.15602837 109.84397163] ; [39.84397163 66.15602837],1
p10,1,2e-06,22.412883,[91 84] ; [85 21],[109.60854093  65.39145907] ; [66.39145907 39.60854093],1
p3,1,4e-06,21.230114,[ 41 135] ; [53 53],[ 58.66666667 117.33333333] ; [35.33333333 70.66666667],1
p2,1,6e-06,20.536155,[104  72] ; [90 16],[121.07801418  54.92198582] ; [72.92198582 33.07801418],1
p9,1,5.1e-05,16.422791,[97 75] ; [85 21],[112.60431655  59.39568345] ; [69.39568345 36.60431655],1
v4,1,7.9e-05,15.575376,[135  39] ; [101   5],[146.65714286  27.34285714] ; [89.34285714 16.65714286],1
p11,1,0.000922,10.977706,[107  70] ; [85 22],[119.66197183  57.33802817] ; [72.33802817 34.66197183],1
v2,1,0.00135,10.273551,[ 60 109] ; [57 46],[72.69485294 96.30514706] ; [44.30514706 58.69485294],0
p6,1,0.001428,10.169364,[ 25 149] ; [32 74],[ 35.42142857 138.57857143] ; [21.57857143 84.42142857],0
r4,1,0.004338,8.136745,[116  61] ; [87 20],[126.51760563  50.48239437] ; [76.48239437 30.51760563],0
r1,1,0.00678,7.330459,[105  71] ; [80 26],[115.46099291  60.53900709] ; [69.53900709 36.46099291],0
a7,1,0.007826,7.072819,[103  71] ; [80 27],[113.31672598  60.68327402] ; [69.68327402 37.31672598],0
n6,1,0.008954,6.831952,[111  64] ; [83 23],[120.81850534  54.18149466] ; [73.18149466 32.81850534],0
v1,1,0.019789,5.430399,[ 55 118] ; [48 57],[ 64.0971223 108.9028777] ; [38.9028777 66.0971223],0
a1,1,0.022379,5.216076,[ 12 165] ; [  1 106],[  8.10211268 168.89788732] ; [  4.89788732 102.10211268],0
b2,1,0.026507,4.922643,[43 59] ; [14 43],[36.56603774 65.43396226] ; [20.43396226 36.56603774],0
b3,1,0.026507,4.922643,[43 59] ; [14 43],[36.56603774 65.43396226] ; [20.43396226 36.56603774],0
r3,1,0.039856,4.223994,[140  34] ; [96 11],[146.13523132  27.86476868] ; [89.86476868 17.13523132],0
p1,1,0.04649,3.963755,[ 11 165] ; [14 92],[ 15.60283688 160.39716312] ; [ 9.39716312 96.60283688],0
d5,1,0.05842,3.581685,[118  58] ; [83 24],[125.00353357  50.99646643] ; [75.99646643 31.00353357],0
v3,1,0.063386,3.44649,[ 37 132] ; [33 70],[ 43.49264706 125.50735294] ; [26.50735294 76.49264706],0
p5,1,0.067263,3.348582,[  4 173] ; [ 7 99],[  6.87985866 170.12014134] ; [  4.12014134 101.87985866],0
d1,1,0.084395,2.978157,[ 74 103] ; [56 51],[81.02112676 95.97887324] ; [48.97887324 58.02112676],0
d3,1,0.097552,2.745115,[97 78] ; [70 37],[103.63475177  71.36524823] ; [63.36524823 43.63475177],0
b5,1,0.1028,2.661558,[95 82] ; [68 39],[101.58802817  75.41197183] ; [61.41197183 45.58802817],0
r2,1,0.11701,2.456888,[145  28] ; [95 10],[149.35251799  23.64748201] ; [90.64748201 14.35251799],0
a3,1,0.153063,2.041455,[114  61] ; [60 46],[108.36298932  66.63701068] ; [65.63701068 40.36298932],0
s3,1,0.162627,1.94963,[ 46 130] ; [20 86],[ 41.19148936 134.80851064] ; [24.80851064 81.19148936],0
a5,1,0.163161,1.944682,[101  76] ; [70 37],[106.57394366  70.42605634] ; [64.42605634 42.57394366],0
b1,1,0.196391,1.669013,[80 97] ; [40 67],[ 74.78873239 102.21126761] ; [45.21126761 61.78873239],0
s4,1,0.231523,1.431478,[ 17 160] ; [  6 101],[ 14.33450704 162.66549296] ; [ 8.66549296 98.33450704],0
a4,1,0.28867,1.125814,[ 72 104] ; [37 70],[ 67.78798587 108.21201413] ; [41.21201413 65.78798587],0
p12,1,0.296511,1.08982,[  2 174] ; [  3 103],[  3.12056738 172.87943262] ; [  1.87943262 104.12056738],0
n5,1,0.397382,0.716234,[104  71] ; [69 38],[107.35815603  67.64184397] ; [65.64184397 41.35815603],0
s7,1,0.414114,0.66696,[ 22 143] ; [17 83],[ 24.28301887 140.71698113] ; [14.71698113 85.28301887],0
n4,1,0.43151,0.618756,[112  64] ; [73 34],[115.05300353  60.94699647] ; [69.94699647 37.05300353],0
n2,1,0.463692,0.536969,[38 26] ; [15  7],[39.44186047 24.55813953] ; [13.55813953  8.44186047],0
s5,1,0.485844,0.485717,[ 19 154] ; [ 9 98],[ 17.3 155.7] ; [10.7 96.3],0
